nu,post_polish_error,b,a,err,branch_size,Npop(t),In(t),polish_source_hc_idx,S(t),E(t)
0.17006117694557918,0.0013323965286889045,0.7556841961751616,0.8214487890107993,0.0013323965286889045,6.0,0.65300003969733,0.7009999204377386,973.0,0.2981951416386602,0.5318038244614167
0.16998375589081863,0.0013323965287701978,0.7560423285715623,0.8215068379899987,0.0013323965287701978,9.0,0.65300003969733,0.7009999203948636,927.0,0.29805179834434165,0.5322056335123463
0.16989995648837722,0.0013323965288632707,0.7564304161315716,0.8215696693341804,0.0013323965288632707,8.0,0.65300003969733,0.7009999203484146,159.0,0.29789659320264045,0.5326409583519893
0.16980003005961497,0.0013323965289726704,0.7568938034961133,0.821644592427022,0.0013323965289726704,6.0,0.65300003969733,0.7009999202929467,578.0,0.2977114478206579,0.5331606222230517
0.16973371516965616,0.0013323965290442297,0.7572016934553294,0.8216943141358876,0.0013323965290442297,13.0,0.65300003969733,0.7009999202561012,8.0,0.2975885355933947,0.5335058281116037
0.16966473910934737,0.0013323965291178346,0.757522251609883,0.8217460310979998,0.0013323965291178346,7.0,0.65300003969733,0.7009999202177365,881.0,0.29746065468070776,0.5338651730282485
0.16959595204307645,0.0013323965291947148,0.757842249341613,0.8217976064144036,0.0013323965291947148,5.0,0.65300003969733,0.7009999201794344,979.0,0.2973330874501709,0.5342238246880804
0.16952176604356356,0.0013323965292767706,0.7581877194745434,0.8218532297126111,0.0013323965292767706,4.0,0.65300003969733,0.7009999201381018,957.0,0.29719546652537776,0.5346109521411794
0.16943754406240302,0.0013323965293695597,0.7585803744431765,0.8219163777724982,0.0013323965293695597,2.0,0.65300003969733,0.7009999200911127,417.0,0.2970391762026561,0.5350508615011621
0.16936383264527724,0.001332396529451715,0.7589244202860307,0.8219716451608802,0.001332396529451715,4.0,0.65300003969733,0.7009999200499364,787.0,0.29690234500284896,0.5354362308031507
0.16926931559014788,0.001332396529557484,0.7593661128237181,0.8220425122384336,0.001332396529557484,2.0,0.65300003969733,0.7009999199970883,157.0,0.2967268304212732,0.5359308649148273
0.16918416763892538,0.0013323965296547092,0.7597645398614108,0.822106354512069,0.0013323965296547092,1.0,0.65300003969733,0.7009999199494003,139.0,0.29656865446511993,0.5363769410140121
0.1690777793071148,0.001332396529789983,0.7602630461163206,0.8221861225682544,0.001332396529789983,2.0,0.65300003969733,0.7009999198897577,172.0,0.2963709422715435,0.5369349240224393
0.16835878067246784,0.0013323965305977509,0.7636523332493085,0.8227252119942934,0.0013323965305977509,1.0,0.65300003969733,0.7009999194842911,279.0,0.2950324465105368,0.5407243884918858
0.2316451867886463,0.0013323965307498167,0.559067620843217,0.7752699957901245,0.0013323965307498167,2.0,0.65300003969733,0.7009999441820405,306.0,0.3974732441485844,0.29725766303078205
0.16798115283184953,0.0013323965310678878,0.7654466868899711,0.8230083489427992,0.0013323965310678878,2.0,0.65300003969733,0.7009999192696857,584.0,0.29432784332363554,0.5427276599963166
0.1675738937794587,0.0013323965315716361,0.767392960211445,0.8233137018938602,0.0013323965315716361,1.0,0.65300003969733,0.7009999190369453,1022.0,0.2935667110050913,0.5448982381900659
0.16746822775374365,0.0013323965317029384,0.7678998314063564,0.8233929276250483,0.0013323965317029384,1.0,0.65300003969733,0.7009999189763279,712.0,0.2933690199045935,0.545463133542963
0.16694180096291136,0.0013323965323856996,0.7704367955901524,0.8237876288017459,0.0013323965323856996,1.0,0.65300003969733,0.7009999186730357,167.0,0.29238283460990433,0.5482880898219015
0.16680807785525936,0.001332396532543936,0.7710843681194796,0.8238878905222603,0.001332396532543936,1.0,0.65300003969733,0.700999918595625,1110.0,0.29213198061423623,0.5490085246357549
0.16650382313798778,0.0013323965329497746,0.7725625220353328,0.8241160122129113,0.0013323965329497746,1.0,0.65300003969733,0.7009999184189478,653.0,0.2915607068543264,0.5506520137056964
0.1622355204519256,0.0013323965393571139,0.7940207051118122,0.827316231200256,0.0013323965393571139,3.0,0.65300003969733,0.7009999158576098,430.0,0.28347086917559094,0.5743577775087159
0.428091019469837,0.0013323966350691553,0.3533947861463248,0.6279452319657429,0.0013323966350691553,104.0,0.65300003969733,0.700999969431973,449.0,0.5347505868729108,1.9961275225919726e-5
0.028227219178130692,0.0018021304998942344,1.9952623913984826e-5,0.9335368638422786,0.0018021304998942344,2.0,0.65300003969733,0.7011936587731546,1067.0,0.09798278078072904,5.043560136537063
0.02822708298248984,0.00180213049991289,1.9952623369167715e-5,0.9335369660131506,0.00180213049991289,3.0,0.65300003969733,0.7011936587740952,396.0,0.025217052124098967,5.043586163623596
0.028227054296523033,0.001802130499918246,1.9952623185191894e-5,0.9335369875326569,0.001802130499918246,3.0,0.65300003969733,0.7011936587742837,260.0,0.009890810957320794,5.043591645564261
0.02822703883153761,0.0018021304999197981,1.995265558463743e-5,0.9335369991340697,0.0018021304999197981,3.0,0.65300003969733,0.7011936587743847,435.0,0.0016282135729815826,5.043594600955728
0.028227036030371147,0.00180213049992028,1.995262311307901e-5,0.9335370012354276,0.00180213049992028,4.0,0.65300003969733,0.7011936587744148,575.0,0.0001316165841740249,5.043595136264805
0.028227060225494555,0.0018021304999242525,1.995262171986434e-5,0.9335369830848202,0.0018021304999242525,1.0,0.65300003969733,0.7011936587742477,566.0,0.01305852616033286,5.0435905125256015
0.028227035821381505,0.0018021304999265135,1.995262342322375e-5,0.9335370013923211,0.0018021304999265135,14.0,0.65300003969733,0.7011936587744169,269.0,1.995262342268296e-5,5.043595176204179
0.02822703960853994,0.0018021304999309515,1.9952584733238586e-5,0.9335369985512982,0.0018021304999309515,3.0,0.65300003969733,0.7011936587743997,1077.0,0.0020433492472362634,5.043594452469875
0.02822703659891253,0.0018021304999332453,1.9952623155242615e-5,0.933537000808948,0.0018021304999332453,2.0,0.65300003969733,0.7011936587744038,579.0,0.0004353722530085821,5.0435950276156225
0.02822703632446051,0.0018021304999357036,1.9952623129469544e-5,0.9335370010149211,0.0018021304999357036,1.0,0.65300003969733,0.701193658774419,259.0,0.00028873627959558306,5.0435950800646685
0.028390555388567773,251.06211288633463,1.8922642700439028e-5,0.10824040433390916,251.06211288633463,1.0,0.65300003969733,0.43890081812897436,407.0,1.8922642701301446e-5,0.00013102071832201074
0.0023971116945099955,251.06803137490772,1.5416638000867956e-5,0.10823560684265424,251.06803137490772,1.0,0.65300003969733,0.4388982491660878,299.0,3.1199958549884375e-5,1.6317136228501085e-5
0.00220165250205606,251.19412616008464,1.5397165287926533e-5,0.10823559290387647,251.19412616008464,1.0,0.65300003969733,0.438898250501662,952.0,1.5397165288786197e-5,1.611427567900332e-5
0.3085876592933223,251.1967658567727,1.5807199833714195e-5,0.10829720267060512,251.1967658567727,1.0,0.6530000396973238,0.43884127613258467,391.0,0.0007006168511105176,0.00017354754278909584
0.0020821305468714563,251.23251634419,1.5385645616210347e-5,0.10823558522502987,251.23251634419,1.0,0.65300003969733,0.43889825264289756,569.0,1.5385645617068578e-5,1.5986845128158437e-5
0.0046512075413012105,251.25176712022417,1.5542690841184448e-5,0.1082357873792456,251.25176712022417,1.0,0.6530000396973299,0.4388982644514071,398.0,0.00013671614511039757,1.84137259814032e-5
1.1747085074269137,1.6340158827252253e-5,1.5918699209190665,0.06794385225386176,1.6340158827252253e-5,3.0,0.65300003969733,0.701000184967254,-1.0,0.009936323046621133,-0.22277848036500536
0.09059180300514902,1.6340158827283383e-5,1.5918699209190665,0.8810313805701853,1.6340158827283383e-5,3.0,0.65300003969733,0.7010001849672565,-1.0,0.12884480524959344,1.3056725341887623
0.09598340474447802,1.638869794669265e-5,1.4794377528488578,0.8769828381487709,1.638869794669265e-5,3.0,0.65300003969733,0.7010001819106748,-1.0,0.140988306054522,1.2126180535912825
1.169310450865028,1.6388697946709436e-5,1.4794377528488578,0.07198755355835851,1.6388697946709436e-5,3.0,0.65300003969733,0.7010001819106751,-1.0,0.011573092188014283,-0.22219079429210783
0.23231544311947366,1.6451080957120018e-5,0.5606875431273965,0.7747355188965398,1.6451080957120018e-5,3.0,0.65300003969733,0.7009902123838941,-1.0,0.39621683254956114,0.2953477113418883
1.0329806918620532,1.6451080957142908e-5,0.5606875431273965,0.17423658233960523,1.6451080957142908e-5,3.0,0.65300003969733,0.7009902123838905,-1.0,0.08910843130980595,-0.2052462535048331
1.1524755988370456,1.6470377633231367e-5,1.1941067861090726,0.0846362057300065,1.6470377633231367e-5,3.0,0.65300003969733,0.7009998518640742,-1.0,0.01774524350405918,-0.22030672642916177
0.11284827430667534,1.6470377633354864e-5,1.1941067861090726,0.8643566991277842,1.6470377633354864e-5,3.0,0.65300003969733,0.7009998518640714,-1.0,0.1812252802224735,0.9791126577201325
1.103516329826967,1.6530607929303987e-5,0.7907019469891046,0.12136942543777056,1.6530607929303987e-5,3.0,0.65300003969733,0.7009994608802583,-1.0,0.04173652601644849,-0.21452393848571033
0.1618259005836941,1.653060792944541e-5,0.7907019469891046,0.8276372473702253,1.653060792944541e-5,3.0,0.65300003969733,0.7009994608802644,-1.0,0.2846079511578492,0.5767406330717101
1.2024467739707243,1.675720581533646e-5,2.8138775572346657,0.04705152283422747,1.675720581533646e-5,3.0,0.65300003969733,0.700974839441894,-1.0,0.0032323152488747298,-0.2257403282871884
0.06273536383161392,1.6757205816646023e-5,2.8138775531232576,0.9018350804386033,1.6757205816646023e-5,3.0,0.65300003969733,0.7009748394418184,-1.0,0.06195368635839825,2.040536215041328
1.1704321765359698,1.7359359859494214e-5,1.4974093393526897,0.07118457574963555,1.7359359859494214e-5,3.0,0.65300003969733,0.7010512854134232,-1.0,0.011260675180097737,-0.2223323680780072
0.09491276766618073,1.735935985985061e-5,1.4974093393526897,0.8778241324019773,1.735935985985061e-5,3.0,0.65300003969733,0.7010512854134332,-1.0,0.1388628409473997,1.230310499050963
0.060185575031243194,1.8470433328283776e-5,3.111242254186743,0.9036506114886047,1.8470433328283776e-5,3.0,0.65300003969733,0.7010001961171197,-1.0,0.054728662245933465,2.1409399812186978
1.2048674819848062,1.8470433328374967e-5,3.111242254186743,0.045139181273432395,1.8470433328374967e-5,15.0,0.65300003969733,0.7010001961171204,-1.0,0.0027338077068327186,-0.22604761173186982
0.051844652917513966,2.106932751371078e-5,3.6963323199048146,0.9101783886496527,2.106932751371078e-5,3.0,0.6530000396973301,0.7010001228505238,-1.0,0.04068240797690293,2.5442307776181052
1.2135711848662039,2.1069327513746766e-5,3.6963323199048146,0.03888348968813547,2.1069327513746766e-5,3.0,0.6530000396973301,0.7010001228505239,-1.0,0.0017379823678359417,-0.22683503253256182
0.06005794304126901,2.115152778114199e-5,3.1238661756185313,0.9036996774218092,2.115152778114199e-5,3.0,0.65300003969733,0.7010000959872673,-1.0,0.05448560655603698,2.145878097084021
0.03965308427265096,2.3525860836601904e-5,7.262652930495965,0.9192252839839282,2.3525860836601904e-5,2.0,0.6530000029669943,0.7010005706003162,-1.0,0.014889162120526206,3.4330532851489295
1.2256337119785712,2.3525860836796583e-5,7.262652930495965,0.029739813204488222,2.3525860836796583e-5,2.0,0.6530000029669943,0.7010005706003185,-1.0,0.0004817109667792098,-0.22809049262489853
0.05990259347852067,2.4737745770757168e-5,3.139374345255632,0.9037588728264807,2.4737745770757168e-5,3.0,0.65300003969733,0.7010000609316246,-1.0,0.05419429342822015,2.1519084580866874
0.059709989507182266,2.953295888801213e-5,3.1588225479020084,0.903831449299674,2.953295888801213e-5,3.0,0.65300003969733,0.7010000528198028,-1.0,0.053838085990834235,2.1594192142405015
0.008713155467642017,3.2356283707232023e-5,-5.871686853772515,0.942357735135665,3.2356283707232023e-5,3.0,0.65300003969733,0.7010000523075637,-1.0,0.09798890099954406,16.864559603863768
1.2564769801808868,3.23562837073765e-5,-5.871686853772515,0.0065348666007315126,3.23562837073765e-5,3.0,0.65300003969733,0.7010000523075637,-1.0,0.000679513068667199,-0.2311206079017446
0.05948564383895894,3.549723831793371e-5,3.181790230992137,0.9039148282018747,3.549723831793371e-5,3.0,0.65300003969733,0.7010000523075637,-1.0,0.05342851771864855,2.1682185518575086
1.2508034996538169,0.00011654022194771177,-9.318365280285054,0.010624257788982494,0.00011654022194771177,3.0,0.65300003969733,0.7010329514840756,-1.0,0.0002855853845023982,-0.23096221658508362
0.01416567705197666,0.00011654022194782235,-9.318365280285054,0.9381026247403625,0.00011654022194782235,3.0,0.65300003969733,0.7010329514840792,-1.0,0.025216669635690712,10.205906997936633
0.02637591887782663,0.0001287798831012744,-4.6229912300998475,0.9309699013966116,0.0001287798831012744,2.0,0.653000081026667,0.7017505222875908,-1.0,-6.617733175365479e-6,5.357117425136368
1.241293201862149,0.0001447284106115153,-4.6229912300998475,0.01978193915836997,0.0001447284106115153,2.0,0.653000081026667,0.7012568841292915,-1.0,-1.8741225459407617e-7,-0.22923462502430997
1.2416859706782404,0.00016614977282164886,-59.30896855483042,0.019591201215034333,0.00016614977282164886,4.0,0.6529999951259516,0.7010678290388134,-1.0,2.725908399302241e-6,-0.22910421089657926
0.017187855784548484,0.00018419538728704584,-14.043105948101353,0.9356044693541267,0.00018419538728704584,3.0,0.65300003969733,0.7011065084173541,-1.0,0.009889545920659003,8.333163910244986
1.2474726258055024,0.00018419538728729932,-14.043105948101353,0.012890891838411361,0.00018419538728729932,3.0,0.65300003969733,0.7011065084173548,-1.0,0.0001362595743928243,-0.2309077604247452
