cell,system,instance,noise,n_rows,best_oracle,rank1_err,rank1_s2,rk_err_1,rk_err_10,rk_s2_1,rk_s2_10
daisy_mamil4_9_1em6,daisy_mamil4,9,1em6,100,0.00011944961641219276,0.00011944961641219276,0.00011944961641219276,1,1,1,1
daisy_mamil4_9_1em8,daisy_mamil4,9,1em8,100,4.1711286202783526e-07,4.1711286202783526e-07,4.1711286202783526e-07,1,1,1,1
dc_motor_0_0,dc_motor,0,0,100,2.6252111595681527e-11,2.6252111595681527e-11,1.4961242675803899e-05,1,1,1,1
dc_motor_0_1em2,dc_motor,0,1em2,100,0.015460403442382864,0.10904115146215304,0.015576751708984427,,26,,1
dc_motor_0_1em4,dc_motor,0,1em4,100,8.17184448242414e-05,0.013310335917617655,0.00030747222900395776,3,1,1,1
dc_motor_0_1em6,dc_motor,0,1em6,100,2.044759528940787e-05,2.044759528940787e-05,5.847167968747735e-05,1,1,1,1
dc_motor_0_1em8,dc_motor,0,1em8,100,2.542859041876344e-05,6.10898147750949e-05,0.00017100524902341485,1,1,1,1
dc_motor_1_0,dc_motor,1,0,100,4.339528736352349e-12,4.339528736352349e-12,5.40161132811523e-06,1,1,1,1
dc_motor_1_1em2,dc_motor,1,1em2,100,0.018501914978027334,0.09595366354187962,0.01863733673095702,,1,,1
dc_motor_1_1em4,dc_motor,1,1em4,100,9.99794006347754e-05,0.005261180620782624,0.0003422126770019629,1,1,1,1
dc_motor_1_1em6,dc_motor,1,1em6,100,5.116158492690648e-06,4.515828046702808e-05,1.970672607420898e-05,1,1,1,1
dc_motor_1_1em8,dc_motor,1,1em8,100,3.8080100831505703e-06,3.8080100831505703e-06,4.253387451136348e-06,1,1,1,1
dc_motor_2_0,dc_motor,2,0,100,2.487138273110645e-11,2.487138273110645e-11,1.1093139648421513e-05,1,1,1,1
dc_motor_2_1em2,dc_motor,2,1em2,100,0.022213584899902328,0.04216512302330727,0.02231467437744139,,1,,1
dc_motor_2_1em4,dc_motor,2,1em4,100,0.000219696044921891,0.0025777479671642567,0.0008052520751953285,1,1,1,1
dc_motor_2_1em6,dc_motor,2,1em6,100,3.849792480470349e-05,4.065704345701526e-05,4.065704345701526e-05,1,1,1,1
dc_motor_2_1em8,dc_motor,2,1em8,100,3.467995622175035e-06,2.8308586850378514e-05,0.00010979843139646839,1,1,1,1
dc_motor_3_0,dc_motor,3,0,100,1.608102540018308e-12,1.608102540018308e-12,1.811981201171875e-05,1,1,1,1
dc_motor_3_1em2,dc_motor,3,1em2,100,0.016292572021484375,0.12744209424641617,0.016587257385253906,,12,,1
dc_motor_3_1em4,dc_motor,3,1em4,100,9.441375732421875e-05,0.0015798631037744482,0.00014015960693358753,1,1,1,1
dc_motor_3_1em6,dc_motor,3,1em6,100,1.811981201171875e-05,4.083897758810906e-05,5.626678466796875e-05,1,1,1,1
dc_motor_3_1em8,dc_motor,3,1em8,100,6.537309682475012e-07,6.537309682475012e-07,1.1444091796875e-05,1,1,1,1
dc_motor_4_0,dc_motor,4,0,100,1.1194323246144222e-11,1.1194323246144222e-11,1.197814941411579e-05,1,1,1,1
dc_motor_4_1em2,dc_motor,4,1em2,100,0.03280098952203636,0.11577355807582046,0.050585556030273426,,8,,1
dc_motor_4_1em4,dc_motor,4,1em4,100,0.00012703704833982865,0.0034377116668227736,0.0004995346069335826,1,1,1,1
dc_motor_4_1em6,dc_motor,4,1em6,100,2.4468583937786725e-05,6.759212656048952e-05,0.00023632049560545765,1,1,1,1
dc_motor_4_1em8,dc_motor,4,1em8,100,5.43741877390147e-06,5.43741877390147e-06,1.641082763670365e-05,1,1,1,1
dc_motor_5_0,dc_motor,5,0,100,2.454741965252083e-11,2.454741965252083e-11,1.9531249999982236e-05,1,1,1,1
dc_motor_5_1em2,dc_motor,5,1em2,100,0.021250762939453105,0.0428677779019484,0.02140716552734373,,1,,1
dc_motor_5_1em4,dc_motor,5,1em4,100,0.00027346801757810457,0.0018721656397779896,0.0006167907714843546,1,1,1,1
dc_motor_5_1em6,dc_motor,5,1em6,100,2.021537646734739e-05,9.216314185894747e-05,2.7618408203144984e-05,1,1,1,1
dc_motor_5_1em8,dc_motor,5,1em8,100,4.242609184468282e-06,4.242609184468282e-06,1.8356323242207928e-05,1,1,1,1
dc_motor_6_0,dc_motor,6,0,100,4.916733686854968e-12,4.916733686854968e-12,1.6937255859383882e-05,1,1,1,1
dc_motor_6_1em2,dc_motor,6,1em2,100,0.020282234285614376,0.07508325485220224,0.061650634765625045,,1,,1
dc_motor_6_1em4,dc_motor,6,1em4,100,5.317687988282138e-05,0.0037029292184159734,7.68890380858922e-05,1,1,1,1
dc_motor_6_1em6,dc_motor,6,1em6,100,1.3828208141108966e-05,8.28813044198018e-05,9.895324707032138e-05,1,1,1,1
dc_motor_6_1em8,dc_motor,6,1em8,100,4.235939100594166e-07,4.235939100594166e-07,1.0848999023482797e-05,1,1,1,1
dc_motor_7_0,dc_motor,7,0,100,1.7413182007430805e-11,1.7413182007430805e-11,4.802703857442747e-06,1,1,1,1
dc_motor_7_1em2,dc_motor,7,1em2,100,0.011978012084960965,0.09712934673591045,0.01198945617675784,,1,,1
dc_motor_7_1em4,dc_motor,7,1em4,100,2.8644561767598997e-05,0.0052269146890987495,0.00019490814208988905,1,1,1,1
dc_motor_7_1em6,dc_motor,7,1em6,100,5.246280455839525e-06,5.246280455839525e-06,3.278350830082655e-05,1,1,1,1
dc_motor_7_1em8,dc_motor,7,1em8,100,4.0612197428346875e-06,4.0612197428346875e-06,5.756378173848997e-06,1,1,1,1
dc_motor_8_0,dc_motor,8,0,100,4.9489634612598365e-11,4.9489634612598365e-11,6.973266601595363e-06,1,1,1,1
dc_motor_8_1em2,dc_motor,8,1em2,100,0.05798153686523433,0.40587979058776913,0.05800156402587886,,58,,1
dc_motor_8_1em4,dc_motor,8,1em4,100,0.0002266769409179359,0.02150908585010891,0.0003242950439452663,46,1,1,1
dc_motor_8_1em6,dc_motor,8,1em6,100,4.6684265136764935e-05,0.0005373827393888586,6.575775146488994e-05,1,1,1,1
dc_motor_8_1em8,dc_motor,8,1em8,100,6.238519280887811e-07,6.238519280887811e-07,6.721496581985065e-06,1,1,1,1
dc_motor_9_0,dc_motor,9,0,100,2.1268542482744124e-12,2.1268542482744124e-12,1.240539550784181e-05,1,1,1,1
dc_motor_9_1em2,dc_motor,9,1em2,100,0.028321072798208946,0.06803796662555528,0.0317910842895508,,1,,1
dc_motor_9_1em4,dc_motor,9,1em4,100,1.143646240231444e-05,0.0035194553677345697,0.00010203552246090819,1,1,1,1
dc_motor_9_1em6,dc_motor,9,1em6,100,2.8344591024520582e-05,4.570740738663037e-05,0.00020981597900393556,1,1,1,1
dc_motor_9_1em8,dc_motor,9,1em8,100,7.879764514773235e-06,1.3551075090822984e-05,1.431274414065431e-05,1,1,1,1
fitzhugh_nagumo_0_0,fitzhugh_nagumo,0,0,100,2.2017943024366105e-10,2.2017943024366105e-10,2.2017943024366105e-10,1,1,1,1
fitzhugh_nagumo_0_1em2,fitzhugh_nagumo,0,1em2,100,3.38321049166117,4.264030091038659,4.264030091038659,,,,
fitzhugh_nagumo_0_1em4,fitzhugh_nagumo,0,1em4,100,0.004109400828444465,0.09052429969396873,0.004109400828444465,17,1,1,1
fitzhugh_nagumo_0_1em6,fitzhugh_nagumo,0,1em6,100,0.0001250505761780374,0.0001250505761780374,0.0001250505761780374,1,1,1,1
fitzhugh_nagumo_0_1em8,fitzhugh_nagumo,0,1em8,100,7.330192657029055e-07,7.330192657029055e-07,7.330192657029055e-07,1,1,1,1
fitzhugh_nagumo_1_0,fitzhugh_nagumo,1,0,100,2.673639087902302e-12,2.673639087902302e-12,2.673639087902302e-12,1,1,1,1
fitzhugh_nagumo_1_1em2,fitzhugh_nagumo,1,1em2,100,0.3562568476705763,0.3562568476705763,0.3562568476705763,,,,
fitzhugh_nagumo_1_1em4,fitzhugh_nagumo,1,1em4,100,0.0019233586716235207,0.43259023024267296,0.0019233586716235207,10,5,1,1
fitzhugh_nagumo_1_1em6,fitzhugh_nagumo,1,1em6,100,0.0002895568059626541,0.0002895568059626541,0.0002895568059626541,1,1,1,1
fitzhugh_nagumo_1_1em8,fitzhugh_nagumo,1,1em8,100,1.6967894138630868e-06,1.6967894138630868e-06,1.6967894138630868e-06,1,1,1,1
fitzhugh_nagumo_2_0,fitzhugh_nagumo,2,0,100,1.6141543657255397e-10,1.6141543657255397e-10,1.6141543657255397e-10,1,1,1,1
fitzhugh_nagumo_2_1em2,fitzhugh_nagumo,2,1em2,100,0.20651303611895475,13.621730480999231,0.3216304784856413,,,,
fitzhugh_nagumo_2_1em4,fitzhugh_nagumo,2,1em4,100,0.009163517199259785,0.017491337813516306,0.009163517199259785,9,1,1,1
fitzhugh_nagumo_2_1em6,fitzhugh_nagumo,2,1em6,100,7.199291389481388e-05,7.199291389481388e-05,7.199291389481388e-05,1,1,1,1
fitzhugh_nagumo_2_1em8,fitzhugh_nagumo,2,1em8,100,1.3400952594277982e-06,1.3400952594277982e-06,1.3400952594277982e-06,1,1,1,1
fitzhugh_nagumo_3_0,fitzhugh_nagumo,3,0,100,9.533972611386332e-09,9.533972611386332e-09,9.533972611386332e-09,1,1,1,1
fitzhugh_nagumo_3_1em2,fitzhugh_nagumo,3,1em2,100,0.3481177520493962,2.611007668501514,2.611007668501514,,,,
fitzhugh_nagumo_3_1em4,fitzhugh_nagumo,3,1em4,100,0.013633870063940567,0.709928877284918,0.013633870063940567,,9,,1
fitzhugh_nagumo_3_1em6,fitzhugh_nagumo,3,1em6,100,2.657237902381482e-05,2.657237902381482e-05,2.657237902381482e-05,1,1,1,1
fitzhugh_nagumo_3_1em8,fitzhugh_nagumo,3,1em8,100,1.6779846253589525e-06,1.6779846253589525e-06,1.6779846253589525e-06,1,1,1,1
fitzhugh_nagumo_4_0,fitzhugh_nagumo,4,0,100,9.070450612824743e-09,9.070450612824743e-09,9.070450612824743e-09,1,1,1,1
fitzhugh_nagumo_4_1em2,fitzhugh_nagumo,4,1em2,100,0.14708568286020407,2.0201742373561156,2.0201742373561156,,,,
fitzhugh_nagumo_4_1em4,fitzhugh_nagumo,4,1em4,100,0.05205533214657604,0.10329748409568415,0.20936460932972983,,2,,3
fitzhugh_nagumo_4_1em6,fitzhugh_nagumo,4,1em6,100,0.0004983460820325303,0.005663573033768521,0.005663573033768521,1,1,1,1
fitzhugh_nagumo_4_1em8,fitzhugh_nagumo,4,1em8,100,5.2668400623234746e-05,5.2668400623234746e-05,5.2668400623234746e-05,1,1,1,1
fitzhugh_nagumo_5_0,fitzhugh_nagumo,5,0,100,8.921349214929819e-10,8.921349214929819e-10,8.921349214929819e-10,1,1,1,1
fitzhugh_nagumo_5_1em2,fitzhugh_nagumo,5,1em2,100,0.8887512804966894,22.568685466269244,2.8117734037412916,,,,
fitzhugh_nagumo_5_1em4,fitzhugh_nagumo,5,1em4,100,0.008735153162121478,0.29747497067512857,0.008735153162121478,16,2,1,1
fitzhugh_nagumo_5_1em6,fitzhugh_nagumo,5,1em6,100,0.00035164082910532635,0.00035164082910532635,0.00035164082910532635,1,1,1,1
fitzhugh_nagumo_5_1em8,fitzhugh_nagumo,5,1em8,100,3.8345073519741035e-06,3.8345073519741035e-06,3.8345073519741035e-06,1,1,1,1
fitzhugh_nagumo_6_0,fitzhugh_nagumo,6,0,100,2.3901103318735295e-11,2.3901103318735295e-11,2.3901103318735295e-11,1,1,1,1
fitzhugh_nagumo_6_1em2,fitzhugh_nagumo,6,1em2,100,0.3415673827664822,4.114312578927254,0.4215879094253124,,,,
fitzhugh_nagumo_6_1em4,fitzhugh_nagumo,6,1em4,100,0.011067083121443888,0.05474169468263529,0.011067083121443888,,1,,1
fitzhugh_nagumo_6_1em6,fitzhugh_nagumo,6,1em6,100,0.00020912326712363427,0.00020912326712363427,0.00020912326712363427,1,1,1,1
fitzhugh_nagumo_6_1em8,fitzhugh_nagumo,6,1em8,100,1.9725526884117883e-06,1.9725526884117883e-06,1.9725526884117883e-06,1,1,1,1
fitzhugh_nagumo_7_0,fitzhugh_nagumo,7,0,100,1.7831059961892493e-09,1.7831059961892493e-09,1.7831059961892493e-09,1,1,1,1
fitzhugh_nagumo_7_1em2,fitzhugh_nagumo,7,1em2,100,1.1997039156990965,2.275698746998676,2.7931481494814037,,,,
fitzhugh_nagumo_7_1em4,fitzhugh_nagumo,7,1em4,100,0.04582807848070647,0.5225090226898446,0.04582807848070647,,5,,1
fitzhugh_nagumo_7_1em6,fitzhugh_nagumo,7,1em6,100,0.0008542807657520024,0.0008542807657520024,0.0008542807657520024,1,1,1,1
fitzhugh_nagumo_7_1em8,fitzhugh_nagumo,7,1em8,100,1.1060026930742595e-05,1.1060026930742595e-05,1.1060026930742595e-05,1,1,1,1
fitzhugh_nagumo_8_0,fitzhugh_nagumo,8,0,100,4.0349862895361355e-09,4.0349862895361355e-09,4.0349862895361355e-09,1,1,1,1
fitzhugh_nagumo_8_1em2,fitzhugh_nagumo,8,1em2,100,0.17283597686683483,0.17628251045351478,0.17628251045351478,,,,
fitzhugh_nagumo_8_1em4,fitzhugh_nagumo,8,1em4,100,0.012391001130611867,0.01721349295768626,0.012391001130611867,,1,,1
fitzhugh_nagumo_8_1em6,fitzhugh_nagumo,8,1em6,100,2.441441309386505e-05,2.441441309386505e-05,2.441441309386505e-05,1,1,1,1
fitzhugh_nagumo_8_1em8,fitzhugh_nagumo,8,1em8,100,5.2711977227559714e-08,5.2711977227559714e-08,5.2711977227559714e-08,1,1,1,1
fitzhugh_nagumo_9_0,fitzhugh_nagumo,9,0,100,1.0828532515105849e-09,1.0828532515105849e-09,1.0828532515105849e-09,1,1,1,1
fitzhugh_nagumo_9_1em2,fitzhugh_nagumo,9,1em2,100,1.6607585931561037,63.80758426562972,4.669604918386029,,,,
fitzhugh_nagumo_9_1em4,fitzhugh_nagumo,9,1em4,100,0.007342901232185839,0.2820630104709084,0.007342901232185839,11,11,1,1
fitzhugh_nagumo_9_1em6,fitzhugh_nagumo,9,1em6,100,0.00015401052847219265,0.00015401052847219265,0.00015401052847219265,1,1,1,1
fitzhugh_nagumo_9_1em8,fitzhugh_nagumo,9,1em8,100,2.016538250493305e-06,2.016538250493305e-06,2.016538250493305e-06,1,1,1,1
flexible_arm_0_0,flexible_arm,0,0,100,1.9679258222993212e-12,1.9679258222993212e-12,1.9679258222993212e-12,1,1,1,1
flexible_arm_0_1em2,flexible_arm,0,1em2,100,0.8769797296379072,3.2408320969135582,3.437443664576173,,,,
flexible_arm_0_1em4,flexible_arm,0,1em4,100,0.06662531792873871,0.8107886638815962,0.06662531792873871,,21,,1
flexible_arm_0_1em6,flexible_arm,0,1em6,100,0.0011562375800169278,0.0011562375800169278,0.0011562375800169278,1,1,1,1
flexible_arm_0_1em8,flexible_arm,0,1em8,100,2.1505448619674183e-06,2.1505448619674183e-06,2.1505448619674183e-06,1,1,1,1
flexible_arm_1_0,flexible_arm,1,0,100,4.656275365277907e-13,4.656275365277907e-13,4.656275365277907e-13,1,1,1,1
flexible_arm_1_1em2,flexible_arm,1,1em2,100,0.48494160533776354,1.4754813241299998,0.7164237436599374,,,,
flexible_arm_1_1em4,flexible_arm,1,1em4,100,0.009051885896463607,1.1945558655460808,0.009051885896463607,32,32,1,1
flexible_arm_1_1em6,flexible_arm,1,1em6,100,0.00014360584398220855,0.00014360584398220855,0.00014360584398220855,1,1,1,1
flexible_arm_1_1em8,flexible_arm,1,1em8,100,5.94875277815099e-07,5.94875277815099e-07,5.94875277815099e-07,1,1,1,1
flexible_arm_2_0,flexible_arm,2,0,100,1.1864953464169048e-12,1.1864953464169048e-12,1.1864953464169048e-12,1,1,1,1
flexible_arm_2_1em2,flexible_arm,2,1em2,100,0.4604138978446547,1.1771178580681294,0.8625081663825372,,,,
flexible_arm_2_1em4,flexible_arm,2,1em4,100,0.002317478408126017,0.52052263215182,0.002317478408126017,27,27,1,1
flexible_arm_2_1em6,flexible_arm,2,1em6,100,0.00014330539665852182,0.00014330539665852182,0.00014330539665852182,1,1,1,1
flexible_arm_2_1em8,flexible_arm,2,1em8,100,5.447565317728831e-07,5.447565317728831e-07,5.447565317728831e-07,1,1,1,1
flexible_arm_3_0,flexible_arm,3,0,100,3.9879211044535623e-13,3.9879211044535623e-13,3.9879211044535623e-13,1,1,1,1
flexible_arm_3_1em2,flexible_arm,3,1em2,100,0.4765176531966716,0.6764423361102695,0.617723131657168,,,,
flexible_arm_3_1em4,flexible_arm,3,1em4,100,0.002022005715971331,0.06656288038105612,0.002022005715971331,10,1,1,1
flexible_arm_3_1em6,flexible_arm,3,1em6,100,4.742722285377976e-05,4.742722285377976e-05,4.742722285377976e-05,1,1,1,1
flexible_arm_3_1em8,flexible_arm,3,1em8,100,9.820094939438917e-07,9.820094939438917e-07,9.820094939438917e-07,1,1,1,1
flexible_arm_4_0,flexible_arm,4,0,100,4.830580380144056e-13,4.830580380144056e-13,4.830580380144056e-13,1,1,1,1
flexible_arm_4_1em2,flexible_arm,4,1em2,100,0.28298999999999996,0.7383209839799462,0.3533957353965169,,,,
flexible_arm_4_1em4,flexible_arm,4,1em4,100,0.007304096023798001,0.42361717724553277,0.007304096023798001,7,6,1,1
flexible_arm_4_1em6,flexible_arm,4,1em6,100,7.921945856220747e-05,7.921945856220747e-05,7.921945856220747e-05,1,1,1,1
flexible_arm_4_1em8,flexible_arm,4,1em8,100,1.6578269673717116e-07,1.6578269673717116e-07,1.6578269673717116e-07,1,1,1,1
flexible_arm_5_0,flexible_arm,5,0,100,1.4770407119613083e-12,1.4770407119613083e-12,1.4770407119613083e-12,1,1,1,1
flexible_arm_5_1em2,flexible_arm,5,1em2,100,1.2460836573114338,4.395924370794678,2.8322640124640155,,,,
flexible_arm_5_1em4,flexible_arm,5,1em4,100,0.025795309867896354,0.1354642830443349,0.025795309867896354,,18,,1
flexible_arm_5_1em6,flexible_arm,5,1em6,100,0.0003112838843323251,0.0003112838843323251,0.0003112838843323251,1,1,1,1
flexible_arm_5_1em8,flexible_arm,5,1em8,100,2.4928321727957226e-06,2.4928321727957226e-06,2.4928321727957226e-06,1,1,1,1
flexible_arm_6_0,flexible_arm,6,0,100,6.59916565837193e-13,6.59916565837193e-13,6.59916565837193e-13,1,1,1,1
flexible_arm_6_1em2,flexible_arm,6,1em2,100,0.7140257404909288,1.3035250912601675,1.7291893300537913,,,,
flexible_arm_6_1em4,flexible_arm,6,1em4,100,0.0044598644088325035,0.06602288744440588,0.0044598644088325035,18,1,1,1
flexible_arm_6_1em6,flexible_arm,6,1em6,100,4.2618778028691295e-05,4.2618778028691295e-05,4.2618778028691295e-05,1,1,1,1
flexible_arm_6_1em8,flexible_arm,6,1em8,100,4.810740796834523e-07,4.810740796834523e-07,4.810740796834523e-07,1,1,1,1
flexible_arm_7_0,flexible_arm,7,0,100,3.219247091124089e-11,3.219247091124089e-11,3.219247091124089e-11,1,1,1,1
flexible_arm_7_1em2,flexible_arm,7,1em2,100,0.7452723045193695,0.8514534163406337,0.7452723045193695,,,,
flexible_arm_7_1em4,flexible_arm,7,1em4,100,0.019551983386597027,1.7051262611704536,0.019551983386597027,,32,,1
flexible_arm_7_1em6,flexible_arm,7,1em6,100,0.0001310901698718947,0.0001310901698718947,0.0001310901698718947,1,1,1,1
flexible_arm_7_1em8,flexible_arm,7,1em8,100,8.107439927185212e-07,8.107439927185212e-07,8.107439927185212e-07,1,1,1,1
flexible_arm_8_0,flexible_arm,8,0,100,2.0373702724896248e-12,2.0373702724896248e-12,2.0373702724896248e-12,1,1,1,1
flexible_arm_8_1em2,flexible_arm,8,1em2,100,0.7749158374126269,5.596543252324787,0.9023163421326146,,,,
flexible_arm_8_1em4,flexible_arm,8,1em4,100,0.03763102232970422,0.77800701739278,0.03763102232970422,,25,,1
flexible_arm_8_1em6,flexible_arm,8,1em6,100,0.0003751622995237791,0.0003751622995237791,0.0003751622995237791,1,1,1,1
flexible_arm_8_1em8,flexible_arm,8,1em8,100,3.2695094531187685e-06,3.2695094531187685e-06,3.2695094531187685e-06,1,1,1,1
flexible_arm_9_0,flexible_arm,9,0,100,1.1624035067825389e-12,1.1624035067825389e-12,1.1624035067825389e-12,1,1,1,1
flexible_arm_9_1em2,flexible_arm,9,1em2,100,0.6779485351744033,1.4395832667731412,1.29766299613072,,,,
flexible_arm_9_1em4,flexible_arm,9,1em4,100,0.019895409138411868,0.4876422871693734,0.019895409138411868,,25,,1
flexible_arm_9_1em6,flexible_arm,9,1em6,100,5.9998175602204995e-05,5.9998175602204995e-05,5.9998175602204995e-05,1,1,1,1
flexible_arm_9_1em8,flexible_arm,9,1em8,100,1.962690099333031e-06,1.962690099333031e-06,1.962690099333031e-06,1,1,1,1
forced_lotka_volterra_0_0,forced_lotka_volterra,0,0,100,7.502794718838857e-09,7.502794718838857e-09,7.502794718838857e-09,1,1,1,1
forced_lotka_volterra_0_1em2,forced_lotka_volterra,0,1em2,100,0.0005443801879883026,0.09644792427574578,0.000561119079589889,57,1,1,1
forced_lotka_volterra_0_1em4,forced_lotka_volterra,0,1em4,100,2.7488708496115066e-05,2.7488708496115066e-05,2.7488708496115066e-05,1,1,1,1
forced_lotka_volterra_0_1em6,forced_lotka_volterra,0,1em6,100,6.42547607422328e-05,9.251763207407393e-05,6.42547607422328e-05,1,1,1,1
forced_lotka_volterra_0_1em8,forced_lotka_volterra,0,1em8,100,2.3374869168035772e-06,2.3374869168035772e-06,1.4137268066427566e-05,1,1,1,1
forced_lotka_volterra_1_0,forced_lotka_volterra,1,0,100,1.73976499873163e-10,1.73976499873163e-10,8.972167968746003e-05,1,1,1,1
forced_lotka_volterra_1_1em2,forced_lotka_volterra,1,1em2,100,0.00018875122070316497,3.362352235136085,0.00173004150390621,84,84,1,1
forced_lotka_volterra_1_1em4,forced_lotka_volterra,1,1em4,100,0.00011260986328121003,0.00103576660156246,0.00103576660156246,1,1,1,1
forced_lotka_volterra_1_1em6,forced_lotka_volterra,1,1em6,100,0.00058929443359379,0.011114031852557438,0.00058929443359379,7,1,1,1
forced_lotka_volterra_1_1em8,forced_lotka_volterra,1,1em8,100,3.584510325693735e-05,3.584510325693735e-05,0.00032608032226566497,1,1,1,1
forced_lotka_volterra_2_0,forced_lotka_volterra,2,0,100,8.231998416263764e-11,8.231998416263764e-11,0.00013513183593749645,1,1,1,1
forced_lotka_volterra_2_1em2,forced_lotka_volterra,2,1em2,100,0.0031258544921874964,0.7706645117896812,0.0031258544921874964,58,58,1,1
forced_lotka_volterra_2_1em4,forced_lotka_volterra,2,1em4,100,0.0013983764648437536,0.003070564168631662,0.0013983764648437536,1,1,1,1
forced_lotka_volterra_2_1em6,forced_lotka_volterra,2,1em6,100,0.00010132378754612592,0.00010132378754612592,0.00027246093749999645,1,1,1,1
forced_lotka_volterra_2_1em8,forced_lotka_volterra,2,1em8,100,1.0374096904519625e-05,1.0374096904519625e-05,6.323242187500355e-05,1,1,1,1
forced_lotka_volterra_3_0,forced_lotka_volterra,3,0,100,1.6329948504534286e-09,1.6329948504534286e-09,0.000265686035156254,1,1,1,1
forced_lotka_volterra_3_1em2,forced_lotka_volterra,3,1em2,100,0.001890747070312504,0.4754649614500926,0.002943603515625004,50,50,1,1
forced_lotka_volterra_3_1em4,forced_lotka_volterra,3,1em4,100,9.4024658203129e-05,0.0590916785567539,0.0004119873046875,3,1,1,1
forced_lotka_volterra_3_1em6,forced_lotka_volterra,3,1em6,100,0.000637054443359375,0.009857926378631254,0.000743865966796875,1,1,1,1
forced_lotka_volterra_3_1em8,forced_lotka_volterra,3,1em8,100,6.140729440434756e-05,6.140729440434756e-05,0.000509826660156254,1,1,1,1
forced_lotka_volterra_4_0,forced_lotka_volterra,4,0,100,5.966446781080492e-10,5.966446781080492e-10,3.308105468746714e-05,1,1,1,1
forced_lotka_volterra_4_1em2,forced_lotka_volterra,4,1em2,100,0.0019282226562499782,0.21625189136392542,0.0029622192382812718,38,38,1,1
forced_lotka_volterra_4_1em4,forced_lotka_volterra,4,1em4,100,3.231811523435324e-05,3.231811523435324e-05,3.231811523435324e-05,1,1,1,1
forced_lotka_volterra_4_1em6,forced_lotka_volterra,4,1em6,100,0.00019824218749997513,0.0002710080886929589,0.00019824218749997513,1,1,1,1
forced_lotka_volterra_4_1em8,forced_lotka_volterra,4,1em8,100,1.79957607773229e-05,1.79957607773229e-05,9.741210937497247e-05,1,1,1,1
forced_lotka_volterra_5_0,forced_lotka_volterra,5,0,100,0.0006811676025391122,0.0006883239746093839,0.0006883239746093839,1,1,1,1
forced_lotka_volterra_5_1em2,forced_lotka_volterra,5,1em2,100,0.0005738830566406339,1.1914606446686622,0.0008733215332030753,56,56,1,1
forced_lotka_volterra_5_1em4,forced_lotka_volterra,5,1em4,100,0.00015235900878907138,0.0003774261474609464,0.0003774261474609464,1,1,1,1
forced_lotka_volterra_5_1em6,forced_lotka_volterra,5,1em6,100,0.00016952514648438388,0.00016952514648438388,0.00016952514648438388,1,1,1,1
forced_lotka_volterra_5_1em8,forced_lotka_volterra,5,1em8,100,0.0003068542480468839,0.0008356628417969247,0.0008356628417969247,1,1,1,1
forced_lotka_volterra_6_0,forced_lotka_volterra,6,0,100,9.063720703084144e-06,9.063720703084144e-06,9.063720703084144e-06,1,1,1,1
forced_lotka_volterra_6_1em2,forced_lotka_volterra,6,1em2,100,0.002215381622314494,0.4758641093262899,0.0026373825073242596,91,91,1,1
forced_lotka_volterra_6_1em4,forced_lotka_volterra,6,1em4,100,5.6985855102498206e-05,0.00019932174682613102,0.00019932174682613102,1,1,1,1
forced_lotka_volterra_6_1em6,forced_lotka_volterra,6,1em6,100,2.6130676269442432e-06,1.3593673706013831e-05,1.3593673706013831e-05,1,1,1,1
forced_lotka_volterra_6_1em8,forced_lotka_volterra,6,1em8,100,6.202697753865394e-06,6.413841247554508e-05,6.413841247554508e-05,1,1,1,1
forced_lotka_volterra_7_0,forced_lotka_volterra,7,0,100,1.5568807354426895e-09,1.5568807354426895e-09,1.5568807354426895e-09,1,1,1,1
forced_lotka_volterra_7_1em2,forced_lotka_volterra,7,1em2,100,0.03254956054687502,65.0219463940285,0.03254956054687502,,57,,1
forced_lotka_volterra_7_1em4,forced_lotka_volterra,7,1em4,100,0.018808447687945873,0.10319576322273336,0.347124755859375,,5,,8
forced_lotka_volterra_7_1em6,forced_lotka_volterra,7,1em6,100,0.0006672235774972113,0.0006672235774972113,0.0006672235774972113,1,1,1,1
forced_lotka_volterra_7_1em8,forced_lotka_volterra,7,1em8,100,0.0007918558588847491,0.001907782983987527,0.001907782983987527,1,1,1,1
forced_lotka_volterra_8_0,forced_lotka_volterra,8,0,100,4.76154743411783e-09,4.76154743411783e-09,4.321289062497735e-05,1,1,1,1
forced_lotka_volterra_8_1em2,forced_lotka_volterra,8,1em2,100,0.000262786865234399,0.3808756601363168,0.000262786865234399,57,57,1,1
forced_lotka_volterra_8_1em4,forced_lotka_volterra,8,1em4,100,0.0014882202148437385,0.013833848818629146,0.0014882202148437385,3,1,1,1
forced_lotka_volterra_8_1em6,forced_lotka_volterra,8,1em6,100,0.000621093749999968,0.0010320817242893132,0.000621093749999968,1,1,1,1
forced_lotka_volterra_8_1em8,forced_lotka_volterra,8,1em8,100,3.475952148435102e-05,5.610345097400993e-05,3.475952148435102e-05,1,1,1,1
forced_lotka_volterra_9_0,forced_lotka_volterra,9,0,100,1.0217096613196475e-10,1.0217096613196475e-10,8.593749999996625e-05,1,1,1,1
forced_lotka_volterra_9_1em2,forced_lotka_volterra,9,1em2,100,0.0007768249511719283,0.032934986388881815,0.0007768249511719283,78,1,1,1
forced_lotka_volterra_9_1em4,forced_lotka_volterra,9,1em4,100,0.00013992309570309835,0.00015670776367182615,0.00015670776367182615,1,1,1,1
