idx,basin,cond_J,sigma_max,sigma_min,oracle,err,theta_k1,theta_k2,theta_xA(t),theta_xB(t),theta_xC(t),theta_eA(t),theta_eC(t),theta_eB(t),vmin_k1,vmin_k2,vmin_xA(t),vmin_xB(t),vmin_xC(t),vmin_eA(t),vmin_eC(t),vmin_eB(t)
67,mirror,10040.781183218382,125.11312020170068,0.012460496640521157,5.285235878051089,4.5953203568339925e-06,1.7589331150900367,0.05331929488457719,-10.185346449365746,5.626235878051089,0.3574735528928615,0.11800026787614518,0.56299749087039,0.1452991650547228,0.01113933143131383,-0.003546144830377352,-0.8913531174191377,0.45314513206730456,-0.00121514320914911,-1.2194792285003079e-05,-5.775503437594178e-05,-0.0033120153410634073
68,mirror,11076.86926856465,132.45564131971372,0.011957859040154352,5.582481982702686,4.659100134185131e-06,1.7507124829072407,0.05050396296875369,-10.776785254639048,5.923481982702686,0.3578048340072749,0.11800026787614518,0.56299749087039,0.14291303875124206,0.010372203939813286,-0.0031933618505028297,-0.8915549612363992,0.45277131974909657,-0.001150313926982794,-1.194966305042601e-05,-5.4797051766165204e-05,-0.0029625268444341464
69,truth,112.92061162773454,57.99570061013005,0.5135971172501661,0.0029920740624923836,4.659100134202793e-06,0.10100792593750761,0.8753562414536205,0.42028912077020486,0.34175721898516254,0.3578048340072766,0.11800026787614518,0.56299749087039,0.7656488881920692,0.05488381382640005,-0.8035444349647932,-0.5717279123237783,-0.014796245941328057,0.06185114969960559,0.00015885399801436606,0.0012158068722445958,-0.142777117399156
70,truth,112.43394759588006,57.97957344928736,0.5156767567895296,0.004488846460405246,4.943687501066295e-06,0.10848884646040524,0.8729493483976097,0.40636647622453714,0.3414398829782046,0.35810230140994653,0.11799994791006749,0.5629972250100174,0.7684602061139213,0.06691830773594082,-0.8027009611070431,-0.5705306492066541,-0.013711032684796565,0.061600685884287465,0.00013734380163132193,0.0011897006750189454,-0.14732214454624984
71,mirror,9815.082401439346,122.65125646745123,0.01249620242102755,5.1537532965346475,4.943687501111722e-06,1.7458986967952195,0.05424442323020267,-9.931304407596539,5.494753296534648,0.3581023014099496,0.1179999479100675,0.5629972250100174,0.1460243024395876,0.010648778999627986,-0.0037254453511870204,-0.8913560700349654,0.45314865173607927,-0.0011943856135555994,-1.1980299633254396e-05,-5.853247277530835e-05,-0.003456917380509134
72,mirror,10886.582975698131,130.91867204340406,0.012025690001688391,5.517208854925139,5.157557833850094e-06,1.750803675818751,0.05101025918716059,-10.648934480876044,5.858208854925139,0.3579679848978196,0.1179999479100675,0.5629972250100174,0.14338712822828104,0.010445099683641362,-0.0032639524784219037,-0.8915267696238574,0.452824167307925,-0.0011572299816791738,-1.1933888102336703e-05,-5.5244500005276334e-05,-0.0030326023722146056
73,truth,112.85692210099485,57.99103583505736,0.513845626439835,0.001979481625678625,5.15755783386318e-06,0.10202051837432137,0.8754018379093754,0.41799363603378453,0.3413618056547753,0.35796798489781795,0.1179999479100675,0.5629972250100174,0.7672642161667091,0.05687084377872683,-0.8035457703569117,-0.5714002704956139,-0.014807725120204174,0.06178276398141769,0.00015560752169169884,0.001211809549227394,-0.1433309513065818
74,mirror,11041.552823834701,132.0432428307395,0.011958756611271751,5.554477636619991,5.191894753765537e-06,1.7468907736045431,0.05058468188667539,-10.723263786288156,5.895477636619991,0.3581665975836745,0.11800026787614516,0.56299749087039,0.14304129558924625,0.01028146091269981,-0.003218587824338174,-0.8915560452990391,0.4527709238477024,-0.0011460996090161438,-1.1897186273971316e-05,-5.484272878231728e-05,-0.002987334793972144
75,truth,112.86935945701939,57.99170724601625,0.5137949530766981,0.0028306362266492385,5.191894753790964e-06,0.10116936377335076,0.8734453868022715,0.41828868105508227,0.34143046070715,0.3581665975836724,0.11800026787614516,0.56299749087039,0.7653686149559122,0.05534726622552495,-0.8027534273636737,-0.5726854974143881,-0.01446374433593356,0.06176845045636015,0.00015845723875956147,0.0012183759542181982,-0.1432790462971249
76,mirror,11081.242948167297,132.3377349223435,0.011942499189067103,5.569165365734793,5.307552214653814e-06,1.7475684618570961,0.050493493057447845,-10.752063879441476,5.910165365734793,0.3580878467514125,0.11800026787614518,0.56299749087039,0.14295513773443608,0.01027596422978474,-0.0032040090488913054,-0.8915619921755205,0.45275953852900186,-0.0011449612827067494,-1.1897238491915423e-05,-5.474224639631645e-05,-0.0029730774608290322
77,truth,112.87461996586636,57.992411241136125,0.5137772446868323,0.0030130138851043597,5.307552214661207e-06,0.10098698611489564,0.873784230928548,0.4187497133670826,0.3415315627131125,0.3580878467514106,0.11800026787614518,0.56299749087039,0.7653273763817878,0.0550501367988468,-0.8028616805357379,-0.5726056351913612,-0.014541821282540557,0.06179255910986925,0.00015901529112151425,0.0012189179896350266,-0.14308771763631126
78,mirror,11259.082027998194,133.69710699704524,0.011874601025605627,5.624323348588563,5.441824779018661e-06,1.746703035431636,0.05002886721833943,-10.86065812512055,5.965323348588563,0.35805449273228057,0.11800026787614525,0.5629974908703901,0.14257073541991697,0.01019130815075756,-0.0031437026961951492,-0.8915887658947461,0.45270953851874973,-0.0011376137296822688,-1.1888869985096068e-05,-5.4285746580785745e-05,-0.002916056013398675
79,truth,112.89611813858214,57.995503446478644,0.5137067988049692,0.003942265563320446,5.441824779057637e-06,0.10005773443667955,0.8733515177158184,0.42043330558543557,0.34171620895734917,0.35805449273228085,0.11800026787614525,0.5629974908703901,0.7644212997497534,0.05357056833389325,-0.8024892664531749,-0.5733905788984843,-0.014525727612782258,0.06181961539886993,0.000162284402736447,0.0012246802144251223,-0.14258410738118835
80,truth,113.03761357610006,57.99828505691626,0.5130883714018803,0.0025923820130770436,5.5509318762734016e-06,0.10659238201307704,0.8771260669323769,0.4173343470948666,0.3405842242234113,0.3579995814961714,0.1180002678761452,0.5629974908703903,0.7692846479414164,0.062463675140197204,-0.8054929013451744,-0.5673625511882024,-0.014411875982343503,0.06159991718981617,0.00014108108538882919,0.0011765130527705003,-0.14620381193994086
81,mirror,9981.983247564513,125.02018262751842,0.01252458349477013,5.264190453772715,5.550931876297333e-06,1.7542521338647536,0.05329619100653841,-10.14359260736247,5.605190453772715,0.35799958149617045,0.1180002678761452,0.5629974908703903,0.14516080643586043,0.011163787362126958,-0.003557272332652828,-0.891337560999574,0.4531750114711061,-0.0012189896719359923,-1.2278140669981258e-05,-5.806908891063531e-05,-0.003314745267078758
82,truth,112.77322388058597,57.98576144155873,0.5141802233388225,0.006291689300326975,5.6546928596871875e-06,0.10180315527552096,0.869708310699673,0.4146110577391463,0.3405856490505441,0.3589689723004333,0.11800026787614525,0.5629974908703901,0.765569956777096,0.05693868424410995,-0.8010456699797182,-0.5746748066387661,-0.0138102304789528,0.06156120897145845,0.00015703320927874798,0.0012225381788096845,-0.14439758752504844
83,mirror,10894.744007963054,130.76617959035698,0.012002684918046624,5.478272864041025,5.6546928596926306e-06,1.739416621399346,0.05090157763776049,-10.575767512091163,5.819272864041025,0.35896897230043506,0.11800026787614525,0.5629974908703901,0.14345816470542713,0.01017960629582615,-0.003289503750258516,-0.8915405980855822,0.45280264760661443,-0.001143904601448617,-1.1825130180747681e-05,-5.512999264921514e-05,-0.003060615868527084
84,mirror,10300.974344235468,126.545737486018,0.012284831828246839,5.357259238477261,5.923999599439104e-06,1.759796313373768,0.05282661336051457,-10.328720155100765,5.698259238477261,0.35696728613384565,0.11800026787614522,0.56299749087039,0.14504959055807462,0.010871146671486186,-0.0034742822953862593,-0.8914136097127473,0.45303370415487687,-0.001194067419206129,-1.203005025400768e-05,-5.685120873370205e-05,-0.003249257976331569
85,truth,112.29598580555601,57.993527279363015,0.5164345534112021,0.007457736537692883,5.9239995994467034e-06,0.10565322672102917,0.879898156686884,0.4158493441035035,0.34210747611117825,0.3569672861338395,0.11800026787614522,0.56299749087039,0.7754577365376929,0.06531948941873249,-0.8022668618802112,-0.5724127003676667,-0.015834381447912993,0.06180143494715129,0.0001490201489693782,0.0012144357409299977,-0.14273508689250533
86,truth,113.05673043499216,57.99910936092571,0.513008903917271,0.002921377267895167,6.252594755154309e-06,0.10692137726789516,0.8773243828355671,0.41741299976895824,0.34052494053317967,0.357995840034835,0.1180002678761452,0.5629974908703907,0.7694398931232079,0.06283065111219713,-0.8056858700882372,-0.5669953690210496,-0.014391178470011368,0.06158760681977915,0.00014001127220669707,0.0011735859537560511,-0.14641483289261015
87,mirror,9920.313422836143,124.62122084329624,0.012562226164792682,5.24723391406302,6.2525947551691624e-06,1.754648765671134,0.053460688633947755,-10.109617651950543,5.588233914063021,0.3579958400348348,0.1180002678761452,0.5629974908703907,0.1452857327934045,0.011222022563134953,-0.0035782874597611865,-0.8913232052040219,0.4532014806184433,-0.0012238775587870275,-1.2306348841262666e-05,-5.827628506955003e-05,-0.0033350374326102726
88,mirror,11331.765674823202,133.70329375224708,0.01179898151700292,5.607353524606585,7.613350273102516e-06,1.7393062895946008,0.049928493745424934,-10.831287013334368,5.948353524606585,0.3585696120496489,0.11800026787614525,0.5629974908703901,0.1426053048171768,0.009883773594914916,-0.003158223465083987,-0.89162039217627,0.45265393060050874,-0.0011191574172092205,-1.1722254467394687e-05,-5.399187762505575e-05,-0.002928556906545782
89,truth,112.70401842279672,57.98605357395881,0.5144985457078426,0.006346855202698953,7.613350273136234e-06,0.09985698749085048,0.869653144797301,0.4161829227764671,0.341506649548335,0.3585696120496459,0.11800026787614525,0.5629974908703901,0.7635505522437958,0.05392866504288453,-0.800554117732145,-0.5759660420218061,-0.013976527279087214,0.061722689540818165,0.00016343688604637807,0.0012360146451800835,-0.14304311917663143
90,mirror,11504.384531594,134.99896360503712,0.011734566350272388,5.6713250296015705,7.970133213784769e-06,1.7422545357832706,0.049540734988939995,-10.956593229709771,6.012325029601571,0.3582333471035211,0.11800026787614525,0.5629974908703901,0.14223502978784133,0.00986998778887995,-0.0030966989111858466,-0.8916440138835701,0.45260851884071135,-0.0011151034920283587,-1.173026854392192e-05,-5.357933201254801e-05,-0.0028685381594166872
91,truth,112.739091724474,57.989517103825335,0.5143692060740336,0.004918530022119991,7.970133213819773e-06,0.09908146997788,0.8711272678916353,0.41837781756672043,0.3419190420703414,0.35823334710352184,0.11800026787614525,0.5629974908703901,0.7633212185536812,0.05259901557595769,-0.8010860776219665,-0.5755244882972763,-0.014303174859406187,0.061824177728520224,0.00016580999651177875,0.0012376647004415653,-0.14225903873258627
92,mirror,11495.34132909694,136.114859187112,0.01184087147047812,5.736336832748785,8.426853886347028e-06,1.753993701284285,0.049154343722933286,-11.078738564747223,6.077336832748785,0.3580190308730776,0.11800002993054523,0.5629961960459011,0.1419009990021395,0.010535405072119383,-0.003010281046627771,-0.8915912356917947,0.45269834705659234,-0.001151787340301942,-1.2046806377971381e-05,-5.355161944528217e-05,-0.002808706252892133
93,truth,113.31347040144071,58.00655292952364,0.511912244184396,0.005691312554133368,8.426853886381103e-06,0.09830868744586663,0.8769968506421425,0.4292425733653044,0.3406255146506464,0.3580190308730782,0.11800002993054523,0.5629961960459011,0.7670137596114637,0.05086675623546578,-0.804465639061665,-0.5711533967666336,-0.015376683355894483,0.06178381947484457,0.00016681523785094798,0.0012171656645310613,-0.1413372349440126
94,mirror,11151.05725389927,132.2674282793299,0.011861424909559944,5.573841650036331,8.610471576066768e-06,1.7482870969419793,0.05050506016779177,-10.76412816100743,5.914841650036331,0.35798244980092514,0.11799998916254831,0.5629967197812549,0.14302632949846247,0.01011630653470479,-0.00320895693240997,-0.8915898106578771,0.4527083264271407,-0.0011327769398378762,-1.1752620033049187e-05,-5.4444910067359806e-05,-0.0029761327461418773
95,truth,112.66801238295773,57.9837382662095,0.5146424174869013,0.0029898796644160786,8.610471576086409e-06,0.10101012033558392,0.8741435484709895,0.41564891912180607,0.3417395620439772,0.35798244980092647,0.11799998916254831,0.5629967197812549,0.7666838853765506,0.056044826135194084,-0.8024592272224081,-0.5731560026846355,-0.014817066082027375,0.061838030271236244,0.0001590603247664385,0.0012248992992784369,-0.14270721629292554
96,truth,111.93432002813198,57.996951525721634,0.5181337726547631,0.008792179265293854,8.697910728051518e-06,0.10192412882231382,0.8847921792652939,0.42278746526987904,0.3484014449197152,0.35304131633095065,0.11799972917643368,0.5629977649428108,0.7658697482354748,0.05741613967276096,-0.8023795247499677,-0.5740697594010268,-0.01658750908667994,0.06275516860421948,0.0001634696383684131,0.001244715957524789,-0.13827314932393492
97,mirror,11253.730134014137,133.51226274510643,0.011863823030691728,5.707869433990076,8.697911321539657e-06,1.769584358530588,0.05096206441115691,-11.012488681479718,6.048869433990077,0.35304131633096053,0.11799972917643368,0.5629977649428108,0.14286084419401032,0.01025134133620983,-0.0031581940263461263,-0.8915908265765331,0.4527041388086776,-0.0011431587402117047,-1.2004870318686628e-05,-5.4864332903750636e-05,-0.0028959480747471
98,truth,113.134446827946,58.00214327725266,0.5126833153253657,0.004305318189936874,9.048782098804267e-06,0.10830531818993687,0.8780454503355137,0.4176343281273442,0.3402321020712203,0.3580074789011685,0.11800026787614513,0.56299749087039,0.7701201825405474,0.06438448898020589,-0.8064650857225059,-0.5654782277923902,-0.014286026330548596,0.061528055991358466,0.0001354981367537103,0.0011612636658167586,-0.14734964494930936
99,mirror,9666.671876403103,122.9546781239908,0.012719442606108333,5.1756127439433275,9.048782098830335e-06,1.7560909006710277,0.05415265909496827,-9.966309971531771,5.516612743943328,0.35800747890117063,0.11800026787614513,0.56299749087039,0.14581823056925589,0.011459700082900804,-0.0036686235708049933,-0.891263187952852,0.4533121230109751,-0.0012440989035172908,-1.2419049743608949e-05,-5.9138914778876755e-05,-0.0034225681558537973
