cell,system,instance,noise,n_rows_06,n_rows_14,ceiling_06,ceiling_14,delta
harmonic_oscillator_8_1em6,harmonic_oscillator,8,1em6,13,16,7.965953896515998e-09,7.966142995252667e-09,1.890987366692798e-13
harmonic_oscillator_8_1em8,harmonic_oscillator,8,1em8,9,10,1.109774494523208e-10,1.1097689434080849e-10,-5.551115123125783e-16
harmonic_oscillator_9_0,harmonic_oscillator,9,0,9,9,2.55351295663786e-14,1.2401191185062999e-13,9.847678228425139e-14
harmonic_oscillator_9_1em2,harmonic_oscillator,9,1em2,157,100,6.197892693815543e-05,6.197892693815543e-05,0.0
harmonic_oscillator_9_1em4,harmonic_oscillator,9,1em4,88,88,5.586770410737074e-07,5.586770410737074e-07,0.0
harmonic_oscillator_9_1em6,harmonic_oscillator,9,1em6,14,14,7.028304382927786e-09,7.028243653728339e-09,-6.072919944699606e-14
harmonic_oscillator_9_1em8,harmonic_oscillator,9,1em8,10,9,3.971234452393446e-11,3.9708458743348274e-11,-3.885780586188048e-15
hiv_0_0,hiv,0,0,1468,100,2.2239115249345076e-07,2.2427863310969798e-07,1.887480616247217e-09
hiv_0_1em2,hiv,0,1em2,1361,100,0.3571239944821741,44.50690459474437,44.1497806002622
hiv_0_1em4,hiv,0,1em4,1245,100,0.4693247779929828,30.017368791373038,29.548044013380053
hiv_0_1em6,hiv,0,1em6,1209,100,0.531772370173296,0.5322330137844847,0.00046064361118869357
hiv_0_1em8,hiv,0,1em8,1532,100,0.013928961830752762,0.013980067845101862,5.110601434910045e-05
hiv_1_0,hiv,1,0,1422,100,1.195188947811232e-09,2.803623222469298e-09,1.608434274658066e-09
hiv_1_1em2,hiv,1,1em2,1440,100,1.4600951604359862,18.5453353777908,17.085240217354812
hiv_1_1em4,hiv,1,1em4,1425,100,0.7459882036020602,76.42153352090041,75.67554531729834
hiv_1_1em6,hiv,1,1em6,1435,100,0.32238070534190755,0.32239108199941724,1.0376657509691967e-05
hiv_1_1em8,hiv,1,1em8,2151,100,0.00037841567737739723,0.002966155542842963,0.002587739865465566
hiv_2_0,hiv,2,0,1500,100,2.6371409722614203e-08,2.5918304336070008e-08,-4.5310538654419474e-10
hiv_2_1em2,hiv,2,1em2,1209,100,0.7489872325002462,14.80893974971994,14.059952517219694
hiv_2_1em4,hiv,2,1em4,1063,100,0.2517279457255994,21.147595965690538,20.89586801996494
hiv_2_1em6,hiv,2,1em6,1187,100,0.24836517574202177,0.2719899995527409,0.02362482381071912
hiv_2_1em8,hiv,2,1em8,1418,100,0.0017171823923522456,0.0017171829509556868,5.586034412807805e-10
hiv_3_0,hiv,3,0,1618,100,2.405371013480817e-09,2.406171539792723e-09,8.005263119059691e-13
hiv_3_1em2,hiv,3,1em2,960,100,0.3392390438877969,44.90260293210718,44.563363888219385
hiv_3_1em4,hiv,3,1em4,1155,100,0.4328360768259458,155.04780180178489,154.61496572495895
hiv_3_1em6,hiv,3,1em6,1367,100,0.03848842604909969,0.03849545399110449,7.0279420048002805e-06
hiv_3_1em8,hiv,3,1em8,1597,100,0.00033734908584037715,0.0003721877121343198,3.483862629394263e-05
hiv_4_0,hiv,4,0,1617,100,3.5484140514796536e-08,2.6569061506442893e-08,-8.915079008353644e-09
hiv_4_1em2,hiv,4,1em2,1513,100,0.6256622061498845,117.06041710064848,116.4347548944986
hiv_4_1em4,hiv,4,1em4,1352,100,0.8025048238533885,15.596429907055606,14.793925083202218
hiv_4_1em6,hiv,4,1em6,1233,100,0.19886045744557157,0.19886589499882912,5.437553257547911e-06
hiv_4_1em8,hiv,4,1em8,1702,100,0.0028957693954739794,0.002896067864254115,2.9846878013550793e-07
hiv_5_0,hiv,5,0,1843,100,2.542240196135026e-09,2.4317534652595896e-09,-1.1048673087543648e-10
hiv_5_1em2,hiv,5,1em2,1401,100,4.00944340465797,15.950342096826628,11.940898692168657
hiv_5_1em6,hiv,5,1em6,1760,100,0.03425583809075261,0.03425704437249444,1.2062817418279081e-06
hiv_5_1em8,hiv,5,1em8,2117,100,0.00020472680970384793,0.00020470006136996677,-2.674833388116582e-08
hiv_6_0,hiv,6,0,1621,100,9.638820630542e-09,1.0865838007134698e-08,1.2270173765926984e-09
hiv_6_1em2,hiv,6,1em2,1536,100,0.84799,57.1421914521426,56.294201452142595
hiv_6_1em4,hiv,6,1em4,1411,100,0.8838231105144841,2.6463112904528696,1.7624881799383854
hiv_6_1em6,hiv,6,1em6,1294,100,0.7544565396741474,0.7541710840611848,-0.0002854556129625596
hiv_6_1em8,hiv,6,1em8,1675,100,0.025180237500491254,0.025227386421411424,4.714892092017031e-05
hiv_7_0,hiv,7,0,1582,100,1.2156033402099808e-09,1.251713205308036e-09,3.610986509805514e-11
hiv_7_1em2,hiv,7,1em2,1424,100,4.367073711401642,111.99928859562692,107.63221488422528
hiv_7_1em6,hiv,7,1em6,1825,100,0.007139476786727994,0.0071479309186874285,8.454131959434452e-06
hiv_7_1em8,hiv,7,1em8,1771,100,0.0004005338101786826,0.0004005337999294367,-1.0249245896432058e-11
hiv_8_0,hiv,8,0,1452,100,1.2631944301677578e-07,1.2438681497306536e-07,-1.932628043710416e-09
hiv_8_1em2,hiv,8,1em2,1480,100,2.9795585390326615,40.80422591078017,37.82466737174751
hiv_8_1em4,hiv,8,1em4,1489,100,0.1049899995494967,13.329063885134415,13.224073885584918
hiv_8_1em6,hiv,8,1em6,1313,100,0.1022413923951445,0.10499,0.002748607604855499
hiv_8_1em8,hiv,8,1em8,1505,100,0.014421537097601689,0.016365259866847767,0.0019437227692460785
hiv_9_0,hiv,9,0,1409,100,5.65189646195563e-08,5.320645518613887e-08,-3.312509433417432e-09
hiv_9_1em2,hiv,9,1em2,1457,100,1.3594447295788457,11.471376960156805,10.11193223057796
hiv_9_1em4,hiv,9,1em4,1211,100,0.3588229926137405,809.1011377450875,808.7423147524737
hiv_9_1em6,hiv,9,1em6,1470,100,0.34932154333374343,0.35173405872355734,0.0024125153898139073
hiv_9_1em8,hiv,9,1em8,1467,100,0.005037613272530106,0.005114327299298449,7.671402676834305e-05
lotka_volterra_0_0,lotka_volterra,0,0,586,100,8.287814878826794e-14,2.7150504067208203e-13,1.886268918838141e-13
lotka_volterra_0_1em2,lotka_volterra,0,1em2,404,100,0.0013289366150907311,0.0013289314060010438,-5.209089687374657e-09
lotka_volterra_0_1em4,lotka_volterra,0,1em4,516,100,3.755540519778666e-05,3.755554234140257e-05,1.3714361590810853e-10
lotka_volterra_0_1em6,lotka_volterra,0,1em6,633,100,7.627196469822684e-07,7.62737208157005e-07,1.756117473661334e-11
lotka_volterra_0_1em8,lotka_volterra,0,1em8,625,100,9.988533195004479e-10,9.985919313670877e-10,-2.613881333601853e-13
lotka_volterra_1_0,lotka_volterra,1,0,731,100,2.0861090632706691e-13,2.05613304160579e-13,-2.9976021664879227e-15
lotka_volterra_1_1em2,lotka_volterra,1,1em2,605,100,0.0013642413605334247,0.20039633342591712,0.1990320920653837
lotka_volterra_1_1em4,lotka_volterra,1,1em4,721,100,2.0828375156267676e-05,2.082850043216844e-05,1.2527590076416573e-10
lotka_volterra_1_1em6,lotka_volterra,1,1em6,783,100,2.351780534204373e-07,2.3519729513976628e-07,1.9241719328988438e-11
lotka_volterra_1_1em8,lotka_volterra,1,1em8,789,100,9.223645736078367e-10,9.223586894258062e-10,-5.88418203051333e-15
lotka_volterra_2_0,lotka_volterra,2,0,658,100,8.881784197001252e-14,8.948397578478762e-14,6.661338147750939e-16
lotka_volterra_2_1em2,lotka_volterra,2,1em2,566,100,0.0021565609088445292,0.10153083319034817,0.09937427228150364
lotka_volterra_2_1em4,lotka_volterra,2,1em4,637,100,4.997211019652781e-06,4.99721114644025e-06,1.2678746941219288e-13
lotka_volterra_2_1em6,lotka_volterra,2,1em6,765,100,2.6106016903781892e-08,2.610603933028699e-08,2.2426505097428162e-14
lotka_volterra_2_1em8,lotka_volterra,2,1em8,738,100,2.1543552497504947e-09,2.154383171859564e-09,2.7922109069322687e-14
lotka_volterra_3_0,lotka_volterra,3,0,516,100,4.576894419017208e-13,4.313216450668733e-13,-2.6367796834847468e-14
lotka_volterra_3_1em2,lotka_volterra,3,1em2,368,100,0.005771474624501283,0.10509974412376566,0.09932826949926438
lotka_volterra_3_1em4,lotka_volterra,3,1em4,457,100,1.4214583036020745e-05,1.4214582385541075e-05,-6.504796701278792e-13
lotka_volterra_3_1em6,lotka_volterra,3,1em6,625,100,3.305494062355585e-07,3.305211306869893e-07,-2.8275548569212106e-11
lotka_volterra_3_1em8,lotka_volterra,3,1em8,595,100,3.967781991853769e-09,3.96778293554334e-09,9.43689570931383e-16
lotka_volterra_4_0,lotka_volterra,4,0,576,100,9.214851104388799e-14,7.996425743783675e-11,7.987210892679286e-11
lotka_volterra_4_1em2,lotka_volterra,4,1em2,445,100,0.008898563478146215,0.008898563550814198,7.266798274230268e-11
lotka_volterra_4_1em4,lotka_volterra,4,1em4,559,100,9.365081485146476e-05,9.365081446366386e-05,-3.878009025015672e-13
lotka_volterra_4_1em6,lotka_volterra,4,1em6,612,100,4.309943990588039e-07,4.3099415925063056e-07,-2.398081733190338e-13
lotka_volterra_4_1em8,lotka_volterra,4,1em8,622,100,7.489941999949679e-10,7.489261433235583e-10,-6.80566714095221e-14
lotka_volterra_5_0,lotka_volterra,5,0,617,100,7.271960811294775e-14,5.828670879282072e-14,-1.4432899320127035e-14
lotka_volterra_5_1em2,lotka_volterra,5,1em2,510,100,0.0005511679883797305,0.000551167885018633,-1.033610974587873e-10
lotka_volterra_5_1em4,lotka_volterra,5,1em4,523,100,7.428683245436218e-06,7.428683940546854e-06,6.951106357178105e-13
lotka_volterra_5_1em6,lotka_volterra,5,1em6,666,100,5.067184538631864e-07,5.067304083006263e-07,1.1954437439953836e-11
lotka_volterra_5_1em8,lotka_volterra,5,1em8,665,100,4.956952848189644e-09,4.952943388758513e-09,-4.00945943113129e-12
lotka_volterra_6_0,lotka_volterra,6,0,435,100,2.7111646261346323e-13,7.405187574249794e-14,-1.9706458687096529e-13
lotka_volterra_6_1em2,lotka_volterra,6,1em2,353,100,0.0027618470662535977,0.017374196823233712,0.014612349756980114
lotka_volterra_6_1em4,lotka_volterra,6,1em4,425,100,2.1019316837622704e-05,2.10197792253064e-05,4.623876836973295e-10
lotka_volterra_6_1em6,lotka_volterra,6,1em6,559,100,1.8872029036720583e-07,1.88695966185648e-07,-2.4324181557844327e-11
lotka_volterra_6_1em8,lotka_volterra,6,1em8,493,100,7.129197898692041e-09,7.129219881107929e-09,2.19824158875781e-14
lotka_volterra_7_0,lotka_volterra,7,0,503,100,4.675704268208847e-13,4.221067939624845e-13,-4.546363285840016e-14
lotka_volterra_7_1em2,lotka_volterra,7,1em2,359,100,0.004795345580767774,0.051581043019484296,0.04678569743871652
lotka_volterra_7_1em4,lotka_volterra,7,1em4,433,100,6.831885228880674e-05,6.831865427031625e-05,-1.9801849049372322e-10
lotka_volterra_7_1em6,lotka_volterra,7,1em6,634,100,1.1357294582570177e-07,1.1357324403160618e-07,2.9820590441431705e-13
lotka_volterra_7_1em8,lotka_volterra,7,1em8,627,100,4.304964329460148e-09,4.3106706537621164e-09,5.7063243019683796e-12
lotka_volterra_8_0,lotka_volterra,8,0,640,100,5.992983886926595e-13,4.981570711493077e-13,-1.0114131754335176e-13
lotka_volterra_8_1em2,lotka_volterra,8,1em2,526,100,0.0008632789062042456,0.07234732632650953,0.07148404742030529
lotka_volterra_8_1em4,lotka_volterra,8,1em4,628,100,3.181037556287958e-05,3.181033905241826e-05,-3.651046132091551e-11
lotka_volterra_8_1em6,lotka_volterra,8,1em6,735,100,1.5726956764661182e-07,1.5727155111555646e-07,1.9834689446440734e-12
lotka_volterra_8_1em8,lotka_volterra,8,1em8,725,100,1.4951683779962366e-09,1.4947271753662505e-09,-4.412026299860372e-13
lotka_volterra_9_0,lotka_volterra,9,0,634,100,4.807265696626928e-14,2.7200464103316335e-14,-2.0872192862952943e-14
lotka_volterra_9_1em2,lotka_volterra,9,1em2,511,100,0.0006170126115444541,0.326056054341562,0.32543904173001753
lotka_volterra_9_1em4,lotka_volterra,9,1em4,418,100,6.9672190938785405e-06,6.967220327336321e-06,1.233457780358549e-12
lotka_volterra_9_1em6,lotka_volterra,9,1em6,709,100,2.027371580615167e-07,2.027369007118196e-07,-2.573496971081113e-13
lotka_volterra_9_1em8,lotka_volterra,9,1em8,722,100,3.161190753608878e-10,3.161199635393075e-10,8.881784197001252e-16
mass_spring_damper_0_0,mass_spring_damper,0,0,155,100,2.3370194668359545e-14,2.1649348980190553e-14,-1.7208456881689926e-15
mass_spring_damper_0_1em2,mass_spring_damper,0,1em2,206,100,0.0010012885045427578,0.001001288548143145,4.3600387189535184e-11
mass_spring_damper_0_1em4,mass_spring_damper,0,1em4,254,100,1.1725740102441762e-05,1.1725759112346523e-05,1.9009904761446705e-11
mass_spring_damper_0_1em6,mass_spring_damper,0,1em6,263,100,2.0578788495484446e-07,2.0579499948603086e-07,7.114531186402928e-12
mass_spring_damper_0_1em8,mass_spring_damper,0,1em8,193,100,2.862525438906971e-09,2.862527326286113e-09,1.887379141862766e-15
mass_spring_damper_1_0,mass_spring_damper,1,0,139,100,2.503552920529728e-14,2.456368441983159e-14,-4.718447854656915e-16
mass_spring_damper_1_1em2,mass_spring_damper,1,1em2,251,100,0.0007521219088381104,0.0015338107981072713,0.0007816888892691609
mass_spring_damper_1_1em4,mass_spring_damper,1,1em4,237,100,4.413736577557614e-06,4.413736523378731e-06,-5.417888360170764e-14
mass_spring_damper_1_1em6,mass_spring_damper,1,1em6,215,100,3.3736588855859395e-08,3.37362507929484e-08,-3.3806291099836017e-13
mass_spring_damper_1_1em8,mass_spring_damper,1,1em8,147,100,2.4950455035366303e-09,2.4950498334064264e-09,4.3298697960381105e-15
mass_spring_damper_2_0,mass_spring_damper,2,0,254,100,1.8496315590255108e-13,1.8740564655672642e-13,2.4424906541753444e-15
mass_spring_damper_2_1em2,mass_spring_damper,2,1em2,321,100,0.0024048543255601462,0.01576227436279487,0.013357420037234724
mass_spring_damper_2_1em4,mass_spring_damper,2,1em4,302,100,1.8618018317040352e-05,1.8618018512328582e-05,1.9528823003156504e-13
mass_spring_damper_2_1em6,mass_spring_damper,2,1em6,359,100,4.2980419134863723e-07,4.2980419245886026e-07,1.1102230246251565e-15
mass_spring_damper_2_1em8,mass_spring_damper,2,1em8,312,100,9.967593195270297e-09,9.963890712505474e-09,-3.7024827648224345e-12
mass_spring_damper_3_0,mass_spring_damper,3,0,215,100,9.43689570931383e-15,4.424238753131249e-14,3.480549182199866e-14
mass_spring_damper_3_1em2,mass_spring_damper,3,1em2,285,100,0.0090344046627924,0.01953620572488554,0.010501801062093141
mass_spring_damper_3_1em4,mass_spring_damper,3,1em4,291,100,4.599099936827833e-05,4.5990999308964664e-05,-5.931366509059899e-14
mass_spring_damper_3_1em6,mass_spring_damper,3,1em6,336,100,4.989573770264322e-07,4.989572345570625e-07,-1.4246936963502321e-13
mass_spring_damper_3_1em8,mass_spring_damper,3,1em8,214,100,3.726026681638572e-09,3.726031982953515e-09,5.3013149425851225e-15
mass_spring_damper_4_0,mass_spring_damper,4,0,195,100,4.1744385725905886e-14,1.5865087021893487e-13,1.1690648449302898e-13
mass_spring_damper_4_1em2,mass_spring_damper,4,1em2,247,100,0.002254106106663323,0.002254106128124933,2.146161026672644e-11
mass_spring_damper_4_1em4,mass_spring_damper,4,1em4,330,100,3.7950626938565435e-05,3.79504279824916e-05,-1.9895607383801917e-10
mass_spring_damper_4_1em6,mass_spring_damper,4,1em6,329,100,7.303974403072289e-08,7.303974425276749e-08,2.220446049250313e-16
mass_spring_damper_4_1em8,mass_spring_damper,4,1em8,275,100,2.069961535511311e-09,2.0699914005106734e-09,2.986499936241671e-14
mass_spring_damper_5_0,mass_spring_damper,5,0,145,100,4.668487818548783e-14,4.901634653720066e-14,2.3314683517128287e-15
mass_spring_damper_5_1em2,mass_spring_damper,5,1em2,254,100,0.0010367877815771198,0.0016491590965795333,0.0006123713150024135
mass_spring_damper_5_1em4,mass_spring_damper,5,1em4,276,100,7.756351001586559e-06,7.756346115883606e-06,-4.885702953316695e-12
mass_spring_damper_5_1em6,mass_spring_damper,5,1em6,250,100,1.490124539871296e-07,1.4901245781739902e-07,3.83026943495679e-15
mass_spring_damper_5_1em8,mass_spring_damper,5,1em8,210,100,6.436122745867578e-10,6.435669774873531e-10,-4.529709940470639e-14
mass_spring_damper_6_0,mass_spring_damper,6,0,177,100,4.2021941482062175e-14,4.2243986086987206e-14,2.220446049250313e-16
mass_spring_damper_6_1em2,mass_spring_damper,6,1em2,225,100,0.0015776968411655434,0.0015776968268795821,-1.4285961302817896e-11
mass_spring_damper_6_1em4,mass_spring_damper,6,1em4,316,100,1.7847283900529476e-05,1.515459252454665e-05,-2.6926913759828253e-06
mass_spring_damper_6_1em6,mass_spring_damper,6,1em6,266,100,1.159093375724396e-07,1.1590935439231842e-07,1.6819878823071122e-14
mass_spring_damper_6_1em8,mass_spring_damper,6,1em8,188,100,9.959523206148901e-10,9.959704727613428e-10,1.815214645262131e-14
mass_spring_damper_7_0,mass_spring_damper,7,0,149,100,7.882583474838611e-14,7.904787935331115e-14,2.220446049250313e-16
mass_spring_damper_7_1em2,mass_spring_damper,7,1em2,274,100,0.0011144859683646091,0.0011144859683646091,0.0
mass_spring_damper_7_1em4,mass_spring_damper,7,1em4,281,100,1.5665908966844277e-05,1.566590829149561e-05,-6.753486658794827e-13
mass_spring_damper_7_1em6,mass_spring_damper,7,1em6,265,100,2.8157467046874274e-07,2.8157706488673995e-07,2.394417997209075e-12
mass_spring_damper_7_1em8,mass_spring_damper,7,1em8,163,100,1.055125764537479e-09,1.0547941409200234e-09,-3.3162361745553426e-13
mass_spring_damper_8_0,mass_spring_damper,8,0,129,100,3.722022690055837e-14,3.655409308578328e-14,-6.661338147750939e-16
mass_spring_damper_8_1em2,mass_spring_damper,8,1em2,215,100,0.002138466325398075,0.013877633801909761,0.011739167476511686
mass_spring_damper_8_1em4,mass_spring_damper,8,1em4,245,100,4.344399993025383e-05,4.344381205662051e-05,-1.8787363331718154e-10
mass_spring_damper_8_1em6,mass_spring_damper,8,1em6,302,100,2.5909402212587196e-07,2.590932345336583e-07,-7.87592213669086e-13
mass_spring_damper_8_1em8,mass_spring_damper,8,1em8,178,100,2.541873433958841e-09,2.5417905835656285e-09,-8.285039321265231e-14
mass_spring_damper_9_0,mass_spring_damper,9,0,143,100,6.727951529228449e-14,7.260858581048524e-14,5.329070518200751e-15
mass_spring_damper_9_1em2,mass_spring_damper,9,1em2,234,100,0.004491279704281759,0.012381377563497442,0.007890097859215683
mass_spring_damper_9_1em4,mass_spring_damper,9,1em4,241,100,1.7661466207519183e-05,1.7661465499307916e-05,-7.082112674083874e-13
mass_spring_damper_9_1em6,mass_spring_damper,9,1em6,212,100,3.9903207027514043e-07,3.9903210680147794e-07,3.652633751016765e-14
mass_spring_damper_9_1em8,mass_spring_damper,9,1em8,173,100,2.2678379174578822e-09,2.2678340871884473e-09,-3.83026943495679e-15
quadrotor_0_0,quadrotor,0,0,65,62,3.317268681968244e-11,3.3173352953497215e-11,6.661338147750939e-16
quadrotor_0_1em2,quadrotor,0,1em2,257,100,0.006254394531250013,0.007574768066406223,0.0013203735351562107
quadrotor_0_1em4,quadrotor,0,1em4,189,100,0.00015899658203122335,0.00026913452148438766,0.0001101379394531643
quadrotor_0_1em6,quadrotor,0,1em6,231,100,1.0045145291626145e-05,1.1143959055603947e-05,1.0988137639778017e-06
quadrotor_0_1em8,quadrotor,0,1em8,160,100,8.71815482694771e-07,3.050232421086818e-07,-5.667922405860892e-07
quadrotor_1_0,quadrotor,1,0,87,75,1.2029710561023421e-11,1.133326765767606e-11,-6.964429033473607e-13
quadrotor_1_1em2,quadrotor,1,1em2,265,100,0.006175384521484362,0.02610907683566288,0.01993369231417852
quadrotor_1_1em4,quadrotor,1,1em4,238,100,2.9724121093699374e-05,0.0002180216532006174,0.00018829753210691802
quadrotor_1_1em6,quadrotor,1,1em6,160,100,9.049066462818445e-06,9.049066308053355e-06,-1.5476508963274682e-13
quadrotor_1_1em8,quadrotor,1,1em8,94,72,3.0432293884885553e-07,3.0432325537343985e-07,3.1652458432063213e-13
quadrotor_2_0,quadrotor,2,0,45,56,1.546984762512693e-11,1.546851535749738e-11,-1.3322676295501878e-15
quadrotor_2_1em2,quadrotor,2,1em2,223,100,0.007727996826171868,0.010791198730468743,0.003063201904296875
quadrotor_2_1em4,quadrotor,2,1em4,256,100,0.00016366742750406615,0.0006174011230468679,0.00045373369554280174
quadrotor_2_1em6,quadrotor,2,1em6,234,100,6.221115801230415e-06,6.221115802063082e-06,8.326672684688674e-16
quadrotor_2_1em8,quadrotor,2,1em8,80,82,1.736230619275858e-07,1.736230620386081e-07,1.1102230246251565e-16
quadrotor_3_0,quadrotor,3,0,57,49,9.19878062610735e-12,1.7116030814889882e-12,-7.487177544618362e-12
quadrotor_3_1em2,quadrotor,3,1em2,244,100,0.00986767578125003,0.01196575927734378,0.00209808349609375
quadrotor_3_1em4,quadrotor,3,1em4,206,100,5.466759566319368e-05,5.46675813469788e-05,-1.4316214880238931e-11
quadrotor_3_1em6,quadrotor,3,1em6,188,100,1.2229146093334364e-05,1.2891371340750801e-05,6.62225247416437e-07
quadrotor_3_1em8,quadrotor,3,1em8,140,96,1.5302691782625999e-06,1.5308529039970153e-06,5.837257344154523e-10
quadrotor_4_0,quadrotor,4,0,75,65,1.5351608873004352e-12,3.9612757518625585e-12,2.4261148645621233e-12
quadrotor_4_1em2,quadrotor,4,1em2,222,100,0.0022857971191406756,0.0022857971191406756,0.0
quadrotor_4_1em4,quadrotor,4,1em4,250,100,5.267333984371181e-05,0.000410831147987345,0.0003581578081436332
quadrotor_4_1em6,quadrotor,4,1em6,140,100,3.88428623021575e-06,6.197268286212143e-06,2.312982055996393e-06
quadrotor_4_1em8,quadrotor,4,1em8,72,60,1.1667171989637737e-06,1.1667171806450938e-06,-1.8318679906315083e-14
quadrotor_5_0,quadrotor,5,0,76,69,2.5930901870196976e-10,2.3600066345608184e-11,-2.357089523563616e-10
quadrotor_5_1em2,quadrotor,5,1em2,269,100,0.004310211181640655,0.013533846429566121,0.009223635247925466
quadrotor_5_1em4,quadrotor,5,1em4,178,100,0.0001483764648437802,0.0001483764648437802,0.0
quadrotor_5_1em6,quadrotor,5,1em6,163,100,4.292145462547747e-06,2.57335781604362e-05,2.1441432697888452e-05
quadrotor_5_1em8,quadrotor,5,1em8,82,73,1.4384715244508683e-06,1.4384717645921086e-06,2.4014124022642136e-13
quadrotor_6_0,quadrotor,6,0,50,45,9.403422485121382e-12,9.402700840155376e-12,-7.216449660063518e-16
quadrotor_6_1em2,quadrotor,6,1em2,218,100,0.0011509704589843794,0.0011509704589843794,0.0
quadrotor_6_1em4,quadrotor,6,1em4,220,100,6.433105468750533e-05,0.00023191211713247117,0.00016758106244496584
quadrotor_6_1em6,quadrotor,6,1em6,213,100,7.745112063584081e-06,8.105969234561972e-06,3.608571709778907e-07
quadrotor_6_1em8,quadrotor,6,1em8,61,60,8.277800317424422e-08,8.277800134237623e-08,-1.8318679906315083e-15
quadrotor_7_0,quadrotor,7,0,62,51,3.043654217549374e-11,2.6282198639648868e-11,-4.154343535844873e-12
quadrotor_7_1em2,quadrotor,7,1em2,219,100,0.005950225830078093,0.007254852294921843,0.00130462646484375
quadrotor_7_1em4,quadrotor,7,1em4,250,100,4.925537109373712e-05,0.00013281249999996803,8.35571289062309e-05
quadrotor_7_1em6,quadrotor,7,1em6,269,100,5.888035914725087e-06,5.88803591439202e-06,-3.3306690738754696e-16
quadrotor_7_1em8,quadrotor,7,1em8,70,77,5.50277103772423e-07,5.502771019960662e-07,-1.7763568394002505e-15
quadrotor_8_0,quadrotor,8,0,60,58,1.3855583347321954e-13,7.1314065763772305e-12,6.992850742904011e-12
quadrotor_8_1em2,quadrotor,8,1em2,255,100,0.0017611846923828445,0.01722520446777344,0.015464019775390594
quadrotor_8_1em4,quadrotor,8,1em4,239,100,1.8371582031218026e-05,0.00011313149749814233,9.47599154669243e-05
quadrotor_8_1em6,quadrotor,8,1em6,198,100,2.1601524869407918e-05,1.0086059570313388e-05,-1.151546529909453e-05
quadrotor_8_1em8,quadrotor,8,1em8,101,96,2.1197340760448213e-07,1.13957954739341e-07,-9.801545286514113e-08
quadrotor_9_0,quadrotor,9,0,68,60,8.908346282865409e-11,7.424677539447089e-11,-1.4836687434183204e-11
quadrotor_9_1em2,quadrotor,9,1em2,215,100,0.008278900722596627,0.008278900722596627,0.0
quadrotor_9_1em4,quadrotor,9,1em4,240,100,5.4718017578114786e-05,0.0005696411132812829,0.0005149230957031681
quadrotor_9_1em6,quadrotor,9,1em6,198,100,6.3756506428203075e-06,6.375650641654573e-06,-1.1657341758564144e-15
quadrotor_9_1em8,quadrotor,9,1em8,80,76,1.5169797557001985e-07,1.516976644300172e-07,-3.111400026512001e-13
repressilator_0_0,repressilator,0,0,588,100,3.5860203695392556e-14,1.8851586958135158e-13,1.5265566588595902e-13
repressilator_0_1em2,repressilator,0,1em2,496,100,0.0073801266089730255,0.007380130512408045,3.90343501965873e-09
repressilator_0_1em4,repressilator,0,1em4,490,100,0.00012360492847995896,0.00012360492848917382,9.2148511043888e-15
repressilator_0_1em6,repressilator,0,1em6,689,100,6.611449316906715e-07,6.611384618659955e-07,-6.4698246760031e-12
repressilator_0_1em8,repressilator,0,1em8,676,100,6.6005828580628645e-09,6.6005845233974014e-09,1.6653345369377348e-15
repressilator_1_0,repressilator,1,0,510,100,2.0372592501871623e-14,2.166822277160918e-12,2.1464496846590464e-12
repressilator_1_1em2,repressilator,1,1em2,487,100,0.017640738906658626,0.026054730456438024,0.008413991549779398
repressilator_1_1em4,repressilator,1,1em4,565,100,8.724911007607083e-05,8.72487011721601e-05,-4.089039107313397e-10
repressilator_1_1em6,repressilator,1,1em6,631,100,1.340512325476162e-06,1.340513664183085e-06,1.3387069230930138e-12
repressilator_1_1em8,repressilator,1,1em8,607,100,1.0293533247995867e-08,1.0293900953861623e-08,3.6770586575585185e-13
repressilator_2_0,repressilator,2,0,475,100,2.0050627824730327e-13,2.1782575743145571e-13,1.7319479184152442e-14
repressilator_2_1em2,repressilator,2,1em2,494,100,0.022466993016859615,0.07194563594300041,0.04947864292614079
repressilator_2_1em4,repressilator,2,1em4,495,100,0.0003552177007628554,0.000355217588073109,-1.1268974642320018e-10
repressilator_2_1em6,repressilator,2,1em6,685,100,2.940761519854007e-06,2.9407597561537102e-06,-1.7637002969195237e-12
repressilator_2_1em8,repressilator,2,1em8,557,100,1.9607597212534245e-08,1.96076177516602e-08,2.0539125955565396e-14
repressilator_3_0,repressilator,3,0,579,100,4.773959005888173e-14,1.6225909504896663e-13,1.145195049900849e-13
repressilator_3_1em2,repressilator,3,1em2,483,100,0.006769408947994382,0.006769408947994382,0.0
repressilator_3_1em4,repressilator,3,1em4,494,100,3.8320717685808026e-05,3.8320661824159385e-05,-5.586164864013199e-11
repressilator_3_1em6,repressilator,3,1em6,632,100,7.441867564406124e-07,7.441863267843019e-07,-4.296563105299356e-13
repressilator_3_1em8,repressilator,3,1em8,641,100,1.2321784870206187e-08,1.2321782899560318e-08,-1.970645868709653e-15
repressilator_4_0,repressilator,4,0,499,100,9.514611321037592e-14,1.1113332476497817e-13,1.5987211554602254e-14
repressilator_4_1em2,repressilator,4,1em2,489,100,0.04468867150894684,0.05803838135265238,0.013349709843705537
repressilator_4_1em4,repressilator,4,1em4,495,100,0.00017461771272786475,0.0001746177105707014,-2.157163336846679e-12
repressilator_4_1em6,repressilator,4,1em6,690,100,7.066259177790357e-07,7.06615532974908e-07,-1.038480412773879e-11
