idx,src,interp,polished,sp,mp_times,mp_idx,g,a,b,Vm,R,rel,err
321,single_point,agp_robust_se_plus_rq,false,156,,,0.7794585402120422,-0.5723015504936866,-2.7440162233742416,0.41964256857666893,0.3951462309133817,4.093592134582009,0.00027497867844068096
322,single_point,agp_robust_se_plus_rq,false,156,,,0.7794585402120422,-0.5723015504936925,-2.744016223374244,0.41964256857666893,0.39514623091338164,4.0935921345820105,0.00027497867844068123
323,single_point,agp_robust_se_plus_rq,false,230,,,0.671190181597127,-7.160160719699308,-76.84027873408921,0.42046653102129816,0.27756037165538616,87.62940105308817,0.00047592549893635445
324,single_point,agp_robust_se_plus_rq,false,230,,,0.8103089601818754,3.647108893062211,14.284543618808636,0.42006841582166554,0.43955441021527314,15.104333279378393,0.00037273081830520473
325,single_point,agp_robust_se_plus_rq,false,326,,,0.6240918174628065,-9.148710253783946,-187.7504152892427,0.428338836749305,0.44546213704311977,212.6690138548396,0.0004322392201244696
326,single_point,agp_robust_se_plus_rq,false,326,,,0.774791186283077,0.7644080132062355,0.9371890117451984,0.41980750455111204,0.39673919998067525,0.09963720470408063,3.615708968113419e-6
327,single_point,agp_robust_se_plus_rq,false,453,,,0.7791770262594127,0.7515920613212403,-0.039406401142302455,0.420267054992082,0.40659885803220047,1.044426607826722,1.31386063630442e-5
328,single_point,agp_robust_se_plus_rq,false,453,,,0.6039375382461807,2.035022268524385,329.0307109164439,0.41141424052528885,0.025839399580634605,369.9478138855061,1.2820950494226202
329,single_point,agp_robust_se_plus_rq,false,619,,,0.7704214483987846,0.8229847396499855,2.2406453356825566,0.42085680273255227,0.38943264500900143,1.5260939522914956,1.6083495616865126e-5
330,single_point,agp_robust_se_plus_rq,false,619,,,0.7704214483987847,0.822984739649986,2.240645335682565,0.42085680273255266,0.38943264500900154,1.5260939522915051,1.6083495616868948e-5
331,single_point,agp_robust_se_plus_rq,false,837,,,0.746861584620907,0.44048859136799295,3.742893441318134,0.42006179701163526,0.34582134917441043,3.2197220307983474,1.4839542630698233e-5
332,single_point,agp_robust_se_plus_rq,false,837,,,-0.22637116630816287,-3.5325804476150937,18.49253978215157,-0.03506041280160977,17.402671000701737,42.075918318568654,0.0024264858614495123
333,single_point,agp_robust_se_plus_rq,false,1124,,,0.018946103259469004,-0.12880529648766326,-2.1757608144528957,-0.30598330882829244,-302.76517029435996,750.4187383523761,0.003978814002073281
334,single_point,agp_robust_se_plus_rq,false,1124,,,0.7637452912639301,0.7884303124547365,0.04202823153096537,0.43787498180017553,0.41671814422577175,0.9526175518252927,0.000183944469651686
335,single_point,agp_robust_se_plus_rq,false,1501,,,-0.021775337341119354,-12.565715867167315,-4.843720855969051,0.7947747647289736,3.5337039282788067,15.800607617393775,0.0034907067916024512
336,single_point,agp_robust_se_plus_rq,false,1501,,,-1.0283831981049314,-11.37936425157335,-10.851015275856236,0.7964063616324032,0.5530063807811335,14.403255891134688,0.0035070975518226443
337,multipoint,agp_robust_se_plus_rq,false,1,[1| 1501],1,0.44779654594985346,9.342414870471039,-49.96406599125731,0.41999225980531507,-0.2503290847624901,57.32927394730249,0.0007422901358291029
338,multipoint,agp_robust_se_plus_rq,false,1,[1| 1501],1,-0.5828516169406632,-7.967564243089328,-16.59166373817468,0.41999225980531507,2.4643147317477756,19.705370618009788,1.0e15
339,multipoint,agp_robust_se_plus_rq,false,26,[26| 1501],2,0.452037712592217,9.322978465987095,-49.90795138396131,0.41999541173381816,-0.23503214664256833,57.26601057943778,0.0007569802095774045
340,multipoint,agp_robust_se_plus_rq,false,26,[26| 1501],2,-0.6386023422058598,-8.333982555943058,-16.002420910248016,0.4199688864947405,2.365647445583046,19.041060778182658,1.0e15
341,multipoint,agp_robust_se_plus_rq,false,58,[58| 1501],3,0.4539622357096318,9.31465404971681,-49.88354484569925,0.42000627426628007,-0.2272582823776489,57.23849475276127,0.0007632453447428735
342,multipoint,agp_robust_se_plus_rq,false,58,[58| 1501],3,-0.7353641263210452,-9.025268504926895,-14.86168428288959,0.4196577805892131,2.242633049172689,17.754999191532796,1.0e15
343,multipoint,agp_robust_se_plus_rq,false,101,[101| 1501],4,0.4505872966214347,9.329454798637922,-49.926777701806266,0.4198899062073271,-0.24505645358924688,57.287235289522286,0.0007535042074152342
344,multipoint,agp_robust_se_plus_rq,false,101,[101| 1501],4,-0.931792857010896,-10.57223510489059,-12.239500392891626,0.41765507437419097,2.0930483049705204,14.79876030765685,1.0e15
345,multipoint,agp_robust_se_plus_rq,false,156,[156| 1501],5,0.4374247644918456,9.396592991643399,-50.115474659621846,0.4186978965668167,-0.33812295611038284,57.49997143136623,0.0007186343652268373
346,multipoint,agp_robust_se_plus_rq,false,156,[156| 1501],5,-1.3925602431853896,-14.57745313243934,-5.285383559606935,0.4072198621445663,1.9399741930472556,18.1701450323196,1.0e15
347,multipoint,agp_robust_se_plus_rq,false,230,[230| 1501],6,0.4076682023194448,9.61221662245972,-50.67827655572938,0.411153819286014,-0.6916689082343433,58.13447187793617,0.0006460900073165238
348,multipoint,agp_robust_se_plus_rq,false,230,[230| 1501],6,-3.2659683853603325,-32.22421103244304,25.895211357132702,0.3212707716561109,1.809909847266425,38.95549002643467,1.0e15
349,multipoint,agp_robust_se_plus_rq,false,326,[326| 1501],7,0.3579774391110925,10.243556683089878,-52.19686694633254,0.369217336999487,-2.1935734539124567,59.84652417850343,0.0005691039166915975
350,multipoint,agp_robust_se_plus_rq,false,1,[1| 1124],8,0.2626366052850783,-6.552365841277202,17.00010656832012,0.41999225980531507,-1.3326404114521515,18.165847314904305,0.016928173114785748
351,multipoint,agp_robust_se_plus_rq,false,1,[1| 1124],8,0.7385757999667288,0.5400194980187473,0.5636806820117828,0.41999225980531507,0.3540769212993297,0.36450881396642304,8.255564449111184e-5
352,multipoint,agp_robust_se_plus_rq,false,26,[26| 1124],9,0.2729736882729231,-6.184133117725021,16.055363453171946,0.4199830200457669,-1.2374967454044943,17.10074797426375,0.013409004075691193
353,multipoint,agp_robust_se_plus_rq,false,26,[26| 1124],9,0.7496339669933968,0.6494938413498444,0.33357296000912784,0.41999427195861044,0.36814567933671166,0.6239312739468683,7.482144391181905e-5
354,multipoint,agp_robust_se_plus_rq,false,58,[58| 1124],10,0.2909801179773675,-5.628544898112499,14.645258187049079,0.4198760860975549,-1.0978767987783185,15.511001338274045,0.009365905870206755
355,multipoint,agp_robust_se_plus_rq,false,58,[58| 1124],10,0.758284060220095,0.734758827227474,0.15458911678095752,0.4200069838634489,0.37944766081997994,0.8257168920169587,6.766289724302395e-5
356,multipoint,agp_robust_se_plus_rq,false,453,[453| 1501],11,0.29226413988873146,12.016208247512449,-56.20582576693022,0.055655887536530294,-14.326817592301618,64.36620717804985,0.0017205644331215548
357,multipoint,agp_robust_se_plus_rq,false,101,[101| 1124],12,0.32756479156512247,-4.725285547063181,12.399222005115211,0.4193583114672968,-0.8689245352473901,12.978829769013766,0.00518270960730647
358,multipoint,agp_robust_se_plus_rq,false,101,[101| 1124],12,0.7613126950209727,0.7645384828679587,0.09212490009246055,0.42001869731792696,0.38353303356712865,0.8961387823083872,6.468450796983731e-5
359,multipoint,agp_robust_se_plus_rq,false,156,[156| 1124],13,0.41638206128905286,-3.1605208170792407,8.670014851180655,0.4179489135524613,-0.45628471531716763,8.77453759997819,0.0019016549573142721
360,multipoint,agp_robust_se_plus_rq,false,156,[156| 1124],13,0.7489789433262847,0.643024198430827,0.3471620818848603,0.41987048477760286,0.3652986692349708,0.6086109561613751,8.174780042526496e-5
361,multipoint,agp_robust_se_plus_rq,false,230,[230| 1124],14,0.7427641413297927,0.6387919662756246,0.31926762795623037,0.4279420221425541,0.4065666482852724,0.6400590440177787,8.349648203700724e-5
362,multipoint,agp_robust_se_plus_rq,false,230,[230| 1124],14,0.7427641413297927,0.6387919662756243,0.31926762795622676,0.42794202214255433,0.406566648285272,0.6400590440177827,8.349648203700324e-5
363,multipoint,agp_robust_se_plus_rq,false,619,[619| 1501],15,3.320089072198987,32.95442150964362,-90.4222848426332,0.7534321713792774,1.7797948852943,102.94169655313777,0.0014165094311252944
364,multipoint,agp_robust_se_plus_rq,false,1,[1| 837],16,0.7627706195318091,0.6403733206698177,2.192470822337337,0.41999225980531507,0.3836008755577187,1.471782212330707,3.5783374972605815e-5
365,multipoint,agp_robust_se_plus_rq,false,1,[1| 837],16,0.44251649713964136,-10.086428313825536,98.44308707770415,0.41999225980531507,-0.2686466985555239,109.98431463100806,0.30745695090200753
366,multipoint,agp_robust_se_plus_rq,false,26,[26| 837],17,0.7699647869329354,0.7286518539320103,1.51183925122166,0.41999455156032445,0.39239451221373584,0.7044410949511387,1.6570375205767964e-5
367,multipoint,agp_robust_se_plus_rq,false,26,[26| 837],17,0.4500289777513755,-9.085949036502713,88.91910946667652,0.4199799861920325,-0.2459073221823181,99.24702307404343,0.17220541913492068
368,multipoint,agp_robust_se_plus_rq,false,326,[326| 1124],18,0.8090368996459468,1.2291749764181068,-0.8794840553851511,0.4215762968006417,0.4556293521266752,1.9915265562403055,1.3548822482090643e-5
369,multipoint,agp_robust_se_plus_rq,false,326,[326| 1124],18,-0.8962436208393436,-12.071159235894655,24.776972718716138,0.311946981682886,3.125947499968107,26.93345289595957,1.0e15
370,multipoint,agp_robust_se_plus_rq,false,58,[58| 837],19,0.46099502950318494,-7.900530989503034,77.68512153804372,0.4198621408795889,-0.22056718553185878,86.58187321087229,0.08542699011389332
371,multipoint,agp_robust_se_plus_rq,false,58,[58| 837],19,0.7759484704358631,0.8011468660571681,0.9547525681659357,0.42001037074380454,0.40028568917315765,0.07638395509124653,4.457526672772574e-6
372,multipoint,agp_robust_se_plus_rq,false,101,[101| 837],20,0.47844840353213475,-6.467263922027731,64.2048948990659,0.41938668036365,-0.1877286415476428,71.38432344877779,0.03418293145053478
373,multipoint,agp_robust_se_plus_rq,false,101,[101| 837],20,0.7795784680049418,0.8447312090595396,0.6206261721255211,0.42004133526913917,0.405507496842416,0.30030871237258056,2.8758644464599294e-6
374,single_point,agp_robust_se_times_rq,false,1,,,0.8251763863861657,4.5228623626839815,28.442118332502236,0.42000008678499606,0.4600328389775541,31.065522359078056,0.0006409787155371268
375,single_point,agp_robust_se_times_rq,false,1,,,0.8251763863861656,4.522862362683967,28.4421183325022,0.42000008678499606,0.46003283897755387,31.065522359078017,0.0006409787155371311
376,single_point,agp_robust_se_times_rq,false,26,,,0.8225737451634066,3.3568828033529288,24.39012210875266,0.4201125897825003,0.4525330579167159,26.497319175594882,0.000766860981685521
377,single_point,agp_robust_se_times_rq,false,26,,,0.8225737451634065,3.3568828033529154,24.39012210875264,0.4201125897825003,0.4525330579167157,26.497319175594857,0.0007668609816855229
378,single_point,agp_robust_se_times_rq,false,58,,,0.8150009637300826,2.301736358835202,19.659823577058745,0.420094274845219,0.43746093474190023,21.1644008760527,0.0006906510737437964
379,single_point,agp_robust_se_times_rq,false,58,,,0.8150009637300826,2.3017363588352064,19.659823577058763,0.42009427484521905,0.4374609347419002,21.16440087605272,0.0006906510737437959
380,single_point,agp_robust_se_times_rq,false,101,,,0.7988036551783705,0.9877033549329417,11.59937055246231,0.4198206029815597,0.41284960123032877,12.077080667939468,0.0004736710654179122
381,single_point,agp_robust_se_times_rq,false,101,,,0.7988036551783704,0.9877033549329256,11.599370552462295,0.4198206029815597,0.41284960123032827,12.077080667939452,0.00047367106541791224
382,single_point,agp_robust_se_times_rq,false,156,,,0.7715237624369813,-0.852166793016888,-3.030832501904675,0.4195003760601276,0.3822316968818765,4.416947578246533,0.00030946717907399674
383,single_point,agp_robust_se_times_rq,false,156,,,0.7715237624369813,-0.852166793016889,-3.0308325019046722,0.4195003760601276,0.38223169688187664,4.41694757824653,0.00030946717907399723
384,single_point,agp_robust_se_times_rq,false,230,,,0.7790148616414299,0.6284274020393085,-0.5696509463290547,0.42005637317551087,0.4050805123699333,1.6422220364476376,3.0487788482493965e-5
385,single_point,agp_robust_se_times_rq,false,230,,,0.6903332726489416,-6.203946700644707,-58.16826081388925,0.4202793972604973,0.299201681928922,66.57864804271618,0.0004688409344413972
386,single_point,agp_robust_se_times_rq,false,326,,,0.7845921493964771,1.1172940664590656,1.9876646424615672,0.42007429145287184,0.41161696019627747,1.2408846025496811,2.5278607022784632e-5
387,single_point,agp_robust_se_times_rq,false,326,,,0.6251831180212966,-9.400942697274457,-190.66470984127992,0.4294209676045798,0.47790503867640427,215.9545770476662,0.0004358214953826997
388,single_point,agp_robust_se_times_rq,false,453,,,0.777120917179396,0.8701784595181513,1.5317224844642081,0.4196889244859768,0.3988457024875368,0.7268573669269539,6.877783535060538e-6
389,single_point,agp_robust_se_times_rq,false,453,,,0.6047826037619924,1.5683206431000272,289.84179967535556,0.4112545492287897,0.026259312133180314,325.7664032416635,0.5518818550367357
390,single_point,agp_robust_se_times_rq,false,619,,,0.8210087176338494,1.2274766553259613,-5.414881205517248,0.42647050825535887,0.5034137633045059,7.104713873187427,4.23646907198849e-5
391,single_point,agp_robust_se_times_rq,false,619,,,0.7197874749620994,0.17574089207757426,11.707998008549598,0.41331086367793723,0.26366661369771227,12.19954679656099,5.68561953050098e-5
392,single_point,agp_robust_se_times_rq,false,837,,,0.8035068193991113,1.1410880672393409,-1.3964244141181485,0.4210035312467021,0.4498820905325955,2.574322902049773,7.577772167034189e-6
393,single_point,agp_robust_se_times_rq,false,837,,,-0.14760191493334854,-2.738052290036115,12.810899772208286,-0.040071655444698345,26.54254686860978,64.69937343715291,0.0024757076851752652
394,single_point,agp_robust_se_times_rq,false,1124,,,0.03794090943305777,1.1553301158668936,-5.253348714682455,-1.230318801658321,-330.1374977036047,818.1720240188234,0.00902426607763438
395,single_point,agp_robust_se_times_rq,false,1124,,,0.9136023743194488,2.2038756967219078,-2.531450078794289,0.37865187280589063,0.5125522133452975,3.8539459738379804,0.0004704829493938991
396,single_point,agp_robust_se_times_rq,false,1501,,,-1.0120494395634452,-10.891411717178082,-14.773381286232317,0.8066986311131361,0.47498582716880355,17.655446771400584,0.003618408087264315
397,single_point,agp_robust_se_times_rq,false,1501,,,-0.04123592402619859,-12.002561500494968,-8.993177317956434,0.8034880393138293,1.7694182569314558,15.137292697873933,0.003586636573545117
398,multipoint,agp_robust_se_times_rq,false,1,[1| 1501],1,-0.6915355919337577,-8.374422849070084,-19.52710208422898,0.42000008678499606,2.2778110333437223,23.014771233629062,1.0e15
399,multipoint,agp_robust_se_times_rq,false,1,[1| 1501],1,0.43941831509834056,12.451607292146845,-63.89474425859093,0.42000008678499606,-0.27778843228963757,73.03466094542382,0.0006909010236975632
400,multipoint,agp_robust_se_times_rq,false,26,[26| 1501],2,-0.7570090339410106,-8.84516238767264,-18.656339716037408,0.4199728178977121,2.196177190787801,22.033077470166187,1.0e15
401,multipoint,agp_robust_se_times_rq,false,26,[26| 1501],2,0.4428679787476686,12.413508542551911,-63.79531287958227,0.42000348646011465,-0.26464405348796954,72.92256243470379,0.0007041141871604085
402,multipoint,agp_robust_se_times_rq,false,58,[58| 1501],3,-0.8645347061445077,-9.673835222917216,-17.09789100609073,0.41962253447903286,2.101222371926193,20.27608907112822,1.0e15
403,multipoint,agp_robust_se_times_rq,false,58,[58| 1501],3,0.44502824048862494,12.390451151472822,-63.73489689324457,0.42002158610773344,-0.254991202866899,72.85444971053502,0.0007119572851206002
404,multipoint,agp_robust_se_times_rq,false,101,[101| 1501],4,-1.0715443006646403,-11.401952732225112,-13.790883543489139,0.41743242686347143,1.9930925196961462,16.54778302535416,1.0e15
405,multipoint,agp_robust_se_times_rq,false,101,[101| 1501],4,0.4437875306820335,12.403619402304734,-63.769423984244156,0.41995549765453216,-0.26291463009625365,72.89337540501032,0.0007079554044559541
406,multipoint,agp_robust_se_times_rq,false,156,[156| 1501],5,-1.5269928611856582,-15.5323601037389,-5.756565077232023,0.4063615081960119,1.891514894306178,19.29488822584087,1.0e15
407,multipoint,agp_robust_se_times_rq,false,156,[156| 1501],5,0.4352704250362883,12.499565562073595,-64.01926354155029,0.4188845124591774,-0.33673635510525307,73.17504345157867,0.000682533009073994
408,multipoint,agp_robust_se_times_rq,false,230,[230| 1501],6,-3.111091064763228,-30.972959614568705,24.670131349256046,0.3263435094159047,1.8231728826075695,37.48169565909153,1.0e15
409,multipoint,agp_robust_se_times_rq,false,230,[230| 1501],6,0.412715613041466,12.805694860676967,-64.80111838366204,0.4107408716598412,-0.6879634092842996,74.05650325102823,0.0006225492778211341
410,multipoint,agp_robust_se_times_rq,false,326,[326| 1501],7,-350.1217968656179,-3550.758972198688,7007.287941461079,-1.0395328734950218,1.83360738358476,7898.986405254881,1.0e15
411,multipoint,agp_robust_se_times_rq,false,326,[326| 1501],7,0.37047949704212446,13.642729164135455,-66.87457975862448,0.35715784997470745,-2.5542770835417477,76.39411472223729,0.0005807380786561389
412,multipoint,agp_robust_se_times_rq,false,1,[1| 1124],8,0.2593721639626315,-6.697396877703327,17.48558691051466,0.42000008678499606,-1.3625215435786646,18.713175772846288,0.018632421310989456
413,multipoint,agp_robust_se_times_rq,false,1,[1| 1124],8,0.7609687856622538,0.7416833953114256,0.4694125412416786,0.42000008678499606,0.382516782930313,0.4707863120161459,5.192638857345733e-5
414,multipoint,agp_robust_se_times_rq,false,26,[26| 1124],9,0.2719174938819576,-6.241724884713183,16.32764270599958,0.4199887982725136,-1.2453096726026682,17.407714437429064,0.014017487330054337
415,multipoint,agp_robust_se_times_rq,false,26,[26| 1124],9,0.7628417010655899,0.760092956554216,0.43132011542805426,0.42000043867173,0.3847898394543754,0.5137315496865228,5.082644648094048e-5
416,multipoint,agp_robust_se_times_rq,false,58,[58| 1124],10,0.29199576306172687,-5.6238068763654745,14.776905488259754,0.4198705959574493,-1.0895780102301693,15.659419941668267,0.00941977888257143
417,multipoint,agp_robust_se_times_rq,false,58,[58| 1124],10,0.76442752268935,0.7756693580087785,0.39909722100489975,0.4200027571030883,0.3868099956005952,0.5500595028129653,4.95717722382021e-5
418,multipoint,agp_robust_se_times_rq,false,453,[453| 1501],11,0.30858973497655157,15.917720382617746,-72.33497045664465,-0.1692034396238506,-24.052689341340923,82.55013580230514,0.0026177714599125794
419,multipoint,agp_robust_se_times_rq,false,101,[101| 1124],12,0.33033639514690294,-4.690756730054701,12.486339374223228,0.419342500938901,-0.8516799584628987,13.0770455177263,0.005110218974521488
420,multipoint,agp_robust_se_times_rq,false,101,[101| 1124],12,0.7644486088702196,0.7758764037328594,0.39866895021950916,0.4200016951908197,0.3868184782599519,0.5505423334616583,4.961609762563813e-5
421,multipoint,agp_robust_se_times_rq,false,156,[156| 1124],13,0.41947233002974,-3.1388688175164345,8.837928306789463,0.4179678707875052,-0.44289835153086193,8.963842510472901,0.0018844937743243688
422,multipoint,agp_robust_se_times_rq,false,156,[156| 1124],13,0.7572049152883313,0.704643090533337,0.5460834423746201,0.4199161056009035,0.37628223579628245,0.3843478665449604,5.9578867747008625e-5
423,multipoint,agp_robust_se_times_rq,false,230,[230| 1124],14,0.7637010093054805,0.8049312685189576,0.31499155753419056,0.42537842715985086,0.41853383830476154,0.6448798674924571,5.913731981845814e-5
424,multipoint,agp_robust_se_times_rq,false,230,[230| 1124],14,0.7637010093054805,0.8049312685189584,0.314991557534191,0.42537842715985075,0.41853383830476143,0.6448798674924565,5.913731981845767e-5
425,multipoint,agp_robust_se_times_rq,false,619,[619| 1501],15,4.655903276306038,48.9494533287069,-134.25363199541206,0.8821226146860013,1.9204980809923695,152.35696955514325,0.0017624387757506016
426,multipoint,agp_robust_se_times_rq,false,1,[1| 837],16,0.7736549216492242,0.78892887261697,1.2706766666285274,0.42000008678499606,0.3973131740336037,0.43255543024636683,8.261969094038973e-6
427,multipoint,agp_robust_se_times_rq,false,1,[1| 837],16,0.4396674991842358,-10.376782135773146,100.76830372511606,0.42000008678499606,-0.27690278997106554,112.60575391783095,0.3601066700181478
428,multipoint,agp_robust_se_times_rq,false,26,[26| 837],17,0.775193712880534,0.8075422578368547,1.128755337000789,0.42000060743635137,0.39915759819127483,0.27255393122975086,4.633694269267056e-6
429,multipoint,agp_robust_se_times_rq,false,26,[26| 837],17,0.44848794506134276,-9.167052498792504,89.32123338461409,0.4199854849242327,-0.2500341582928961,99.70037585638566,0.1800047177489639
430,multipoint,agp_robust_se_times_rq,false,326,[326| 1124],18,0.8008381831084193,1.130645274555882,-0.3335185369551898,0.4210678481025323,0.44132171677972765,1.376007369735276,9.733513227622308e-6
431,multipoint,agp_robust_se_times_rq,false,326,[326| 1124],18,-0.879528585209047,-11.909269558467933,24.398100088891482,0.31301993982299364,3.151303374864957,26.506313516224896,1.0e15
432,multipoint,agp_robust_se_times_rq,false,58,[58| 837],19,0.4605164743094514,-7.865584660235979,77.06799725334093,0.4198566061844304,-0.2221339121279037,85.88612993612281,0.08374241440877064
433,multipoint,agp_robust_se_times_rq,false,58,[58| 837],19,0.776843076981747,0.827433953334673,0.9772065894279779,0.4200051329277244,0.4013212077263422,0.10169852246671689,2.48550355905707e-6
434,multipoint,agp_robust_se_times_rq,false,101,[101| 837],20,0.4785911243416654,-6.401629245193968,63.395745509034874,0.4193721803214435,-0.18779737937254223,70.47209189293672,0.03280926602851036
435,multipoint,agp_robust_se_times_rq,false,101,[101| 837],20,0.7783775455877862,0.8458856221394377,0.8367388611167953,0.42001890901870864,0.4035403880695485,0.05666419265299291,2.922747660299875e-6
436,single_point,s3_se,false,1,,,0.7040464322816813,-32.62223315172364,-68.33995958559443,0.41989918028100337,0.4390290431015988,78.04617766132405,0.003456671102000592
437,single_point,s3_se,false,1,,,0.7040464322816814,-32.622233151723655,-68.33995958559447,0.41989918028100337,0.43902904310159907,78.0461776613241,0.003456671102000593
438,single_point,s3_se,false,26,,,0.7156908735943119,-30.566259771315956,-58.13029232669078,0.42144602332265146,0.3763018355885413,66.53584253290956,0.0036118467129713366
439,single_point,s3_se,false,26,,,0.7156908735943118,-30.566259771315956,-58.1302923266908,0.4214460233226514,0.37630183558854136,66.53584253290958,0.0036118467129713366
440,single_point,s3_se,false,58,,,0.7268261305417165,-25.733007074133,-40.58640653372835,0.4211700101641437,0.29942972334737883,46.756940849750116,0.00388316286557617
441,single_point,s3_se,false,58,,,0.7268261305417165,-25.73300707413301,-40.58640653372833,0.4211700101641436,0.2994297233473782,46.75694084975009,0.0038831628655761723
442,single_point,s3_se,false,101,,,0.735860042241022,-17.542453772452035,-19.082048780467414,0.4185752417022731,0.2375820203815759,22.51302004562279,0.0038084601479301612
443,single_point,s3_se,false,101,,,0.7358600422410221,-17.54245377245203,-19.0820487804674,0.4185752417022731,0.23758202038157614,22.513020045622774,0.00380846014793016
444,single_point,s3_se,false,156,,,0.7390325870113311,-9.283163440109194,-9.424399134281016,0.4156963849454669,0.2351527956517041,11.93423255607679,0.0021025920493455293
445,single_point,s3_se,false,156,,,0.7390325870113311,-9.283163440109194,-9.424399134281014,0.4156963849454668,0.2351527956517039,11.93423255607679,0.002102592049345525
446,single_point,s3_se,false,230,,,0.7330400424798942,-4.492358225283235,-26.136742309030012,0.41798699169945186,0.31748213007542736,30.46645130668547,0.0005150756400515685
447,single_point,s3_se,false,230,,,0.7330400424798942,-4.492358225283236,-26.136742309030016,0.41798699169945164,0.317482130075427,30.466451306685475,0.000515075640051567
448,single_point,s3_se,false,326,,,0.8065313101740973,1.7860847118865013,3.28863930348631,0.42067884491382745,0.4443758909630947,2.707597861878591,7.071534921041806e-5
449,single_point,s3_se,false,326,,,0.6289734810035756,-9.932145153519082,-192.18650318419526,0.43131448184545645,0.5337793955854069,217.67024034294843,0.00044533061774622626
450,single_point,s3_se,false,453,,,0.7905688763945045,1.2883125448622141,2.6517904733193953,0.41982416910467807,0.41788488363794357,1.9896172190748538,3.564066905213275e-5
451,single_point,s3_se,false,453,,,0.6077367247987562,1.956519515247574,277.81225037022256,0.4108867650902259,0.030243136796785884,312.20434089089355,0.42614509084980023
452,single_point,s3_se,false,619,,,0.7512531367942699,0.7273826731073891,1.0355824539299185,0.4334208816229353,0.3990809556329658,0.1675112220179465,0.0001259417603631151
453,single_point,s3_se,false,619,,,0.7512531367942699,0.7273826731073855,1.0355824539299243,0.4334208816229344,0.39908095563296564,0.167511222017953,0.00012594176036310434
454,single_point,s3_se,false,837,,,0.7719843947422902,0.7619590055375909,0.6713773947134636,0.4219574016917,0.39992079660645863,0.24309200145043566,1.808963835251255e-5
455,single_point,s3_se,false,837,,,-0.1875488895853053,-3.214629670060281,15.634969585980146,-0.02665203877840427,20.585697617570293,49.95469707319379,0.0023908072827533667
456,single_point,s3_se,false,1124,,,0.004444298041473262,-0.28716148441736755,-0.5107119294707754,-0.41257768379314574,-1428.994937847836,3538.1161827916726,0.004621621860256433
457,single_point,s3_se,false,1124,,,0.751278217691221,0.5159089188443302,2.030441775859831,0.42399405046599914,0.36839580986069376,1.2891113594812076,4.442944714298847e-5
458,single_point,s3_se,false,1501,,,0.016391867491730473,1.4707518012000675,-2.5253037761958366,-4.722797148812585,-2202.509809226929,5452.756953532003,0.027182371046568794
459,single_point,s3_se,false,1501,,,0.9429116806778359,1.9997740796791976,1.6875502875570374,0.2820771497328882,0.408013346419723,1.3554465013889254,0.001809469142270852
460,multipoint,s3_se,false,1,[1| 1501],1,0.6922929944484498,0.16964974095082574,1.4436235710995895,0.41989918028100337,0.28572229945486793,0.800176983567932,0.00017067128617287541
461,multipoint,s3_se,false,1,[1| 1501],1,0.04123981799526513,-5.950494554282479,1.5350869493785935,0.41989918028100337,-15.485856444893603,39.33132783389505,0.022470310524659018
462,multipoint,s3_se,false,26,[26| 1501],2,0.715353903566871,0.3384045601845613,1.4658806476327328,0.41990221422661067,0.318451720233318,0.6526275621564068,0.00011822550459367061
463,multipoint,s3_se,false,26,[26| 1501],2,0.043557751339452964,-5.785107943949523,1.458526813405066,0.4198889546398418,-14.621008359360577,37.190614750892514,0.019285253662057893
464,multipoint,s3_se,false,58,[58| 1501],3,0.7432912116955585,0.54272106659958,1.49290932000921,0.419930816539814,0.35666401913487805,0.6830995716000113,5.405257820000007e-5
465,multipoint,s3_se,false,58,[58| 1501],3,0.048228162290851036,-5.5289775571382025,1.3452013227423412,0.419761256974628,-13.200355551658621,33.674147405095596,0.015247425281461321
466,multipoint,s3_se,false,101,[101| 1501],4,0.7829375293780318,0.8324667574774339,1.5313741607983207,0.4200553759349763,0.4080720530211575,0.726464668318287,3.8695283474006755e-5
467,multipoint,s3_se,false,101,[101| 1501],4,0.061386461780520395,-5.08444503946878,1.1730218119445168,0.4190495236082632,-10.374138372142355,26.678560327085034,0.010261828412765003
468,multipoint,s3_se,false,156,[156| 1501],5,0.9637667647924908,2.151785310877534,1.7079979341047442,0.4212154015025752,0.595266785951096,1.5344938879594043,0.00040133506737106213
469,multipoint,s3_se,false,156,[156| 1501],5,0.15907178799768665,-3.8661265434530994,1.0000099387110406,0.4167528819438834,-3.4224158739011945,9.471326420547511,0.004161439555765289
470,multipoint,s3_se,false,230,[230| 1501],6,-0.02987806572622945,-4.458074003178034,0.3978453532776777,0.40399903036358464,31.105470079492356,75.99373782052562,0.005032072085059025
471,multipoint,s3_se,false,230,[230| 1501],6,0.7391211526903502,0.5122317701428948,1.4888706504162674,0.41943914272208416,0.34607257173992106,0.6785463928030072,7.92463038462249e-5
472,multipoint,s3_se,false,326,[326| 1501],7,0.0027806054106616334,-3.206909315752287,-0.10798961769080187,0.36996534646683255,-417.1420145112516,1033.5297388892366,0.0015386735816505484
473,multipoint,s3_se,false,326,[326| 1501],7,0.7720292513086062,0.7527682004996153,1.5207792738737467,0.4193215610929358,0.38945125178927,0.7145200381891169,4.823859773948018e-6
474,multipoint,s3_se,false,1,[1| 1124],8,0.2857774942181421,-6.194726416653477,17.416477052004286,0.41989918028100337,-1.1353773496574096,18.635261614435496,0.013655542146086079
