case_id	system	comparison_run	config_key	config_label	phase	method	lambda	delta	tol_profile	status	reason	research_analysis_mode	raw_candidate_count	imported_best_benchmark_rmse	analyzed_input_best_benchmark_rmse	analyzed_input_selected_benchmark_rmse	saved_amigo_rmse	saved_nopolish_rmse	saved_polish_rmse	selected_benchmark_rmse	selected_benchmark_max_rel_err	best_benchmark_rmse	best_benchmark_max_rel_err	selected_local_rel_rmse	best_local_rel_rmse	runtime_seconds
brusselator_4_1em4	brusselator	5	fastlm_log_control	Bounded FastLM log-space λ=0	control	fastlm_log	0.0		baseline	ok		ungated	20	20.334331466217744	20.334331466217744	78272.25994228368	2.6765462279822985	0.0005358578125155483	20.334331466217744	6.768876241670398	30.05590062111802	6.768876241670398	30.05590062111802	17.176127789378516	17.176127789378516	22.923055655
brusselator_4_1em4	brusselator	5	lso_phase_a_lambda_0	LSO LM log-space λ=0, Δ=10, baseline tol	phase_a	lso_log	0.0	10.0	baseline	ok		ungated	20	20.334331466217744	20.334331466217744	78272.25994228368	2.6765462279822985	0.0005358578125155483	20.334331466217744	6.768876241670398	30.05590062111802	6.768876241670398	30.05590062111802	17.176127789378516	17.176127789378516	7.256572599
brusselator_4_1em4	brusselator	5	lso_phase_a_lambda_1em04	LSO LM log-space λ=1e-04, Δ=10, baseline tol	phase_a	lso_log	0.0001	10.0	baseline	ok		ungated	20	20.334331466217744	20.334331466217744	78272.25994228368	2.6765462279822985	0.0005358578125155483	20.334331466217744	6.768876241670398	30.05590062111802	6.768876241670398	30.05590062111802	17.176127789378516	17.176127789378516	7.281376012
brusselator_4_1em4	brusselator	5	lso_phase_a_lambda_1em03	LSO LM log-space λ=1e-03, Δ=10, baseline tol	phase_a	lso_log	0.001	10.0	baseline	ok		ungated	20	20.334331466217744	20.334331466217744	78272.25994228368	2.6765462279822985	0.0005358578125155483	20.334331466217744	6.768876241670398	30.05590062111802	6.768876241670398	30.05590062111802	17.176127789378516	17.176127789378516	7.266851883
brusselator_4_1em4	brusselator	5	lso_phase_a_lambda_1em02	LSO LM log-space λ=1e-02, Δ=10, baseline tol	phase_a	lso_log	0.01	10.0	baseline	ok		ungated	20	20.334331466217744	20.334331466217744	78272.25994228368	2.6765462279822985	0.0005358578125155483	20.334331466217744	6.768876241670398	30.05590062111802	6.768876241670398	30.05590062111802	17.176127789378516	17.176127789378516	7.202239876
brusselator_4_1em4	brusselator	5	lso_phase_a_lambda_1em01	LSO LM log-space λ=1e-01, Δ=10, baseline tol	phase_a	lso_log	0.1	10.0	baseline	ok		ungated	20	20.334331466217744	20.334331466217744	78272.25994228368	2.6765462279822985	0.0005358578125155483	20.334331466217744	6.768876241670398	30.05590062111802	6.768876241670398	30.05590062111802	17.176127789378516	17.176127789378516	7.341415346
hiv_2_1em4	hiv	3	scalar_log_control	Scalar log-space λ=0	control	scalar_log	0.0		baseline	ok		ungated	251	2.256652800069876	2.256652800069876	235.76669804854288	0.149771519232908	2.2566528000698765	1.1031107637719835	0.5307112138891298	0.9885013978650821	0.2950254852224201	0.9850576438711489	0.9041516164920201	0.5322435176973114	755.692072103
hiv_2_1em4	hiv	3	fastlm_log_control	Bounded FastLM log-space λ=0	control	fastlm_log	0.0		baseline	ok		ungated	251	2.256652800069876	2.256652800069876	235.76669804854288	0.149771519232908	2.2566528000698765	1.1031107637719835	0.1497715132796933	0.9999827586206897	0.027853724777619975	0.12406308913697743	0.2582145880293474	0.04513386708764437	979.068737281
hiv_2_1em4	hiv	3	lso_phase_a_lambda_0	LSO LM log-space λ=0, Δ=10, baseline tol	phase_a	lso_log	0.0	10.0	baseline	ok		ungated	251	2.256652800069876	2.256652800069876	235.76669804854288	0.149771519232908	2.2566528000698765	1.1031107637719835	0.39304415424450634	2.5317721701074234	0.149771513284312	0.9999827586206897	0.7143335383034384	0.25821458806353265	6774.096381483
hiv_2_1em4	hiv	3	lso_phase_a_lambda_1em04	LSO LM log-space λ=1e-04, Δ=10, baseline tol	phase_a	lso_log	0.0001	10.0	baseline	ok		ungated	251	2.256652800069876	2.256652800069876	235.76669804854288	0.149771519232908	2.2566528000698765	1.1031107637719835	0.11130446043854236	0.7270863464570213	0.11128463734427647	0.7269502903182561	0.20458297306655865	0.20455150797737628	6293.08519465
hiv_2_1em4	hiv	3	lso_phase_a_lambda_1em03	LSO LM log-space λ=1e-03, Δ=10, baseline tol	phase_a	lso_log	0.001	10.0	baseline	ok		ungated	251	2.256652800069876	2.256652800069876	235.76669804854288	0.149771519232908	2.2566528000698765	1.1031107637719835	0.12938914501512833	0.968452563746406	0.12938914501512833	0.968452563746406	0.3330702003594781	0.3330702003594781	5706.109661416
hiv_2_1em4	hiv	3	lso_phase_a_lambda_1em02	LSO LM log-space λ=1e-02, Δ=10, baseline tol	phase_a	lso_log	0.01	10.0	baseline	ok		ungated	251	2.256652800069876	2.256652800069876	235.76669804854288	0.149771519232908	2.2566528000698765	1.1031107637719835	0.1776067918497942	2.181701851688914	0.1776067918497942	2.181701851688914	0.6222436178888244	0.6222436178888244	4701.251769194
hiv_2_1em4	hiv	3	lso_phase_a_lambda_1em01	LSO LM log-space λ=1e-01, Δ=10, baseline tol	phase_a	lso_log	0.1	10.0	baseline	ok		ungated	251	2.256652800069876	2.256652800069876	235.76669804854288	0.149771519232908	2.2566528000698765	1.1031107637719835	0.22924495288430466	3.033036444628762	0.22924495288430466	3.033036444628762	0.8539670509236992	0.8539670509236992	1970.437847567
hiv_7_1em4	hiv	8	scalar_log_control	Scalar log-space λ=0	control	scalar_log	0.0		baseline	ok		ungated	256	5.403962474896902	5.403962474896902	96.2628878237528	0.19457038714391597	5.403962474896902	1.356534926925259	0.4153604957263658	0.9881495905430409	0.2443074634152419	0.9866838348147845	0.889211045938009	0.5029320804988624	634.519674434
hiv_7_1em4	hiv	8	fastlm_log_control	Bounded FastLM log-space λ=0	control	fastlm_log	0.0		baseline	ok		ungated	256	5.403962474896902	5.403962474896902	96.2628878237528	0.19457038714391597	5.403962474896902	1.356534926925259	0.19457038213363229	0.9999866844207723	0.15361234444285554	0.787841141160481	0.26469568105181074	0.21161119714248303	533.430502236
hiv_7_1em4	hiv	8	lso_phase_a_lambda_0	LSO LM log-space λ=0, Δ=10, baseline tol	phase_a	lso_log	0.0	10.0	baseline	ok		ungated	256	5.403962474896902	5.403962474896902	96.2628878237528	0.19457038714391597	5.403962474896902	1.356534926925259	0.1945703821273223	0.9999866844207723	0.19447012276211045	0.9994678551160339	0.2646956809909909	0.2645650178224145	10447.201483859
hiv_7_1em4	hiv	8	lso_phase_a_lambda_1em04	LSO LM log-space λ=1e-04, Δ=10, baseline tol	phase_a	lso_log	0.0001	10.0	baseline	ok		ungated	256	5.403962474896902	5.403962474896902	96.2628878237528	0.19457038714391597	5.403962474896902	1.356534926925259	0.10600760446711023	1.198729143989062	0.10600760446711023	1.198729143989062	0.3494891595301598	0.3494891595301598	4983.87329614
hiv_7_1em4	hiv	8	lso_phase_a_lambda_1em03	LSO LM log-space λ=1e-03, Δ=10, baseline tol	phase_a	lso_log	0.001	10.0	baseline	ok		ungated	256	5.403962474896902	5.403962474896902	96.2628878237528	0.19457038714391597	5.403962474896902	1.356534926925259	0.169555662144473	2.7523736042140334	0.169555662144473	2.7523736042140334	0.7405596710865214	0.7405596710865214	2859.057603402
hiv_7_1em4	hiv	8	lso_phase_a_lambda_1em02	LSO LM log-space λ=1e-02, Δ=10, baseline tol	phase_a	lso_log	0.01	10.0	baseline	ok		ungated	256	5.403962474896902	5.403962474896902	96.2628878237528	0.19457038714391597	5.403962474896902	1.356534926925259	0.2328557826686895	4.046011253756234	0.2328557826686895	4.046011253756234	1.0800095104233454	1.0800095104233454	1326.593934626
hiv_7_1em4	hiv	8	lso_phase_a_lambda_1em01	LSO LM log-space λ=1e-01, Δ=10, baseline tol	phase_a	lso_log	0.1	10.0	baseline	ok		ungated	256	5.403962474896902	5.403962474896902	96.2628878237528	0.19457038714391597	5.403962474896902	1.356534926925259	0.26693916830572495	4.417126062213219	0.26693916830572495	4.417126062213219	1.2125043481203455	1.2125043481203455	709.329128323
crauste_4_1em4	crauste	5	scalar_log_control	Scalar log-space λ=0	control	scalar_log	0.0		baseline	ok		ungated	1	0.21649914007806018	0.21649914007806018	0.21649914007806018	0.18655426058167765	0.2164991400780602	1.2662834120192192	0.33678518996164863	1.2316559837968561	0.21649914007806018	1.3507847538447368	0.6672960995043159	0.41096358378865505	149.466177704
crauste_4_1em4	crauste	5	fastlm_log_control	Bounded FastLM log-space λ=0	control	fastlm_log	0.0		baseline	ok		ungated	1	0.21649914007806018	0.21649914007806018	0.21649914007806018	0.18655426058167765	0.2164991400780602	1.2662834120192192	0.15475214642718388	0.8292193172859984	0.15475214642718388	0.8292193172859984	0.27523171289022247	0.27523171289022247	10.672300899
crauste_4_1em4	crauste	5	lso_phase_a_lambda_0	LSO LM log-space λ=0, Δ=10, baseline tol	phase_a	lso_log	0.0	10.0	baseline	ok		ungated	1	0.21649914007806018	0.21649914007806018	0.21649914007806018	0.18655426058167765	0.2164991400780602	1.2662834120192192	0.18655185620967202	0.999981617647059	0.18655185620967202	0.999981617647059	0.33189723334427695	0.33189723334427695	69.24459578
crauste_4_1em4	crauste	5	lso_phase_a_lambda_1em04	LSO LM log-space λ=1e-04, Δ=10, baseline tol	phase_a	lso_log	0.0001	10.0	baseline	ok		ungated	1	0.21649914007806018	0.21649914007806018	0.21649914007806018	0.18655426058167765	0.2164991400780602	1.2662834120192192	0.18229346624498446	0.9771566858424621	0.18229346624498446	0.9771566858424621	0.3243278019321398	0.3243278019321398	65.53622419
crauste_4_1em4	crauste	5	lso_phase_a_lambda_1em03	LSO LM log-space λ=1e-03, Δ=10, baseline tol	phase_a	lso_log	0.001	10.0	baseline	ok		ungated	1	0.21649914007806018	0.21649914007806018	0.21649914007806018	0.18655426058167765	0.2164991400780602	1.2662834120192192	0.16316745781299408	0.8746395616930102	0.16316745781299408	0.8746395616930102	0.29033223124324414	0.29033223124324414	60.366615693
crauste_4_1em4	crauste	5	lso_phase_a_lambda_1em02	LSO LM log-space λ=1e-02, Δ=10, baseline tol	phase_a	lso_log	0.01	10.0	baseline	ok		ungated	1	0.21649914007806018	0.21649914007806018	0.21649914007806018	0.18655426058167765	0.2164991400780602	1.2662834120192192	0.09966445425797689	0.5342217133557109	0.09966445425797689	0.5342217133557109	0.17749303003063963	0.17749303003063963	47.829997177
crauste_4_1em4	crauste	5	lso_phase_a_lambda_1em01	LSO LM log-space λ=1e-01, Δ=10, baseline tol	phase_a	lso_log	0.1	10.0	baseline	ok		ungated	1	0.21649914007806018	0.21649914007806018	0.21649914007806018	0.18655426058167765	0.2164991400780602	1.2662834120192192	0.015496467724528526	0.08226759989244928	0.015496467724528526	0.08226759989244928	0.028885624310929708	0.028885624310929708	27.686644999
crauste_2_1em4	crauste	3	scalar_log_control	Scalar log-space λ=0	control	scalar_log	0.0		baseline	ok		ungated	19	25.974128606002424	25.974128606002424	5.278528167382495e6	0.2877175152913365	25.974128606002424	1.7349726369106897	1.9845346645830055	9.945699408972462	0.4277122000605938	2.9732515920080598	2.65286047056116	1.0403857318530816	555.935015663
crauste_2_1em4	crauste	3	fastlm_log_control	Bounded FastLM log-space λ=0	control	fastlm_log	0.0		baseline	ok		ungated	19	25.974128606002424	25.974128606002424	5.278528167382495e6	0.2877175152913365	25.974128606002424	1.7349726369106897	2.254283748563937	11.903225806451614	0.9854485964521476	6.083234962045943	2.934009187836417	1.640802105347481	142.987561316
crauste_2_1em4	crauste	3	lso_phase_a_lambda_0	LSO LM log-space λ=0, Δ=10, baseline tol	phase_a	lso_log	0.0	10.0	baseline	ok		ungated	19	25.974128606002424	25.974128606002424	5.278528167382495e6	0.2877175152913365	25.974128606002424	1.7349726369106897	0.7535089002090628	13.694257633820941	0.6967923210144775	11.220536528938133	3.396891820756356	2.8286111387791864	7245.861410971
crauste_2_1em4	crauste	3	lso_phase_a_lambda_1em04	LSO LM log-space λ=1e-04, Δ=10, baseline tol	phase_a	lso_log	0.0001	10.0	baseline	ok		ungated	19	25.974128606002424	25.974128606002424	5.278528167382495e6	0.2877175152913365	25.974128606002424	1.7349726369106897	0.7534285353571618	13.692086819850175	0.696936522281837	11.225985696161041	3.396374545871449	2.8298677190843295	7648.389924195
crauste_2_1em4	crauste	3	lso_phase_a_lambda_1em03	LSO LM log-space λ=1e-03, Δ=10, baseline tol	phase_a	lso_log	0.001	10.0	baseline	ok		ungated	19	25.974128606002424	25.974128606002424	5.278528167382495e6	0.2877175152913365	25.974128606002424	1.7349726369106897	0.7533301005970852	13.688667106306537	0.6968652520605092	11.22326883939892	3.395574715611329	2.829241594528402	7614.542860495
crauste_2_1em4	crauste	3	lso_phase_a_lambda_1em02	LSO LM log-space λ=1e-02, Δ=10, baseline tol	phase_a	lso_log	0.01	10.0	baseline	ok		ungated	19	25.974128606002424	25.974128606002424	5.278528167382495e6	0.2877175152913365	25.974128606002424	1.7349726369106897	0.7539117719808797	13.708907849910652	0.6969373526562486	11.225545559202104	3.4003080351317956	2.82977346826494	7370.259997361
crauste_2_1em4	crauste	3	lso_phase_a_lambda_1em01	LSO LM log-space λ=1e-01, Δ=10, baseline tol	phase_a	lso_log	0.1	10.0	baseline	ok		ungated	19	25.974128606002424	25.974128606002424	5.278528167382495e6	0.2877175152913365	25.974128606002424	1.7349726369106897	0.7535626784351124	13.696326983285042	0.6968099359021451	11.22061059038993	3.3973727297527248	2.828637324556569	7291.12731966
brusselator_3_1em4	brusselator	4	scalar_log_control	Scalar log-space λ=0	control	scalar_log	0.0		baseline	ok		ungated	20	2.2645680174686134	2.2645680174686134	4.363550752997529	0.45927532494568923	20.334331466217744	2.2645680174686134	0.3122778935045773	0.9850396313392192	0.3122778935045773	0.9850396313392192	0.8160802095279999	0.8160802095279999	571.622542437
brusselator_3_1em4	brusselator	4	fastlm_log_control	Bounded FastLM log-space λ=0	control	fastlm_log	0.0		baseline	ok		ungated	20	2.2645680174686134	2.2645680174686134	4.363550752997529	0.45927532494568923	20.334331466217744	2.2645680174686134	6.8287147509652195	36.59398496240602	2.2645680174686134	6.6922556480900015	21.290808010776665	5.237547661749929	5.727616336
brusselator_3_1em4	brusselator	4	lso_phase_a_lambda_0	LSO LM log-space λ=0, Δ=10, baseline tol	phase_a	lso_log	0.0	10.0	baseline	ok		ungated	20	2.2645680174686134	2.2645680174686134	4.363550752997529	0.45927532494568923	20.334331466217744	2.2645680174686134	6.8287147509652195	36.59398496240602	2.2645680174686134	6.6922556480900015	21.290808010776665	5.237547661749929	6.315467117
brusselator_3_1em4	brusselator	4	lso_phase_a_lambda_1em04	LSO LM log-space λ=1e-04, Δ=10, baseline tol	phase_a	lso_log	0.0001	10.0	baseline	ok		ungated	20	2.2645680174686134	2.2645680174686134	4.363550752997529	0.45927532494568923	20.334331466217744	2.2645680174686134	6.8287147509652195	36.59398496240602	2.2645680174686134	6.6922556480900015	21.290808010776665	5.237547661749929	6.260888183
brusselator_3_1em4	brusselator	4	lso_phase_a_lambda_1em03	LSO LM log-space λ=1e-03, Δ=10, baseline tol	phase_a	lso_log	0.001	10.0	baseline	ok		ungated	20	2.2645680174686134	2.2645680174686134	4.363550752997529	0.45927532494568923	20.334331466217744	2.2645680174686134	6.8287147509652195	36.59398496240602	2.2645680174686134	6.6922556480900015	21.290808010776665	5.237547661749929	6.550274831
brusselator_3_1em4	brusselator	4	lso_phase_a_lambda_1em02	LSO LM log-space λ=1e-02, Δ=10, baseline tol	phase_a	lso_log	0.01	10.0	baseline	ok		ungated	20	2.2645680174686134	2.2645680174686134	4.363550752997529	0.45927532494568923	20.334331466217744	2.2645680174686134	6.8287147509652195	36.59398496240602	2.2645680174686134	6.6922556480900015	21.290808010776665	5.237547661749929	6.954289314
brusselator_3_1em4	brusselator	4	lso_phase_a_lambda_1em01	LSO LM log-space λ=1e-01, Δ=10, baseline tol	phase_a	lso_log	0.1	10.0	baseline	ok		ungated	20	2.2645680174686134	2.2645680174686134	4.363550752997529	0.45927532494568923	20.334331466217744	2.2645680174686134	9.606318207305023	36.59398496240602	2.2645680174686134	6.6922556480900015	26.45522640629869	5.237547661749929	5.324899782
seir_3_1em4	seir	4	scalar_log_control	Scalar log-space λ=0	control	scalar_log	0.0		baseline	ok		ungated	345	3.228605732071512	3.228605732071512	3.6461729932043996	0.07043501513654775	3.228605732071512	0.30190204918040964	0.24876633494782346	0.9743230517767225	0.1614545805433233	0.6221559345575596	0.6416682118105088	0.37318726731433716	571.953861089
seir_3_1em4	seir	4	fastlm_log_control	Bounded FastLM log-space λ=0	control	fastlm_log	0.0		baseline	ok		ungated	345	3.228605732071512	3.228605732071512	3.6461729932043996	0.07043501513654775	3.228605732071512	0.30190204918040964	0.050546223087905094	0.15621864756927537	0.038864151232310386	0.11852242673704183	0.08876118967174502	0.06908212582302987	141.245848199
seir_3_1em4	seir	4	lso_phase_a_lambda_0	LSO LM log-space λ=0, Δ=10, baseline tol	phase_a	lso_log	0.0	10.0	baseline	ok		ungated	345	3.228605732071512	3.228605732071512	3.6461729932043996	0.07043501513654775	3.228605732071512	0.30190204918040964	0.07541141422671369	0.2392162874521484	0.07048213448710841	0.23226517867732954	0.12990802745394447	0.12990802745394447	1966.982176064
seir_3_1em4	seir	4	lso_phase_a_lambda_1em04	LSO LM log-space λ=1e-04, Δ=10, baseline tol	phase_a	lso_log	0.0001	10.0	baseline	ok		ungated	345	3.228605732071512	3.228605732071512	3.6461729932043996	0.07043501513654775	3.228605732071512	0.30190204918040964	0.09514156024473847	0.30743726363263607	0.09514156024473847	0.30743726363263607	0.16243297619631683	0.16243297619631683	1329.512819105
seir_3_1em4	seir	4	lso_phase_a_lambda_1em03	LSO LM log-space λ=1e-03, Δ=10, baseline tol	phase_a	lso_log	0.001	10.0	baseline	ok		ungated	345	3.228605732071512	3.228605732071512	3.6461729932043996	0.07043501513654775	3.228605732071512	0.30190204918040964	0.09523056352242808	0.3079985437636386	0.09523056352242808	0.3079985437636386	0.16260396808080782	0.16260396808080782	1178.865840326
seir_3_1em4	seir	4	lso_phase_a_lambda_1em02	LSO LM log-space λ=1e-02, Δ=10, baseline tol	phase_a	lso_log	0.01	10.0	baseline	ok		ungated	345	3.228605732071512	3.228605732071512	3.6461729932043996	0.07043501513654775	3.228605732071512	0.30190204918040964	3.6461729932043996	24.815077471919864	0.09604069089824283	0.3125815711177737	9.471922490724587	0.16527132489835833	1135.309458061
seir_3_1em4	seir	4	lso_phase_a_lambda_1em01	LSO LM log-space λ=1e-01, Δ=10, baseline tol	phase_a	lso_log	0.1	10.0	baseline	ok		ungated	345	3.228605732071512	3.228605732071512	3.6461729932043996	0.07043501513654775	3.228605732071512	0.30190204918040964	3.6461729932043996	24.815077471919864	0.11292312179519552	0.41810319324458006	9.471922490724587	0.2501538931712942	737.019799967
biohydrogenation_4_1em4	biohydrogenation	5	scalar_log_control	Scalar log-space λ=0	control	scalar_log	0.0		baseline	ok		ungated	189	0.2869486192793021	0.2869486192793021	0.6065082500191735	0.11991686657847594	0.2869486192793021	0.43184435288150974	0.37405012975183205	0.9874213834830676	0.2869486192793021	1.5431130745763466	0.6213681200123071	0.5227036261920815	260.249734155
biohydrogenation_4_1em4	biohydrogenation	5	fastlm_log_control	Bounded FastLM log-space λ=0	control	fastlm_log	0.0		baseline	ok		ungated	189	0.2869486192793021	0.2869486192793021	0.6065082500191735	0.11991686657847594	0.2869486192793021	0.43184435288150974	0.262303222341874	0.9999874213836478	0.16765546604903156	0.9999544954947527	0.36210373255746003	0.36197704923192997	91.611609724
biohydrogenation_4_1em4	biohydrogenation	5	lso_phase_a_lambda_0	LSO LM log-space λ=0, Δ=10, baseline tol	phase_a	lso_log	0.0	10.0	baseline	ok		ungated	189	0.2869486192793021	0.2869486192793021	0.6065082500191735	0.11991686657847594	0.2869486192793021	0.43184435288150974	0.2536940379840659	0.9999874213836478	0.12206554468804942	0.46617147112589563	0.3440280123374484	0.20055392919373338	988.381286295
biohydrogenation_4_1em4	biohydrogenation	5	lso_phase_a_lambda_1em04	LSO LM log-space λ=1e-04, Δ=10, baseline tol	phase_a	lso_log	0.0001	10.0	baseline	ok		ungated	189	0.2869486192793021	0.2869486192793021	0.6065082500191735	0.11991686657847594	0.2869486192793021	0.43184435288150974	0.6065082500191735	4.204137148566263	0.18571714650111223	2.1937957354840742	1.7786389688071869	0.6157912162325452	88.992727075
biohydrogenation_4_1em4	biohydrogenation	5	lso_phase_a_lambda_1em03	LSO LM log-space λ=1e-03, Δ=10, baseline tol	phase_a	lso_log	0.001	10.0	baseline	ok		ungated	189	0.2869486192793021	0.2869486192793021	0.6065082500191735	0.11991686657847594	0.2869486192793021	0.43184435288150974	0.6065082500191735	4.204137148566263	0.1702553210082327	1.9126718563831049	1.7786389688071869	0.5228511715156788	57.339428938
biohydrogenation_4_1em4	biohydrogenation	5	lso_phase_a_lambda_1em02	LSO LM log-space λ=1e-02, Δ=10, baseline tol	phase_a	lso_log	0.01	10.0	baseline	ok		ungated	189	0.2869486192793021	0.2869486192793021	0.6065082500191735	0.11991686657847594	0.2869486192793021	0.43184435288150974	0.6065082500191735	4.204137148566263	0.17012563858730503	1.5851597789309366	1.7786389688071869	0.591183653932499	47.996819635
biohydrogenation_4_1em4	biohydrogenation	5	lso_phase_a_lambda_1em01	LSO LM log-space λ=1e-01, Δ=10, baseline tol	phase_a	lso_log	0.1	10.0	baseline	ok		ungated	189	0.2869486192793021	0.2869486192793021	0.6065082500191735	0.11991686657847594	0.2869486192793021	0.43184435288150974	0.6065082500191735	4.204137148566263	0.19216217097205418	1.8411401370289227	1.7786389688071869	0.5808833789747567	36.43981341
brusselator_7_1em4	brusselator	8	scalar_log_control	Scalar log-space λ=0	control	scalar_log	0.0		baseline	ok		ungated	0	Inf	Inf	Inf	2.1061706330517502	Inf	6.136867167067103	Inf	Inf	Inf	Inf	Inf	Inf	0.004752752
brusselator_7_1em4	brusselator	8	fastlm_log_control	Bounded FastLM log-space λ=0	control	fastlm_log	0.0		baseline	ok		ungated	0	Inf	Inf	Inf	2.1061706330517502	Inf	6.136867167067103	Inf	Inf	Inf	Inf	Inf	Inf	0.004102143
brusselator_7_1em4	brusselator	8	lso_phase_a_lambda_0	LSO LM log-space λ=0, Δ=10, baseline tol	phase_a	lso_log	0.0	10.0	baseline	ok		ungated	0	Inf	Inf	Inf	2.1061706330517502	Inf	6.136867167067103	Inf	Inf	Inf	Inf	Inf	Inf	0.003385732
brusselator_7_1em4	brusselator	8	lso_phase_a_lambda_1em04	LSO LM log-space λ=1e-04, Δ=10, baseline tol	phase_a	lso_log	0.0001	10.0	baseline	ok		ungated	0	Inf	Inf	Inf	2.1061706330517502	Inf	6.136867167067103	Inf	Inf	Inf	Inf	Inf	Inf	0.003479784
brusselator_7_1em4	brusselator	8	lso_phase_a_lambda_1em03	LSO LM log-space λ=1e-03, Δ=10, baseline tol	phase_a	lso_log	0.001	10.0	baseline	ok		ungated	0	Inf	Inf	Inf	2.1061706330517502	Inf	6.136867167067103	Inf	Inf	Inf	Inf	Inf	Inf	0.003672787
brusselator_7_1em4	brusselator	8	lso_phase_a_lambda_1em02	LSO LM log-space λ=1e-02, Δ=10, baseline tol	phase_a	lso_log	0.01	10.0	baseline	ok		ungated	0	Inf	Inf	Inf	2.1061706330517502	Inf	6.136867167067103	Inf	Inf	Inf	Inf	Inf	Inf	0.003671781
brusselator_7_1em4	brusselator	8	lso_phase_a_lambda_1em01	LSO LM log-space λ=1e-01, Δ=10, baseline tol	phase_a	lso_log	0.1	10.0	baseline	ok		ungated	0	Inf	Inf	Inf	2.1061706330517502	Inf	6.136867167067103	Inf	Inf	Inf	Inf	Inf	Inf	0.003460406
hiv_4_1em4	hiv	5	scalar_log_control	Scalar log-space λ=0	control	scalar_log	0.0		baseline	ok		ungated	172	12.680963612766515	12.680963612766515	188.2579194616824	0.9037001777101372	12.680963612766515	1.8079030749076195	1.5636544328035242	9.064345610167482	0.32895907789621054	0.9989665604714573	2.6661919519914687	0.5953204812906343	581.30599509
hiv_4_1em4	hiv	5	fastlm_log_control	Bounded FastLM log-space λ=0	control	fastlm_log	0.0		baseline	ok		ungated	172	12.680963612766515	12.680963612766515	188.2579194616824	0.9037001777101372	12.680963612766515	1.8079030749076195	0.9035451243750342	5.8616406514661845	0.9035451243750342	5.8616406514661845	1.5134759430279445	1.5134759430279445	307.954287813
hiv_4_1em4	hiv	5	lso_phase_a_lambda_0	LSO LM log-space λ=0, Δ=10, baseline tol	phase_a	lso_log	0.0	10.0	baseline	ok		ungated	172	12.680963612766515	12.680963612766515	188.2579194616824	0.9037001777101372	12.680963612766515	1.8079030749076195	0.9035450157662426	5.8616399468772995	0.9035450157662426	5.8616399468772995	1.5134757611036675	1.5134757611036675	11489.675525325
hiv_4_1em4	hiv	5	lso_phase_a_lambda_1em04	LSO LM log-space λ=1e-04, Δ=10, baseline tol	phase_a	lso_log	0.0001	10.0	baseline	ok		ungated	172	12.680963612766515	12.680963612766515	188.2579194616824	0.9037001777101372	12.680963612766515	1.8079030749076195	0.28937614492531416	1.8771798012046594	0.28934544879878776	1.8769806503308548	0.484726593672813	0.48467517736378485	12302.841370284
hiv_4_1em4	hiv	5	lso_phase_a_lambda_1em03	LSO LM log-space λ=1e-03, Δ=10, baseline tol	phase_a	lso_log	0.001	10.0	baseline	ok		ungated	172	12.680963612766515	12.680963612766515	188.2579194616824	0.9037001777101372	12.680963612766515	1.8079030749076195	0.11627264005894411	0.7472183782594216	0.11627264005894411	0.7472183782594216	0.19593422393241977	0.19593422393241977	10213.406464615
hiv_4_1em4	hiv	5	lso_phase_a_lambda_1em02	LSO LM log-space λ=1e-02, Δ=10, baseline tol	phase_a	lso_log	0.01	10.0	baseline	ok		ungated	172	12.680963612766515	12.680963612766515	188.2579194616824	0.9037001777101372	12.680963612766515	1.8079030749076195	0.12485056936221044	0.681966962168638	0.12485056936221044	0.681966962168638	0.22884196209958516	0.22884196209958516	10783.154710765
hiv_4_1em4	hiv	5	lso_phase_a_lambda_1em01	LSO LM log-space λ=1e-01, Δ=10, baseline tol	phase_a	lso_log	0.1	10.0	baseline	ok		ungated	172	12.680963612766515	12.680963612766515	188.2579194616824	0.9037001777101372	12.680963612766515	1.8079030749076195	0.1723775768838286	1.152638472641069	0.1723775768838286	1.152638472641069	0.3536115084936498	0.3536115084936498	6773.481460135
