rank,err,max_rel_err,k5,k6,k7,k8,k9,k10,x4,x5,x6,x7
44,1.6136682117774209e-7,9.80271732288185,0.4760026387466098,0.3970063805962286,0.1153731057208336,0.00010168864835556461,0.015399630738575474,5.011872585877703,0.6390001474909874,0.8410983392341536,4.288678777184095,0.9915410086949407
45,1.6136682139392101e-7,9.802699849726741,0.4760026387466072,0.3970063805962204,0.11537310755181084,0.00010344336086331799,0.01539964783677429,5.011872585877086,0.6390001474909877,0.84109833923444,4.288671840341516,0.9845834838407285
46,1.6136682174291982e-7,9.802670259912816,0.47600263874659293,0.3970063805961824,0.11537311065386022,0.00010641457872855786,0.015399676787239783,5.011872585876056,0.6390001474909874,0.8410983392349163,4.288660093185388,0.9401375558517281
47,1.6136682321173096e-7,9.80254647806669,0.4760026387465552,0.39700638059607696,0.11537312362803094,0.00011884445390259281,0.01539979790432474,5.011872585871735,0.639000147490987,0.8410983392369267,4.288610951792476,0.9788882893305827
48,1.6136682956984555e-7,9.8020104821945,0.4760026387463866,0.39700638059560966,0.11537317981313601,0.00017266726593837196,0.01540032237710825,5.011872585853039,0.639000147490985,0.841098339245619,4.288398161431217,0.9999993048259609
49,1.6136683090701501e-7,9.801897703691774,0.4760026387463495,0.3970063805955078,0.115373191635079,0.00018399215330836455,0.015400432737316084,5.011872585849105,0.6390001474909847,0.8410983392474533,4.288353388365635,0.999998706348525
50,1.6136684736187904e-7,9.80051165560385,0.47600263874591986,0.397006380594316,0.11537333694115544,0.00032317419049976605,0.01540178920216454,5.011872585800737,0.6390001474909801,0.841098339270024,4.287803127274729,0.5690342763003734
51,1.6136686360506822e-7,9.799144268314306,0.4760026387455011,0.39700638059315296,0.11537348030989489,0.0004604823160135999,0.015403127677336507,5.0118725857529824,0.6390001474909763,0.8410983392924133,4.28726027452078,0.999999152628934
52,1.6136686872588592e-7,9.798714138780904,0.4760026387453729,0.3970063805927963,0.11537352541210272,0.0005036743900155598,0.01540354876885061,5.011872585737949,0.639000147490975,0.8410983392994836,4.287089513096019,0.9999992461135719
53,1.6136688234490114e-7,9.797569632241425,0.4760026387450336,0.39700638059185134,0.1153736454298729,0.0006186017572524312,0.015404669361043163,5.011872585697917,0.6390001474909722,0.8410983393183651,4.286635143999846,0.9999993441194459
54,1.6136688976410274e-7,9.79694662682233,0.4760026387448524,0.39700638059134596,0.11537371076612428,0.0006811617650184892,0.015405279429540406,5.011872585676116,0.6390001474909708,0.8410983393286823,4.286387810848465,0.9999998516169154
55,1.6136693133038505e-7,9.79346299331772,0.4760026387438697,0.39700638058859666,0.11537407616763311,0.0010309766269847415,0.015408691789938186,5.011872585553953,0.639000147490965,0.8410983393869162,4.285004808347135,0.9999977675741553
56,1.6136694027612484e-7,9.792714688429863,0.47600263874366766,0.39700638058802856,0.11537415467205414,0.0011061190221846465,0.015409425021021909,5.011872585527661,0.6390001474909643,0.8410983393995459,4.284707731306656,0.9999997083271873
57,1.6136694635154917e-7,9.792207305165508,0.476002638743533,0.39700638058765036,0.11537420790431675,0.0011570688710777623,0.015409922231036911,5.011872585509821,0.6390001474909639,0.8410983394081339,4.284506300150707,0.9999993101858159
58,1.6136695103652615e-7,9.791770941550682,0.47600263881480037,0.3970063807667094,0.11537404476680452,0.00119846189635585,0.01541103014924288,5.011872589691168,0.6390001474951088,0.8410983413690648,4.284333063795621,0.9999977381990253
59,1.613669560354819e-7,9.791398184466868,0.4760026387433166,0.39700638058704135,0.11537429279815645,0.0012383182711437752,0.015410715208024913,5.011872585481354,0.6390001474909632,0.8410983394218711,4.284185079233347,0.9999986729254126
60,1.6136695765818777e-7,9.791262914267493,0.4760026387432829,0.39700638058694554,0.11537430699120972,0.001251901716493385,0.01541084778951245,5.011872585476592,0.6390001474909635,0.841098339424173,4.284131376964195,0.9999998275877172
61,1.6136696055332317e-7,9.791021171832371,0.4760026387432191,0.397006380586766,0.11537433235657261,0.0012761767437632916,0.01541108473227807,5.0118725854680815,0.6390001474909631,0.8410983394282898,4.284035405217452,0.9999986755623785
62,1.6136696247385775e-7,9.79086096359684,0.4760026387431784,0.397006380586651,0.11537434916706285,0.0012922643796020989,0.015411241764487705,5.011872585462441,0.6390001474909631,0.841098339431019,4.283971802547946,0.9999988379715297
63,1.613669656821096e-7,9.790593352423956,0.4760026387431073,0.3970063805864515,0.1153743772475823,0.0013191371073605531,0.015411504079499878,5.011872585453014,0.639000147490963,0.8410983394355859,4.283865560912311,0.9999988578153983
64,1.6136697536540555e-7,9.789785133852634,0.47600263874289944,0.3970063805858635,0.1153744620584543,0.001400296009779074,0.015412296366557719,5.011872585424541,0.6390001474909628,0.8410983394494065,4.2835446981394965,1.0
65,1.6136697646619453e-7,9.78969391124087,0.4760026387428772,0.39700638058580084,0.11537447163125425,0.0014094563314843368,0.015412385797329075,5.01187258542132,0.6390001474909629,0.8410983394509699,4.283508482762626,0.9999997682851035
66,1.613669822038343e-7,9.789215456611892,0.476002638742759,0.3970063805854665,0.11537452184114438,0.0014575013695921576,0.015412854873597802,5.011872585404449,0.6390001474909628,0.8410983394591803,4.283318536274922,0.9999997277124496
67,1.6136698576200806e-7,9.78891880929615,0.47600263874268245,0.3970063805852503,0.11537455297289817,0.001487289838446183,0.015413145723308808,5.0118725853939825,0.6390001474909628,0.8410983394642786,4.283200767290572,0.9999997432443117
68,1.6136699577717438e-7,9.788084935616139,0.4760026387424768,0.3970063805846668,0.11537464048807716,0.0015710250784977768,0.01541396337081627,5.011872585364555,0.6390001474909628,0.8410983394786493,4.282869719439607,0.9999996583031722
69,1.613670970921233e-7,9.77968720415361,0.47600263874060034,0.3970063805792867,0.11537552217297127,0.002414305080175848,0.015422203492492596,5.011872585066793,0.6390001474909756,0.841098339626368,4.2795358200489835,1.0226316336395647
70,1.6136711468048682e-7,9.778236526696938,0.47600263874031196,0.39700638057844745,0.11537567454438204,0.00255997923078035,0.015423628011283547,5.01187258501511,0.6390001474909797,0.8410983396524361,4.278959901098685,1.9952623149688807e-5
71,1.6136711595301065e-7,9.778131916533496,0.4760026387402925,0.3970063805783904,0.11537568553269627,0.0025704839910195947,0.015423730747632319,5.01187258501138,0.6390001474909801,0.8410983396543222,4.278918370863798,1.000196639127728
72,1.6136712880592872e-7,9.777072928155379,0.47600263874008886,0.39700638057779597,0.11537579677587269,0.0026768256523107617,0.015424770856125916,5.011872584973597,0.6390001474909835,0.8410983396734619,4.278497952477686,1.9952623149688807e-5
73,1.6136815439223914e-7,9.695940692550181,0.47600263873810816,0.39700638056670357,0.11538435499874262,0.01082435581964567,0.015504940034522456,5.011872581986668,0.6390001474919836,0.8410983413442377,4.246288454942422,0.3393747449928731
74,1.6136823128530464e-7,9.690107298421447,0.47600263873865695,0.39700638056765597,0.1153849736310161,0.011410197907269007,0.015510739306782543,5.011872581767444,0.6390001474920929,0.8410983414745727,4.243972597473315,0.33826389631326137
75,1.6138677329676134e-7,8.756025327682108,0.476002638589196,0.3970063801211748,0.11549265692648414,0.10531511245580487,0.016495834111881293,5.011871711510577,0.6390001474963038,0.8410983581365337,3.8731420550897973,0.9999964876625547
76,1.6141140340600528e-7,8.042026382871965,0.4760026384393724,0.3970063796963499,0.11558784121726774,0.17723798563778537,0.017332789768616887,5.011871225016244,0.6390001474962367,0.8410983672751942,3.5896844740001708,1.0
77,1.6638325880260286e-7,5.126985614426036,0.4760026681534815,0.39700645924793226,0.11954422195264332,1.1185350446085947,0.03723113851488395,5.011874232600497,0.6390001482552716,0.8410971728630688,0.0005724630201167521,0.9999999786206433
78,1.663857940467086e-7,5.126985541913939,0.47600266818943987,0.3970064593417678,0.11954555982508701,1.118687176241326,0.03723523968833447,5.011874173285602,0.6390001482566883,0.8410971724774632,2.3432760735285775e-5,1.9952623149688807e-5
79,1.6638581007794926e-7,5.126985490898156,0.47600266818708636,0.39700645933581896,0.11954556949372089,1.1186881556627701,0.03723519773181107,5.011874131554691,0.639000148256554,0.8410971723919313,1.9962207963654005e-5,1.0500304083089653
80,0.00019623489051536435,5.260840917772037,0.47585799595641093,0.3964628496171229,0.11339644027459224,1.041832430585101,4.570413869973587,0.006712335114989246,0.639004772045459,0.8411229610180212,0.08023535039063337,0.9586866232260898
81,0.0005502590310161984,6.316150248006412,0.47585584209904336,0.39648623919344206,0.1138125776074492,1.0472900959958165,5.340789681044681,0.005966087360892301,0.639001281309616,0.8410528066362299,0.07101181326429029,0.9602566866095595
82,1.5e15,12.698630136986301,0.4760217757889985,0.39706451899689393,0.1078835086890961,0.9710829276031477,10.0,0.002611371040163924,0.639000386499263,0.8412068262549618,0.042363372719997815,0.9396048356539967
83,1.5e15,12.698630136986301,0.4760219872262522,0.3970649077826361,0.1076870805152094,0.967615547955229,10.0,0.001641299487154489,0.639000399673944,0.841490293021522,9.999999999999997e-6,0.9731839317232364
84,1.5e15,12.698630136986301,0.4760207343672857,0.39706092654717223,0.10761338269372732,0.9631867709440756,10.0,0.003163376804335341,0.6390003800151431,0.8412568912001556,0.054639384571563594,0.9192151490267317
85,1.5e15,12.698630136986301,0.4759913426269101,0.3969722766312975,0.1091840090848108,1.0038223140248532,10.0,0.0011811696257461078,0.6390000109835513,0.8410188822766953,0.011285686485248978,0.9924409940422426
86,1.5e15,12.698630136986301,0.4759917917173232,0.3969731023733035,0.10902804085128222,1.0003262489340465,10.0,0.0009811884776961405,0.6390000189080877,0.8410406903150855,0.006195822092878926,0.9913103161202846
87,1.5e15,12.698630136986301,0.47599221022044624,0.39697387187448246,0.10886307270504367,0.996651655736297,10.0,0.0007530980023754593,0.6390000291232831,0.8410836217877836,9.999999999999997e-6,1.0007784021099586
88,1.5e15,12.698630136986301,0.47601817224268905,0.3970580149080831,0.10833541350720315,0.9816786790689844,10.0,0.003195360928641479,0.6390002243195206,0.8410590272063371,0.05197040183453437,0.9547695683489873
89,1.5e15,12.698630136986301,0.4760205528272136,0.39706239227021173,0.10815449779558127,0.9780289709193112,10.0,0.0025159695546883368,0.639000310501247,0.8411315046448931,0.03947722864978497,0.9526540568223691
90,1.5e15,12.698630136986301,0.47602192561539874,0.39706491652043246,0.1079452517979366,0.9739101052410997,10.0,0.001728565952549855,0.6390003909273452,0.8412818750061227,0.019563835288748645,0.9542382902665679
91,1.5e15,12.698630136986301,0.4759905557429155,0.39696206583178395,0.1091882080540469,1.003832731350955,10.0,0.0012653332980268142,0.6390001395066963,0.8410160789788305,0.012493360254043333,0.9918965707702825
92,1.5e15,12.698630136986301,0.4759910939270137,0.39696305538045346,0.10903084813570992,1.0003773110164123,10.0,0.0009649923938735378,0.6390001489433943,0.8410398681771789,0.005716985128251373,0.9915541016720132
93,1.5e15,12.698630136986301,0.47599147398460023,0.3969637541849709,0.108863528332102,0.9966915249416631,10.0,0.0006774413957063092,0.6390001581357495,0.8410900583932223,9.999999999999997e-6,1.013570212355296
94,1.5e15,12.698630136986301,0.475977117965662,0.3969280590935478,0.10921638494377511,1.004215401641441,10.0,0.0012164016708119192,0.6389999542581684,0.841018753224358,0.011861061115435279,0.9922101172053154
95,1.5e15,12.698630136986301,0.4759782239220675,0.3969300925717175,0.10905918281776604,1.0006982992166356,10.0,0.001008246044626147,0.6389999737592138,0.8410404144397108,0.006793767552043373,0.9909775274219109
96,1.5e15,12.698630136986301,0.4759792253638273,0.3969319338829543,0.10889318165561745,0.9970062412739117,10.0,0.0007737252733135073,0.6389999981854262,0.841082521289109,9.999999999999997e-6,0.9989493132706084
97,1.4334906476101068e-7,1.069291657095838,0.47601624818705807,0.3970456192473823,0.10740123849535287,0.9194623297729285,1.3293625584264608,0.047992463816138795,0.6390002393438953,0.8409985955707664,0.29182409707103,0.8711717876373477
98,1.654534217831567e-7,1.197388147049404,0.47600266418099907,0.3970059258366509,0.10739084502095786,0.9235310708489741,1.604093347346065,0.03265773749774107,0.6390001431793882,0.8410009518666216,0.27345939961757315,0.8175929733110971
99,1.6789340322169543e-7,1.2008315427074423,0.47600626635918586,0.39701578481064764,0.10738527925602541,0.9234701317795733,1.606607026176433,0.032550933685091876,0.639000262720179,0.8410009245796967,0.27320636463752984,0.8176855989543746
100,1.775946364829936e-7,0.9335012006293933,0.47598550276000434,0.39696101822081564,0.10684215906317414,0.8917851748308202,1.0058325260839511,0.05439601788515623,0.6389992314455426,0.8410782950968249,0.36365198800901954,0.6574517544085846
