X(t),err,branch_size,post_polish_error,b,polish_source_hc_idx,a,Yc(t)
-1.0369253930458875,738018.2237836826,1.0,738018.2237836826,0.23130246647429764,-1.0,0.13229616026112068,0.7629423570030752
-0.15120631096072004,920641.677379767,1.0,920641.677379767,0.23318236783574406,-1.0,0.13617865402235482,0.4034346845577357
0.437237709206238,1.2538326404292467e6,2.0,1.2538326404292467e6,0.23872527302323343,-1.0,0.14687884504532903,0.9065462201572853
0.7363723561615456,1.5762863647817266e6,1.0,1.5762863647817266e6,0.2203384470411077,-1.0,0.10506216494893328,0.9147963762435001
-0.5683563988972544,6.648681534651531e6,1.0,6.648681534651531e6,0.20320979304536016,-1.0,0.1274886176764028,0.8670654199616382
0.665416479163303,1.1721179906733323e7,1.0,1.1721179906733323e7,0.11986962842137863,-1.0,0.07991003342373075,1.1991908129647233
-0.009822388481045115,1.8165734858924817e7,1.0,1.8165734858924817e7,0.26074326840819445,-1.0,0.1604308295255085,0.2761586862896173
0.46575733261832286,1.475987373994657e8,4.0,1.475987373994657e8,0.5706119253109437,-1.0,0.3662852760602588,0.84635838044842
0.39936458465378877,2.9513349349461466e8,1.0,2.9513349349461466e8,0.271115362308341,-1.0,0.17539056387138197,0.880024048848658
0.4317161083282263,9.447967206398778e8,2.0,9.447967206398778e8,0.6030174371616613,-1.0,0.418047833813802,0.8494870585302424
0.05802513778569432,1.5893695375553772e9,1.0,1.5893695375553772e9,0.2976952035188068,-1.0,0.19773416414967554,0.2582280352901769
0.09984114616344719,3.645485815937307e10,1.0,3.645485815937307e10,0.3276543937813061,-1.0,0.25078323814788045,0.2200060122121645
0.6668040354647313,1.501046257464342e13,1.0,1.501046257464342e13,0.36879357102763427,-1.0,0.17638706966826456,0.8039699318360535
0.39936458465378877,9.529080810351944e16,3.0,9.529080810351944e16,0.9158140913892736,-1.0,0.8761241864237088,0.880024048848658
0.39936458465378877,3.6518286600554967e18,1.0,3.6518286600554967e18,0.9771265502922434,-1.0,0.9978080580773103,0.880024048848658
0.5526624228004395,5.710828645203912e20,1.0,5.710828645203912e20,0.523086680619594,-1.0,0.32967713789261477,0.8530282841294621
0.39936458465378877,9.26816876371382e30,1.0,9.26816876371382e30,1.458670020354567,-1.0,1.4160501221868247,0.880024048848658
0.5326130388342861,7.944662913995964e33,1.0,7.944662913995964e33,0.78076541637639,-1.0,0.717441820490273,0.8802069862333872
1.3392169785518284e-5,53671.76928523932,10.0,53671.76928523932,0.2412480882177361,39.0,10.000000000000002,1.301569893032671e-5
