func,n,noise,strategy,order,nrmse,n_support
sin2pix,101,0.0,mmax15,2,4.674809557393377e-9,10
sin2pix,101,0.0,mmax15,3,4.9915862163132687e-8,10
sin2pix,101,0.0,mmax15,4,2.608080799544485e-7,10
sin2pix,101,0.0,mmax15,5,6.231697549997096e-6,10
sin2pix,101,0.0,mmax15,6,0.00019787555631018707,10
sin2pix,101,0.0,mmax15,7,0.040325050129396516,10
sin2pix,101,0.0,mmax20,0,8.747636005332624e-11,10
sin2pix,101,0.0,mmax20,1,5.484143613990406e-10,10
sin2pix,101,0.0,mmax20,2,6.271137127504006e-9,10
sin2pix,101,0.0,mmax20,3,6.545109582858715e-8,10
sin2pix,101,0.0,mmax20,4,3.53340689665727e-7,10
sin2pix,101,0.0,mmax20,5,9.593046253209419e-6,10
sin2pix,101,0.0,mmax20,6,0.00038586268709482835,10
sin2pix,101,0.0,mmax20,7,0.09963797207065368,10
sin2pix,101,0.0,mmax25,0,9.175296201918995e-11,10
sin2pix,101,0.0,mmax25,1,5.745009258797202e-10,10
sin2pix,101,0.0,mmax25,2,6.589091397275402e-9,10
sin2pix,101,0.0,mmax25,3,6.852419943251212e-8,10
sin2pix,101,0.0,mmax25,4,3.718478513987774e-7,10
sin2pix,101,0.0,mmax25,5,9.706181047476432e-6,10
sin2pix,101,0.0,mmax25,6,0.00021329457425327112,10
sin2pix,101,0.0,mmax25,7,0.0674707570358763,10
sin2pix,101,0.0,mmax30,0,9.443279506694328e-11,10
sin2pix,101,0.0,mmax30,1,5.905668485865841e-10,10
sin2pix,101,0.0,mmax30,2,6.789729919943669e-9,10
sin2pix,101,0.0,mmax30,3,7.047865248020782e-8,10
sin2pix,101,0.0,mmax30,4,3.8350562436109293e-7,10
sin2pix,101,0.0,mmax30,5,9.930862187080634e-6,10
sin2pix,101,0.0,mmax30,6,0.0003584653860444283,10
sin2pix,101,0.0,mmax30,7,0.12127247923745575,10
sin2pix,101,0.0,mmax40,0,9.62082681049361e-11,10
sin2pix,101,0.0,mmax40,1,6.013635764034816e-10,10
sin2pix,101,0.0,mmax40,2,6.9217634115901625e-9,10
sin2pix,101,0.0,mmax40,3,7.173597561256217e-8,10
sin2pix,101,0.0,mmax40,4,3.896458339784623e-7,10
sin2pix,101,0.0,mmax40,5,1.0202985853808734e-5,10
sin2pix,101,0.0,mmax40,6,0.00021280329204668793,10
sin2pix,101,0.0,mmax40,7,0.026714308383300037,10
sin2pix,101,0.0,bic,0,1.6750698323943047e-7,7
sin2pix,101,0.0,bic,1,1.3546814340569832e-6,7
sin2pix,101,0.0,bic,2,7.939402937391201e-6,7
sin2pix,101,0.0,bic,3,5.631841526604167e-5,7
sin2pix,101,0.0,bic,4,0.0008376799874105573,7
sin2pix,101,0.0,bic,5,0.006687387123934359,7
sin2pix,101,0.0,bic,6,0.029152584923053566,7
sin2pix,101,0.0,bic,7,0.09096597638534372,7
sin2pix,101,0.0,bisect,0,9.064459528769108e-10,8
sin2pix,101,0.0,bisect,1,5.020272170729091e-9,8
sin2pix,101,0.0,bisect,2,6.689909586120846e-8,8
sin2pix,101,0.0,bisect,3,3.768477646429972e-7,8
sin2pix,101,0.0,bisect,4,4.630396097297239e-6,8
sin2pix,101,0.0,bisect,5,8.266035928538128e-5,8
sin2pix,101,0.0,bisect,6,0.000665707163589096,8
sin2pix,101,0.0,bisect,7,0.008011138942730934,8
sin2pix,101,0.0,prune15,0,8.753733208700802e-5,15
sin2pix,101,0.0,prune15,1,0.001523492222739723,15
sin2pix,101,0.0,prune15,2,0.16554323932323067,15
sin2pix,101,0.0,prune15,3,35.96046688357207,15
sin2pix,101,0.0,prune15,4,9237.45345447597,15
sin2pix,101,0.0,prune15,5,3.3349006942939837e6,15
sin2pix,101,0.0,prune15,6,1.2848806619257507e9,15
sin2pix,101,0.0,prune15,7,6.494162789253452e11,15
sin2pix,101,0.0,prune20,0,1.42562755923105e-6,20
sin2pix,101,0.0,prune20,1,9.43369409652331e-5,20
sin2pix,101,0.0,prune20,2,0.05659130591924503,20
sin2pix,101,0.0,prune20,3,59.29641960326771,20
sin2pix,101,0.0,prune20,4,73647.16089950777,20
sin2pix,101,0.0,prune20,5,1.2856616884971964e8,20
sin2pix,101,0.0,prune20,6,2.39521728574027e11,20
sin2pix,101,0.0,prune20,7,5.853877683336809e14,20
sin2pix,101,0.0,prune25,0,1.2709960753660294e-6,25
sin2pix,101,0.0,prune25,1,0.00038374191898416795,25
sin2pix,101,0.0,prune25,2,0.35615343409356165,25
sin2pix,101,0.0,prune25,3,561.7517558132004,25
sin2pix,101,0.0,prune25,4,1.050860565310939e6,25
sin2pix,101,0.0,prune25,5,2.763069891883191e9,25
sin2pix,101,0.0,prune25,6,7.753294092474258e12,25
sin2pix,101,0.0,prune25,7,2.8540472578743516e16,25
sin2pix,101,1.0e-8,baseline,0,9.216167462343827e-9,58
sin2pix,101,1.0e-8,baseline,1,1.3073001991091185e-7,58
sin2pix,101,1.0e-8,baseline,2,1.4684475423828173e-5,58
sin2pix,101,1.0e-8,baseline,3,0.0013833442873434838,58
sin2pix,101,1.0e-8,baseline,4,0.3161437985298596,58
sin2pix,101,1.0e-8,baseline,5,84.59239451554038,58
sin2pix,101,1.0e-8,baseline,6,26822.24608011825,58
sin2pix,101,1.0e-8,baseline,7,1.1142851165376075e7,58
sin2pix,101,1.0e-8,adapt_k0.01,0,5.18881544484732e-9,8
sin2pix,101,1.0e-8,adapt_k0.01,1,2.6811292524918376e-8,8
sin2pix,101,1.0e-8,adapt_k0.01,2,1.2038222648732463e-7,8
sin2pix,101,1.0e-8,adapt_k0.01,3,1.2432612709742966e-6,8
sin2pix,101,1.0e-8,adapt_k0.01,4,9.623945485513191e-6,8
sin2pix,101,1.0e-8,adapt_k0.01,5,5.676422971911285e-5,8
sin2pix,101,1.0e-8,adapt_k0.01,6,0.0004476616438085019,8
sin2pix,101,1.0e-8,adapt_k0.01,7,0.0033950682827939543,8
sin2pix,101,1.0e-8,adapt_k0.1,0,5.18881544484732e-9,8
sin2pix,101,1.0e-8,adapt_k0.1,1,2.6811292524918376e-8,8
sin2pix,101,1.0e-8,adapt_k0.1,2,1.2038222648732463e-7,8
sin2pix,101,1.0e-8,adapt_k0.1,3,1.2432612709742966e-6,8
sin2pix,101,1.0e-8,adapt_k0.1,4,9.623945485513191e-6,8
sin2pix,101,1.0e-8,adapt_k0.1,5,5.676422971911285e-5,8
sin2pix,101,1.0e-8,adapt_k0.1,6,0.0004476616438085019,8
sin2pix,101,1.0e-8,adapt_k0.1,7,0.0033950682827939543,8
sin2pix,101,1.0e-8,adapt_k1.0,0,1.6737986869082922e-7,7
sin2pix,101,1.0e-8,adapt_k1.0,1,1.3568240484601812e-6,7
sin2pix,101,1.0e-8,adapt_k1.0,2,7.963190265109611e-6,7
sin2pix,101,1.0e-8,adapt_k1.0,3,5.6340719445509846e-5,7
sin2pix,101,1.0e-8,adapt_k1.0,4,0.0008388157226225098,7
sin2pix,101,1.0e-8,adapt_k1.0,5,0.00669402209812499,7
sin2pix,101,1.0e-8,adapt_k1.0,6,0.02916761108354009,7
sin2pix,101,1.0e-8,adapt_k1.0,7,0.09083689430647898,7
sin2pix,101,1.0e-8,adapt_k10,0,1.6737986869082922e-7,7
sin2pix,101,1.0e-8,adapt_k10,1,1.3568240484601812e-6,7
sin2pix,101,1.0e-8,adapt_k10,2,7.963190265109611e-6,7
sin2pix,101,1.0e-8,adapt_k10,3,5.6340719445509846e-5,7
sin2pix,101,1.0e-8,adapt_k10,4,0.0008388157226225098,7
sin2pix,101,1.0e-8,adapt_k10,5,0.00669402209812499,7
sin2pix,101,1.0e-8,adapt_k10,6,0.02916761108354009,7
sin2pix,101,1.0e-8,adapt_k10,7,0.09083689430647898,7
sin2pix,101,1.0e-8,adapt_k100,0,5.248031958179069e-6,6
sin2pix,101,1.0e-8,adapt_k100,1,3.3343670996002836e-5,6
sin2pix,101,1.0e-8,adapt_k100,2,0.00012706323298452513,6
sin2pix,101,1.0e-8,adapt_k100,3,0.0016708656431427223,6
sin2pix,101,1.0e-8,adapt_k100,4,0.011610987165113953,6
sin2pix,101,1.0e-8,adapt_k100,5,0.0522595334310336,6
sin2pix,101,1.0e-8,adapt_k100,6,0.12819881641082778,6
sin2pix,101,1.0e-8,adapt_k100,7,0.20449670545238935,6
sin2pix,101,1.0e-8,mmax10,0,5.209841450623114e-9,10
sin2pix,101,1.0e-8,mmax10,1,2.814618749380867e-8,10
sin2pix,101,1.0e-8,mmax10,2,2.3537358804623274e-7,10
sin2pix,101,1.0e-8,mmax10,3,1.3081680463804622e-6,10
sin2pix,101,1.0e-8,mmax10,4,2.1704912481378716e-5,10
sin2pix,101,1.0e-8,mmax10,5,0.0002952892250705232,10
sin2pix,101,1.0e-8,mmax10,6,0.002276023799196762,10
sin2pix,101,1.0e-8,mmax10,7,0.014139383758022778,10
sin2pix,101,1.0e-8,mmax15,0,5.039169105440789e-9,10
sin2pix,101,1.0e-8,mmax15,1,2.629678780409018e-8,10
sin2pix,101,1.0e-8,mmax15,2,1.9967375543653977e-7,10
sin2pix,101,1.0e-8,mmax15,3,7.982337210833767e-7,10
sin2pix,101,1.0e-8,mmax15,4,1.931588115546664e-5,10
sin2pix,101,1.0e-8,mmax15,5,0.0002197390639305301,10
sin2pix,101,1.0e-8,mmax15,6,0.0013918049841004701,10
sin2pix,101,1.0e-8,mmax15,7,0.007013610422630408,10
sin2pix,101,1.0e-8,mmax20,0,5.0054385004710065e-9,10
sin2pix,101,1.0e-8,mmax20,1,2.597830472152895e-8,10
sin2pix,101,1.0e-8,mmax20,2,1.8134345217358393e-7,10
sin2pix,101,1.0e-8,mmax20,3,8.151911983226557e-7,10
sin2pix,101,1.0e-8,mmax20,4,1.7701106794816312e-5,10
sin2pix,101,1.0e-8,mmax20,5,0.00019017321490002415,10
sin2pix,101,1.0e-8,mmax20,6,0.001154769413558213,10
sin2pix,101,1.0e-8,mmax20,7,0.005804211533784841,10
sin2pix,101,1.0e-8,mmax25,0,5.007747556514535e-9,10
sin2pix,101,1.0e-8,mmax25,1,2.596631959203464e-8,10
sin2pix,101,1.0e-8,mmax25,2,1.8274042627178039e-7,10
sin2pix,101,1.0e-8,mmax25,3,7.981793517310577e-7,10
sin2pix,101,1.0e-8,mmax25,4,1.7824980092000228e-5,10
sin2pix,101,1.0e-8,mmax25,5,0.00019132832375390514,10
sin2pix,101,1.0e-8,mmax25,6,0.0011539944302119754,10
sin2pix,101,1.0e-8,mmax25,7,0.005709570183375302,10
sin2pix,101,1.0e-8,mmax30,0,5.026312958568715e-9,10
sin2pix,101,1.0e-8,mmax30,1,2.6256883076389114e-8,10
sin2pix,101,1.0e-8,mmax30,2,1.7129023350605218e-7,10
sin2pix,101,1.0e-8,mmax30,3,9.594302428524841e-7,10
sin2pix,101,1.0e-8,mmax30,4,1.667637294709502e-5,10
sin2pix,101,1.0e-8,mmax30,5,0.0001786461570967894,10
sin2pix,101,1.0e-8,mmax30,6,0.0011420077696513147,10
sin2pix,101,1.0e-8,mmax30,7,0.006096787436639213,10
sin2pix,101,1.0e-8,mmax40,0,2.1355573832568426e-8,33
sin2pix,101,1.0e-8,mmax40,1,7.964927665219525e-6,33
sin2pix,101,1.0e-8,mmax40,2,0.00549200731161096,33
sin2pix,101,1.0e-8,mmax40,3,6.394135136897494,33
sin2pix,101,1.0e-8,mmax40,4,8827.685961451565,33
sin2pix,101,1.0e-8,mmax40,5,1.7129957486243293e7,33
sin2pix,101,1.0e-8,mmax40,6,3.547425386140602e10,33
sin2pix,101,1.0e-8,mmax40,7,9.637197752030728e13,33
sin2pix,101,1.0e-8,bic,0,1.6737986869082922e-7,7
sin2pix,101,1.0e-8,bic,1,1.3568240484601812e-6,7
sin2pix,101,1.0e-8,bic,2,7.963190265109611e-6,7
sin2pix,101,1.0e-8,bic,3,5.6340719445509846e-5,7
sin2pix,101,1.0e-8,bic,4,0.0008388157226225098,7
sin2pix,101,1.0e-8,bic,5,0.00669402209812499,7
sin2pix,101,1.0e-8,bic,6,0.02916761108354009,7
sin2pix,101,1.0e-8,bic,7,0.09083689430647898,7
sin2pix,101,1.0e-8,bisect,0,5.18881544484732e-9,8
sin2pix,101,1.0e-8,bisect,1,2.6811292524918376e-8,8
sin2pix,101,1.0e-8,bisect,2,1.2038222648732463e-7,8
sin2pix,101,1.0e-8,bisect,3,1.2432612709742966e-6,8
sin2pix,101,1.0e-8,bisect,4,9.623945485513191e-6,8
sin2pix,101,1.0e-8,bisect,5,5.676422971911285e-5,8
sin2pix,101,1.0e-8,bisect,6,0.0004476616438085019,8
sin2pix,101,1.0e-8,bisect,7,0.0033950682827939543,8
sin2pix,101,1.0e-8,prune15,0,5.544565125825374e-9,15
sin2pix,101,1.0e-8,prune15,1,2.7029898332100504e-8,15
sin2pix,101,1.0e-8,prune15,2,6.446309335293043e-7,15
sin2pix,101,1.0e-8,prune15,3,2.560264054062866e-5,15
sin2pix,101,1.0e-8,prune15,4,0.0006020817702864572,15
sin2pix,101,1.0e-8,prune15,5,0.048071180267362706,15
sin2pix,101,1.0e-8,prune15,6,3.618056303376338,15
sin2pix,101,1.0e-8,prune15,7,1579.4272267985534,15
sin2pix,101,1.0e-8,prune20,0,2.1051721446779363e-6,20
sin2pix,101,1.0e-8,prune20,1,2.198640630943246e-5,20
sin2pix,101,1.0e-8,prune20,2,0.00029945008855299424,20
sin2pix,101,1.0e-8,prune20,3,0.010656873834365069,20
sin2pix,101,1.0e-8,prune20,4,0.6697451272942831,20
sin2pix,101,1.0e-8,prune20,5,62.83711903827735,20
sin2pix,101,1.0e-8,prune20,6,6449.967795187473,20
sin2pix,101,1.0e-8,prune20,7,868960.768728855,20
sin2pix,101,1.0e-8,prune25,0,8.370378486097991e-5,25
sin2pix,101,1.0e-8,prune25,1,0.0009980386320461293,25
sin2pix,101,1.0e-8,prune25,2,0.10499131089876988,25
sin2pix,101,1.0e-8,prune25,3,21.25336813919651,25
sin2pix,101,1.0e-8,prune25,4,5274.624220479846,25
sin2pix,101,1.0e-8,prune25,5,1.8498326452414417e6,25
sin2pix,101,1.0e-8,prune25,6,6.931141923713647e8,25
sin2pix,101,1.0e-8,prune25,7,3.4078074555358136e11,25
sin2pix,101,0.0001,baseline,0,0.0002615731278323094,57
sin2pix,101,0.0001,baseline,1,0.057011058160328976,57
sin2pix,101,0.0001,baseline,2,23.399655132338427,57
sin2pix,101,0.0001,baseline,3,16810.901593716397,57
sin2pix,101,0.0001,baseline,4,1.4388436444059474e7,57
sin2pix,101,0.0001,baseline,5,1.7329824008349525e10,57
sin2pix,101,0.0001,baseline,6,2.2281122585381324e13,57
sin2pix,101,0.0001,baseline,7,3.758268677216131e16,57
sin2pix,101,0.0001,adapt_k0.01,0,3.438039785269838e-5,7
sin2pix,101,0.0001,adapt_k0.01,1,0.00010011644259825873,7
sin2pix,101,0.0001,adapt_k0.01,2,0.0005896438616166992,7
sin2pix,101,0.0001,adapt_k0.01,3,0.004970359886551923,7
sin2pix,101,0.0001,adapt_k0.01,4,0.020338815248793347,7
sin2pix,101,0.0001,adapt_k0.01,5,0.05529968327264173,7
sin2pix,101,0.0001,adapt_k0.01,6,1.5666821752829845,7
sin2pix,101,0.0001,adapt_k0.01,7,34.10870495036669,7
sin2pix,101,0.0001,adapt_k0.1,0,3.438039785269838e-5,7
sin2pix,101,0.0001,adapt_k0.1,1,0.00010011644259825873,7
sin2pix,101,0.0001,adapt_k0.1,2,0.0005896438616166992,7
sin2pix,101,0.0001,adapt_k0.1,3,0.004970359886551923,7
sin2pix,101,0.0001,adapt_k0.1,4,0.020338815248793347,7
sin2pix,101,0.0001,adapt_k0.1,5,0.05529968327264173,7
sin2pix,101,0.0001,adapt_k0.1,6,1.5666821752829845,7
sin2pix,101,0.0001,adapt_k0.1,7,34.10870495036669,7
sin2pix,101,0.0001,adapt_k1.0,0,3.3119016140157725e-5,6
sin2pix,101,0.0001,adapt_k1.0,1,9.624986731761888e-5,6
sin2pix,101,0.0001,adapt_k1.0,2,0.00038973776660430025,6
sin2pix,101,0.0001,adapt_k1.0,3,0.00347607501467207,6
sin2pix,101,0.0001,adapt_k1.0,4,0.01907360882517342,6
sin2pix,101,0.0001,adapt_k1.0,5,0.07288272935014618,6
sin2pix,101,0.0001,adapt_k1.0,6,0.15336772511253166,6
sin2pix,101,0.0001,adapt_k1.0,7,0.22834874768242866,6
sin2pix,101,0.0001,adapt_k10,0,3.3119016140157725e-5,6
sin2pix,101,0.0001,adapt_k10,1,9.624986731761888e-5,6
sin2pix,101,0.0001,adapt_k10,2,0.00038973776660430025,6
sin2pix,101,0.0001,adapt_k10,3,0.00347607501467207,6
sin2pix,101,0.0001,adapt_k10,4,0.01907360882517342,6
sin2pix,101,0.0001,adapt_k10,5,0.07288272935014618,6
sin2pix,101,0.0001,adapt_k10,6,0.15336772511253166,6
sin2pix,101,0.0001,adapt_k10,7,0.22834874768242866,6
sin2pix,101,0.0001,adapt_k100,0,0.0006297472791744175,5
sin2pix,101,0.0001,adapt_k100,1,0.002428356956042802,5
sin2pix,101,0.0001,adapt_k100,2,0.015153723424471088,5
sin2pix,101,0.0001,adapt_k100,3,0.0909528916633955,5
sin2pix,101,0.0001,adapt_k100,4,0.2556949376957927,5
sin2pix,101,0.0001,adapt_k100,5,0.4573981002934383,5
sin2pix,101,0.0001,adapt_k100,6,1.0816902689004364,5
sin2pix,101,0.0001,adapt_k100,7,2.8563615962893083,5
sin2pix,101,0.0001,mmax10,0,4.4108843477575056e-5,9
sin2pix,101,0.0001,mmax10,1,0.0001815084899569398,9
sin2pix,101,0.0001,mmax10,2,0.0007796564734662447,9
sin2pix,101,0.0001,mmax10,3,0.007025818607729283,9
sin2pix,101,0.0001,mmax10,4,0.0478909970541789,9
sin2pix,101,0.0001,mmax10,5,0.266925057086085,9
sin2pix,101,0.0001,mmax10,6,0.9028016004810108,9
sin2pix,101,0.0001,mmax10,7,10.004764849547719,9
sin2pix,101,0.0001,mmax15,0,4.3986840671182056e-5,9
sin2pix,101,0.0001,mmax15,1,0.00017901244434303392,9
sin2pix,101,0.0001,mmax15,2,0.0007735804591901366,9
sin2pix,101,0.0001,mmax15,3,0.0066911935489306915,9
sin2pix,101,0.0001,mmax15,4,0.04521250985700347,9
sin2pix,101,0.0001,mmax15,5,0.2532428260418269,9
sin2pix,101,0.0001,mmax15,6,0.9556660191683303,9
sin2pix,101,0.0001,mmax15,7,8.595223572645128,9
sin2pix,101,0.0001,mmax20,0,7.686894898950006e-5,19
sin2pix,101,0.0001,mmax20,1,0.0020808564403560774,19
sin2pix,101,0.0001,mmax20,2,0.14824844234989656,19
sin2pix,101,0.0001,mmax20,3,20.185140688085802,19
sin2pix,101,0.0001,mmax20,4,3450.5366522603795,19
sin2pix,101,0.0001,mmax20,5,872408.9892263637,19
sin2pix,101,0.0001,mmax20,6,2.4654315224757457e8,19
sin2pix,101,0.0001,mmax20,7,9.509919227825041e10,19
sin2pix,101,0.0001,mmax25,0,5.6614496355329244e-5,20
sin2pix,101,0.0001,mmax25,1,0.0009733958936864119,20
sin2pix,101,0.0001,mmax25,2,0.04679196141654562,20
sin2pix,101,0.0001,mmax25,3,10.131012499477142,20
sin2pix,101,0.0001,mmax25,4,4244.4464103855025,20
sin2pix,101,0.0001,mmax25,5,2.609884991166989e6,20
sin2pix,101,0.0001,mmax25,6,1.7177887176424017e9,20
sin2pix,101,0.0001,mmax25,7,1.4836062780602336e12,20
sin2pix,101,0.0001,mmax30,0,0.00014181392773304958,29
sin2pix,101,0.0001,mmax30,1,0.04427540268429574,29
sin2pix,101,0.0001,mmax30,2,22.77778586524835,29
sin2pix,101,0.0001,mmax30,3,19757.890437998707,29
sin2pix,101,0.0001,mmax30,4,2.0322331462463353e7,29
sin2pix,101,0.0001,mmax30,5,2.9379894282642624e10,29
sin2pix,101,0.0001,mmax30,6,4.532882395185916e13,29
sin2pix,101,0.0001,mmax30,7,9.174431997192269e16,29
sin2pix,101,0.0001,mmax40,0,6.598035513512712e-5,29
sin2pix,101,0.0001,mmax40,1,0.002340302505215378,29
sin2pix,101,0.0001,mmax40,2,0.29714028612937027,29
sin2pix,101,0.0001,mmax40,3,66.27812641229953,29
sin2pix,101,0.0001,mmax40,4,17744.19379131042,29
sin2pix,101,0.0001,mmax40,5,6.695345343039199e6,29
sin2pix,101,0.0001,mmax40,6,2.6990796317400327e9,29
sin2pix,101,0.0001,mmax40,7,1.4278732682601484e12,29
sin2pix,101,0.0001,bic,0,3.3119016140157725e-5,6
sin2pix,101,0.0001,bic,1,9.624986731761888e-5,6
sin2pix,101,0.0001,bic,2,0.00038973776660430025,6
sin2pix,101,0.0001,bic,3,0.00347607501467207,6
sin2pix,101,0.0001,bic,4,0.01907360882517342,6
sin2pix,101,0.0001,bic,5,0.07288272935014618,6
sin2pix,101,0.0001,bic,6,0.15336772511253166,6
sin2pix,101,0.0001,bic,7,0.22834874768242866,6
sin2pix,101,0.0001,bisect,0,4.282830423030889e-5,8
sin2pix,101,0.0001,bisect,1,0.000293485347852311,8
sin2pix,101,0.0001,bisect,2,0.0025921643272741476,8
sin2pix,101,0.0001,bisect,3,0.010096368063710347,8
sin2pix,101,0.0001,bisect,4,0.7659638319814206,8
sin2pix,101,0.0001,bisect,5,23.663859249984128,8
sin2pix,101,0.0001,bisect,6,175.98545901292545,8
sin2pix,101,0.0001,bisect,7,18663.771887742805,8
sin2pix,101,0.0001,prune15,0,0.0003511710732358903,15
sin2pix,101,0.0001,prune15,1,0.002580109305249294,15
sin2pix,101,0.0001,prune15,2,0.30213815344688955,15
sin2pix,101,0.0001,prune15,3,182.17987700173077,15
sin2pix,101,0.0001,prune15,4,555366.5126057664,15
sin2pix,101,0.0001,prune15,5,2.669255316072486e9,15
sin2pix,101,0.0001,prune15,6,1.3708539280945338e13,15
sin2pix,101,0.0001,prune15,7,9.235874086804027e16,15
sin2pix,101,0.0001,prune20,0,5.111661863013346e-5,20
sin2pix,101,0.0001,prune20,1,0.0007288964017918984,20
sin2pix,101,0.0001,prune20,2,0.01350609073471022,20
sin2pix,101,0.0001,prune20,3,1.0560482782102971,20
sin2pix,101,0.0001,prune20,4,100.83227417442573,20
sin2pix,101,0.0001,prune20,5,9679.402920176553,20
sin2pix,101,0.0001,prune20,6,992420.2331472553,20
sin2pix,101,0.0001,prune20,7,1.6740247774446493e8,20
sin2pix,101,0.0001,prune25,0,7.840723199783988e-5,25
sin2pix,101,0.0001,prune25,1,0.002227917186402169,25
sin2pix,101,0.0001,prune25,2,0.19309411599864618,25
sin2pix,101,0.0001,prune25,3,36.58106140372236,25
sin2pix,101,0.0001,prune25,4,10869.96535581771,25
sin2pix,101,0.0001,prune25,5,4.986576211305394e6,25
sin2pix,101,0.0001,prune25,6,2.4716600263233924e9,25
sin2pix,101,0.0001,prune25,7,1.6119801670139753e12,25
sin2pix,101,0.01,baseline,0,0.012414256268018543,55
sin2pix,101,0.01,baseline,1,1.4307349732968897,55
sin2pix,101,0.01,baseline,2,839.3537570771074,55
sin2pix,101,0.01,baseline,3,918654.6967883029,55
sin2pix,101,0.01,baseline,4,1.195785073858789e9,55
sin2pix,101,0.01,baseline,5,2.1879379822294133e12,55
sin2pix,101,0.01,baseline,6,4.2723377152380045e15,55
sin2pix,101,0.01,baseline,7,1.094401527821528e19,55
sin2pix,101,0.01,adapt_k0.01,0,0.003737548718648505,6
sin2pix,101,0.01,adapt_k0.01,1,0.008728789891394044,6
sin2pix,101,0.01,adapt_k0.01,2,0.017562459627441466,6
sin2pix,101,0.01,adapt_k0.01,3,0.031805313868341636,6
sin2pix,101,0.01,adapt_k0.01,4,0.09620584919942252,6
sin2pix,101,0.01,adapt_k0.01,5,0.39074504364744955,6
sin2pix,101,0.01,adapt_k0.01,6,0.84420885051611,6
